Otu	HL1CKP1	HL1CKP2	HL1CKP3	HL1CKU1	HL1CKU2	HL1CKU3	HL1SP1	HL1SP2	HL1SP3	HL1SU1	HL1SU2	HL1SU3	HL2CKP1	HL2CKP2	HL2CKP3	HL2CKU1	HL2CKU2	HL2CKU3	HL2SP1	HL2SP2	HL2SP3	HL2SU1	HL2SU2	HL2SU3	HL3CKP1	HL3CKP2	HL3CKP3	HL3CKU1	HL3CKU2	HL3CKU3	HL3SP1	HL3SP2	HL3SP3	HL3SU1	HL3SU2	HL3SU3	SY1CKP1	SY1CKP2	SY1CKP3	SY1CKU1	SY1CKU2	SY1CKU3	SY1SP1	SY1SP2	SY1SP3	SY1SU1	SY1SU2	SY1SU3	SY2CKP1	SY2CKP2	SY2CKP3	SY2CKU1	SY2CKU2	SY2CKU3	SY2SP1	SY2SP2	SY2SP3	SY2SU1	SY2SU2	SY2SU3	SY3CKP1	SY3CKP2	SY3CKP3	SY3CKU1	SY3CKU2	SY3CKU3	SY3SP1	SY3SP2	SY3SP3	SY3SU1	SY3SU2	SY3SU3
Otu3880	 5	 8	13	 2	 0	 0	 2	 6	 2	 9	 0	 0	22	13	 3	 4	 0	 1	13	 5	 3	 3	 0	 0	14	 0	 8	 1	 0	 0	10	 0	 8	 1	 1	 0	 0	 0	 1	 1	 4	 1	 0	 0	 0	 0	 1	 1	 0	 0	 0	 1	 3	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3881	13	 2	 0	 0	 0	 0	11	 1	 1	 0	 0	 0	29	 0	 0	 0	 0	 0	12	 0	 0	 0	 0	 0	18	 0	 1	 0	 0	 0	 8	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3882	 4	18	 2	 3	 0	 0	 3	 6	 1	 2	 0	 0	22	13	 1	 3	 0	 0	 5	12	 0	 0	 0	 0	 4	 0	 7	 0	 1	 0	 4	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3883	 1	 7	 4	23	 1	 0	 1	11	 2	23	 1	 0	 8	 6	 2	23	 3	 0	 3	21	 0	 9	 2	 0	 6	 1	 0	 4	11	 0	 0	 2	 3	 7	 5	 0	 1	 0	 0	 0	 9	 0	 0	 0	 0	 0	 5	 0	 0	 1	 0	 0	10	 1	 0	 0	 0	 0	 6	 0	 0	 0	 0	 0	 1	 1	 0	 0	 1	 0	 2	 0
Otu3884	 1	 5	16	 0	 0	 0	 1	 6	14	 0	 0	 0	 7	 3	 1	 0	 0	 1	14	 5	 0	 0	 0	 0	 5	 1	 2	 0	 0	 0	 2	 0	 4	 0	 0	 0	 1	 8	 7	 0	 1	 0	 0	 4	 2	 3	 1	 0	 3	 7	10	 0	 0	 4	 0	 8	 3	 0	 0	 0	 0	 9	 0	 0	 1	 0	 0	 6	 2	 0	 0	 0
Otu3885	 7	 3	 0	 2	 0	 0	 7	 1	 1	 5	 0	 0	23	 9	 0	 0	 0	 0	17	 3	 2	 0	 0	 0	15	 0	 4	 0	 0	 0	 6	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 4	 1	 0	 0	 0	 0	 2	 0	 1	 0	 0	 0	 1	 0	 0	 0	 1	 0	 2	 0	 2	 0	 0	 0	 2	 0	 0	 0	 0	 0	 2
Otu3886	 5	 4	 2	 0	 0	 0	 8	 8	 1	 0	 0	 0	12	 0	 0	 0	 0	 0	22	 2	 1	 0	 0	 0	 5	 1	 0	 0	 0	 0	 9	 1	 6	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3887	 5	10	17	14	 1	 0	 5	12	20	24	 0	 0	16	16	 0	11	 0	 1	 2	 4	 1	10	 1	 2	 2	 3	 1	 3	 1	 0	 1	 2	 5	 6	 1	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0
Otu3888	25	 7	 2	 0	 0	 0	22	 0	 2	 0	 0	 0	91	 3	 0	 0	 0	 0	44	 0	 0	 0	 0	 0	35	 0	 0	 0	 0	 0	25	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3889	 1	 0	 0	 5	 2	 3	 0	 1	 0	 8	 1	 4	 0	 2	 0	 7	 3	11	 0	 0	 0	 0	 1	17	 0	 0	 0	 1	10	 5	 0	 0	 1	 0	 3	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 2	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0
Otu389	  3	105	 51	316	 15	179	  5	103	 38	408	 17	105	 23	210	  6	361	 61	435	 14	160	  4	151	 45	261	 16	 20	 21	 81	222	131	 10	  9	 20	122	109	150	 52	 47	 56	 43	 25	126	 19	 10	 33	  6	 13	 52	 95	100	 62	 25	 29	322	 58	 41	 52	 15	 13	 32	 30	 55	 21	  0	 14	 73	 11	 36	 26	  0	  9	 25
Otu3890	 5	 1	25	 2	 1	 0	 3	 0	 9	 4	 0	 0	13	 0	 3	 0	 0	 0	 7	 2	 1	 0	 0	 0	 6	 0	 4	 0	 0	 0	 8	 1	 5	 0	 0	 0	 1	 6	 0	 0	 1	 0	 0	 2	 0	 0	 1	 1	 2	 1	 0	 0	 0	 3	 0	 1	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3891	 11	 21	124	  9	  0	  0	  9	 30	 92	 26	  1	  0	 40	 20	 10	 19	  0	  2	 22	 10	 11	  8	  0	  0	 18	  0	 41	  8	  3	  0	 11	  1	 51	  3	  1	  0	  2	  6	  0	  0	  3	  0	  3	  0	  0	  1	  2	  5	  0	  4	  1	  0	  0	  1	  0	  0	  0	  0	  0	  0	  3	  0	  2	  0	  0	  1	  1	  2	  0	  0	  0	  1
Otu3892	 2	15	38	 2	 0	 0	 7	21	23	 2	 0	 0	15	11	 3	 1	 0	 0	 8	 8	 3	 0	 0	 0	 8	 2	 9	 0	 0	 0	 8	 0	 9	 0	 0	 0	 9	13	 9	 0	 1	 0	 1	 8	 0	 0	 0	 0	 2	 6	 1	 0	 5	 1	 0	 9	 2	 2	 0	 0	 0	 3	 0	 0	 1	 0	 0	 3	 0	 0	 1	 0
Otu3893	 2	 6	 3	 4	 0	 0	 0	 4	 7	11	 0	 0	 2	12	 1	 8	 1	 0	 3	11	 0	 3	 0	 0	 1	 0	 1	 2	 1	 0	 0	 0	 1	 0	 1	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3894	17	13	21	 0	 0	 0	22	12	22	 1	 0	 0	31	25	 3	 0	 0	 2	36	12	 2	 0	 0	 0	24	 4	 8	 0	 0	 0	28	 1	13	 0	 0	 0	 1	 5	 0	 2	 0	 1	 1	 4	 1	 0	 1	 0	 0	 3	 3	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3895	 5	16	10	14	 0	 2	 8	20	 1	18	 1	 1	19	14	 1	10	 1	 0	 7	 7	 1	 5	 0	 1	12	 0	 7	 3	 4	 0	 4	 0	 5	 2	 1	 0	 1	 0	 0	 0	 6	 1	 0	 0	 0	 2	 1	 1	 0	 0	 0	 1	 9	 1	 0	 0	 0	 5	 2	 1	 0	 0	 0	 0	 5	 0	 0	 1	 0	 0	 0	 0
Otu3896	 6	30	36	15	 0	 2	10	30	11	13	 0	 1	36	27	 3	 9	 3	 2	12	15	 1	 5	 0	 2	30	 5	19	 1	 2	 0	16	 8	17	 4	 1	 0	 4	 2	 1	 0	 5	 9	 1	 1	 1	 0	 2	 5	 1	 7	 2	 0	 4	15	 0	 8	 0	 0	 2	15	 0	 5	 1	 0	 2	 9	 0	 3	 0	 0	 4	18
Otu3897	 0	 6	 3	10	 0	 0	 0	 2	 0	13	 0	 1	 1	 5	 0	10	 1	 1	 0	 2	 0	 6	 0	 1	 0	 1	 1	 0	 2	 0	 0	 0	 1	 4	 3	 0	 1	 1	 1	 1	 0	 1	 0	 0	 1	 1	 0	 2	 2	 4	 0	 0	 0	 6	 2	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 1	 6	 4	 2	 0	 0	 1
Otu3898	16	71	85	 1	 0	 0	11	44	55	 6	 0	 0	55	63	 7	 3	 0	 0	37	48	13	 0	 0	 0	22	10	22	 2	 1	 1	11	 0	16	 3	 0	 0	 3	 3	 8	 1	 0	 0	 1	 2	 7	 0	 1	 0	 5	 6	14	 0	 4	 2	 1	 7	 6	 1	 0	 0	 5	 0	 3	 0	 1	 2	 3	 1	 1	 0	 1	 1
Otu3899	 1	13	 7	21	 1	 4	 0	 3	 2	17	 1	 2	 2	 7	 0	 6	 0	 5	 3	 5	 1	 3	 1	 1	 0	 1	 0	 4	 7	 0	 1	 1	 0	 1	 3	 1	 0	 0	 0	 8	11	 1	 0	 1	 0	 0	 1	 2	 0	 2	 2	 1	 9	 2	 0	 1	 0	 3	 1	 2	 0	 0	 0	 0	 7	 0	 0	 0	 0	 0	 2	 0
Otu39	   7	  49	  34	   2	   0	   0	  98	2907	  35	   5	   0	   2	   1	   3	   1	   0	   0	   0	  73	 102	   2	   1	   2	   4	   0	   0	   0	   0	   1	   0	  21	   1	  15	   3	   2	   0	   0	   3	   1	   2	   1	   2	   2	   7	   4	   3	   2	   3	   1	   0	   0	   0	   0	   0	   3	   3	   4	   2	   1	   1	   0	   1	   0	   0	   0	   0	   2	   4	   0	   0	   1	   0
Otu390	  0	 17	  3	  1	  4	  0	  1	  5	  1	  1	  1	  0	  2	  1	  0	  4	  0	  4	  0	  0	  0	  7	  0	  0	  5	  0	  3	  0	  1	  2	  6	  0	  3	  0	  0	  1	127	 30	369	  1	 10	  0	 59	 19	184	  0	  7	  1	161	 72	426	  0	  1	  0	 72	 34	234	  1	  0	  0	170	  5	152	  0	  0	 10	 90	  4	128	  0	  1	  5
Otu3900	 32	108	 69	111	  3	 48	 33	 72	 60	 97	  5	 40	 97	116	  6	 76	  8	127	 52	 89	 11	 24	  4	 71	 82	 15	 20	 26	 44	 43	 50	  2	 31	 21	 15	 30	124	 61	 96	  7	 22	 81	 37	 23	 47	  4	 16	 43	123	 71	100	  8	 41	 89	 66	 40	 75	  2	 12	 30	 96	 36	 37	  2	  7	 22	 40	 48	 52	  1	 11	 37
Otu3901	 5	13	 4	 0	 0	 0	 6	37	 5	 0	 0	 0	16	 7	 1	 0	 0	 0	 6	10	 0	 0	 0	 0	 5	 0	 2	 0	 0	 0	 5	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3902	11	 5	12	 0	 0	 0	 9	 8	10	 0	 0	 0	27	 1	 0	 0	 0	 0	25	 2	 0	 0	 0	 0	19	 0	 3	 0	 0	 0	 8	 0	 6	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3903	 1	11	 2	14	 2	 1	 1	 7	 3	19	 0	 0	 1	 6	 0	 9	 2	 3	 1	10	 0	 3	 7	 3	 1	 2	 0	 0	 5	 1	 1	 0	 1	 3	 2	 0	 0	 2	 0	 1	 4	13	 0	 1	 1	 2	 5	16	 0	 1	 1	 4	13	23	 0	 1	 0	 2	 1	10	 0	 1	 0	 0	 1	 7	 0	 0	 0	 0	 5	 3
Otu3904	 3	21	29	13	 0	 0	 3	18	11	 6	 0	 0	34	16	 3	 6	 2	 0	16	18	 3	 2	 1	 1	15	 2	12	 5	 0	 0	 4	 3	13	 3	 0	 0	 7	 8	 4	 0	 4	 5	 0	 1	 3	 1	 2	 1	 1	 6	 2	 0	 0	 3	 1	 1	 1	 1	 0	 1	 4	 2	 1	 0	 0	 2	 0	 1	 0	 1	 0	 0
Otu3905	 6	24	38	 0	 0	 0	 0	 8	15	 0	 0	 0	 7	15	 0	 0	 0	 0	 5	 9	 2	 0	 0	 0	 4	 1	 3	 0	 0	 0	 1	 0	 3	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3906	12	36	70	22	 0	 0	 9	 6	35	21	 0	 0	36	49	 7	14	 0	 0	14	25	 2	10	 0	 0	22	 7	22	 4	 0	 0	10	 2	18	 4	 0	 0	15	14	14	 5	 7	 0	 2	 4	 1	 1	 5	 0	 2	19	 4	 2	10	 2	 0	 2	 2	 6	 2	 0	 0	15	 1	 0	 2	 2	 1	 5	 0	 0	 1	 1
Otu3907	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	25	 2	 5	 0	 0	 0	 8	 1	 6	 0	 0	 0	25	 9	10	 0	 0	 0	16	 0	 0	 0	 0	 0	 0	 2	 0	 0	 1	 0	 3	 4	 0
Otu3908	 4	41	21	 1	 0	 0	 7	21	19	 0	 0	 0	12	24	 2	 0	 0	 0	 6	14	 2	 0	 0	 0	 8	 0	 6	 0	 0	 0	 1	 1	 7	 0	 0	 0	 0	 0	 0	 0	 1	 2	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3909	 1	 9	11	 9	 0	 0	 0	 3	 4	15	 0	 0	 2	 8	 2	 8	 0	 0	 2	 9	 1	 6	 1	 0	 1	 1	 6	 4	 3	 0	 1	 0	 5	 5	 2	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0
Otu391	 35	120	120	103	  8	  5	 31	 60	 91	165	  6	  1	146	186	 19	120	 33	 14	 77	113	 14	 51	 31	  9	 95	 27	 57	 34	 68	  6	 65	  3	 70	 51	 35	  2	 16	 19	 13	 17	230	 30	  1	  9	  6	  5	 96	 14	  5	 18	  7	 22	295	 48	  4	 11	  1	  8	 77	  1	  1	 16	  2	  0	 90	  8	  3	  4	  4	  0	 57	  1
Otu3910	 0	16	21	 5	 0	 0	 1	12	 9	 8	 0	 0	 1	18	 2	 1	 0	 1	 1	 9	 0	 3	 0	 0	 0	 0	 3	 0	 1	 0	 0	 1	 2	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 2	 8	 9	 0	 0	 0	 0	 1	 1	 0	 1	 0	 0	 2	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3911	17	73	69	 4	 0	 0	12	30	48	 2	 0	 0	50	85	 5	 0	 0	 0	30	36	10	 1	 0	 0	33	 2	17	 0	 1	 2	 8	 3	21	 0	 0	 0	 4	 0	 0	 0	 0	 1	 1	 0	 1	 0	 1	 0	 0	 1	 0	 0	 0	 2	 0	 0	 1	 4	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0
Otu3912	20	19	60	 6	 0	 0	13	19	21	 7	 0	 0	49	43	 6	 8	 0	 1	16	10	 2	 4	 0	 0	22	 1	10	 1	 0	 0	13	 0	 6	 1	 0	 0	 3	 3	 7	 0	 0	 0	 1	 1	 2	 0	 0	 0	 0	 2	 2	 2	 0	 0	 0	 0	 0	 1	 0	 0	 1	 4	 1	 0	 1	 0	 0	 2	 2	 0	 0	 0
Otu3913	 3	 4	 8	10	 0	 4	 0	 4	 2	 8	 2	 1	 3	 9	 0	 4	 2	 6	 2	 4	 5	 6	 0	 5	 4	 0	 4	 3	 4	 4	 2	 0	 1	 2	 1	 1	 0	 4	 3	17	16	 2	 2	 2	 0	 1	12	 0	 0	 2	 1	29	23	 4	 1	 1	 0	 3	 7	 0	 0	 0	 0	 2	 8	 0	 1	 0	 0	 0	 1	 0
Otu3914	 5	29	33	 8	 0	 0	16	44	32	15	 0	 0	47	40	 5	 3	 1	 1	22	26	 3	 0	 0	 0	31	 2	15	 1	 1	 0	15	 0	14	 3	 0	 0	 0	 0	 0	 0	 3	 0	 1	 3	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3916	 0	 6	 3	14	 0	10	 0	 4	 1	15	 0	 9	 0	 7	 0	19	 4	44	 0	 4	 0	11	 0	37	 0	 0	 0	 4	15	20	 0	 2	 1	 8	 3	24	 6	 3	16	 1	 2	14	 1	 0	 2	 0	 0	 9	12	 1	18	 0	 2	22	 3	 1	 8	 1	 2	17	 7	 5	12	 0	 0	 6	 1	 0	 7	 1	 2	38
Otu3917	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 5	10	15	 0	 0	 0	 2	 2	 5	 0	 0	 0	17	14	12	 1	 0	 0	 3	 5	 3	 0	 0	 0	 5	14	 2	 0	 0	 0	 2	 7	 3	 0	 0	 0
Otu3918	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 2	 4	 0	 1	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 2	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	12	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 1	12	 0	 0	 0	 0	 0	 6	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0
Otu3919	 5	16	15	49	 3	12	 4	10	 7	61	 2	11	16	14	 3	54	 6	47	 2	 6	 0	27	 6	34	 6	 3	 5	19	43	 9	 4	 0	 3	14	14	15	 5	 1	 7	 4	44	15	 6	 2	 4	 0	36	 9	 0	 5	 6	 7	79	22	 3	 1	 3	 3	17	 5	 0	 1	 0	 0	12	 1	 1	 1	 1	 0	12	12
Otu392	 62	 18	  4	  1	  0	  1	 74	  8	 18	  3	  0	  0	219	  6	  1	  4	  1	  1	129	  4	  3	  0	  1	  1	 84	  0	  4	  0	  2	  3	 58	  0	 11	  0	  0	  0	 22	 37	 26	  0	 14	  2	 15	 11	 19	  0	  8	  3	 23	 61	 60	  0	  0	  2	  9	 42	 31	  4	  0	  0	 10	  5	 26	  0	  0	  2	  7	  1	 15	  0	  2	  2
Otu3920	  1	 12	  1	 18	  4	 46	  0	  8	  0	 36	  1	 33	  1	 16	  0	 30	  3	151	  0	 15	  0	 14	  7	 86	  0	  2	  0	 15	 50	 57	  0	  0	  0	 17	 30	 32	  0	  0	  0	  1	  1	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  1	  2	  0	  0	  0	  0	  0	  3	  0	  0	  1	  0	  1	  0	  0	  0	  0	  0	  0	  0
Otu3921	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 7	 2	 0	 0	 0	 1	 2	 1	 0	 0	 1	 3	 3	 2	 0	 0	 0	 2	10	 1	 0	 0	 0	 1	 0	 2	 0	 0	 0	 2	 3	 4	 0	 0	 0
Otu3922	 3	31	16	 6	 0	 0	 3	32	 9	 4	 0	 0	 6	 2	 0	 4	 0	 0	 8	 8	 3	 1	 0	 0	 8	 0	 3	 0	 0	 0	 2	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0
Otu3923	 0	 0	 0	 2	 0	 2	 2	 1	 0	 4	 0	 1	 0	 1	 0	 0	 1	 3	 0	 0	 0	 8	 2	 6	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 6	 3	 1	 0	 0	 4	 0	 0	 0	 0	 0	 1	 0	 7	 0	 1	 0	15	 0	 9	 2	 0	 0	 0	 0	 9	 0	 0	 1	 1	 0	 1	 0	 2	 0	 0	 0	 3
Otu3924	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	10	 6	31	 0	 0	 0	 5	 0	 9	 0	 0	 1	12	12	19	 0	 0	 2	 6	 5	 8	 0	 0	 0	 5	 2	 1	 0	 0	 0	 3	 2	 7	 0	 0	 0
Otu3925	 0	 0	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 3	 1	 0	 1	 0	 0	 0	 1	 0	 0	 2	 0	 0	 0	 0	 0	 1	 0	 1	 0	 1	 0	 0	 0	 4	 1	16	32	 4	23	 2	 0	 6	14	 1	11	 8	 1	13	54	 3	55	 1	 1	 3	25	 0	 7	12	 3	 3	 2	 4	12	 1	 0	 0	 1	 0	 3
Otu3926	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	13	 7	19	 1	 0	 0	 6	 0	 3	 0	 0	 0	13	 8	25	 0	 0	 0	 4	 9	 8	 0	 0	 0	 8	 7	 5	 0	 2	 0	 5	 3	 6	 0	 0	 0
Otu3927	 0	 0	 0	 0	 2	 4	 1	 0	 0	 2	 1	 6	 0	 0	 0	 0	 0	20	 0	 0	 0	 0	 1	23	 0	 0	 0	 0	 0	 5	 0	 0	 0	 0	 2	 8	 0	 1	 0	13	 1	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	10	 0	 4	 0	 0	 1	 2	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1
Otu3928	 0	 0	 2	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 9	18	12	 0	 1	 0	 4	 3	 4	 0	 0	 0	 6	26	16	 0	 0	 2	 6	20	 8	 0	 0	 0	12	 1	 9	 0	 0	 0	10	 0	 5	 0	 0	 0
Otu3929	 0	 3	 0	 2	 0	 0	 1	 0	 0	 1	 0	 0	 2	 3	 0	 2	 0	 1	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	41	19	79	 0	 0	 0	16	 3	20	 0	 0	 0	44	40	78	 0	 0	 3	13	 8	20	 0	 0	 0	21	19	27	 0	 2	 4	14	 8	16	 0	 0	 2
Otu3930	 1	 6	 7	 3	 0	 0	 2	 1	 1	 3	 0	 0	 5	12	 1	15	 1	 4	 3	 7	 0	 3	 1	 0	 3	 3	 3	 7	17	 1	 3	 0	 0	 1	 3	 1	23	53	11	 2	 5	15	 6	16	 6	 0	 3	 5	 4	87	14	 2	15	14	 3	23	 1	 1	12	 1	 3	15	 3	 1	13	25	 1	24	 3	 1	13	 8
Otu3931	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 5	 6	15	 1	 0	 0	 1	 0	 8	 0	 0	 0	 6	 1	 7	 1	 0	 0	 2	 3	 7	 0	 0	 1	 2	 1	 3	 0	 0	 0	 2	 1	 1	 0	 0	 0
Otu3932	  1	  6	  5	  0	  0	  0	  3	  1	  2	  0	  0	  0	  3	  0	  0	  1	  0	  0	  7	  0	  1	  1	  0	  0	  0	  1	  0	  0	  0	  0	  2	  0	  2	  0	  1	  0	 50	 24	 97	  0	  3	  1	 14	 11	 28	  0	  2	  0	 52	 42	117	  0	  0	  4	 24	 24	 58	  0	  0	  0	 64	 26	 40	  0	  0	  5	 18	 16	 34	  0	  0	  0
Otu3933	17	38	66	 2	 0	 1	17	32	39	 4	 0	 0	49	47	10	 2	 0	 6	46	29	 7	 0	 0	 3	33	 6	22	 0	 1	 4	25	 1	19	 1	 1	 1	34	27	48	34	 3	21	17	10	28	19	 3	11	71	50	63	28	 2	59	37	36	45	26	 3	 5	23	 3	28	 2	 2	 4	13	 2	41	 2	 9	 3
Otu3934	 1	 1	 0	 6	 1	 2	 0	 0	 0	 2	 0	 0	 0	 2	 0	 3	 0	 7	 0	 0	 0	 0	 0	 6	 0	 0	 0	 0	 3	10	 0	 0	 0	 0	 3	 2	 0	 0	 2	 0	 0	 4	 0	 1	 1	 0	 1	 0	 5	 1	 9	 0	 0	14	 4	 0	 2	 0	 0	 0	31	 2	10	 0	 0	 2	11	 0	 1	 0	 0	 9
Otu3935	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 6	 1	21	 0	 0	 4	 0	 0	 5	 0	 0	 1	 7	 4	28	 0	 0	 4	 5	 5	 9	 0	 0	 1	17	 5	10	 0	 0	 5	 0	 4	 3	 0	 0	 1
Otu3936	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	16	 9	25	 0	 0	 0	 1	 2	12	 0	 2	 0	 8	 8	28	 0	 0	 0	 3	 6	10	 0	 0	 0	 3	 7	 5	 0	 0	 1	 1	 3	 2	 0	 0	 0
Otu3938	 20	 37	 80	 24	  1	  2	 22	 28	 41	 27	  0	  3	 74	 49	  1	  8	  1	  9	 45	 38	  6	 13	  0	  5	 30	  5	 20	  4	  5	  1	 10	  3	 26	  4	  4	  3	 68	 95	105	  3	 10	  0	 23	 29	 42	  0	  6	  0	 23	117	110	  5	 11	  0	 19	 34	 40	  2	  8	  0	  8	 43	 17	  0	  4	 11	  2	 27	 17	  1	  2	  3
