Otu	HL1CKP1	HL1CKP2	HL1CKP3	HL1CKU1	HL1CKU2	HL1CKU3	HL1SP1	HL1SP2	HL1SP3	HL1SU1	HL1SU2	HL1SU3	HL2CKP1	HL2CKP2	HL2CKP3	HL2CKU1	HL2CKU2	HL2CKU3	HL2SP1	HL2SP2	HL2SP3	HL2SU1	HL2SU2	HL2SU3	HL3CKP1	HL3CKP2	HL3CKP3	HL3CKU1	HL3CKU2	HL3CKU3	HL3SP1	HL3SP2	HL3SP3	HL3SU1	HL3SU2	HL3SU3	SY1CKP1	SY1CKP2	SY1CKP3	SY1CKU1	SY1CKU2	SY1CKU3	SY1SP1	SY1SP2	SY1SP3	SY1SU1	SY1SU2	SY1SU3	SY2CKP1	SY2CKP2	SY2CKP3	SY2CKU1	SY2CKU2	SY2CKU3	SY2SP1	SY2SP2	SY2SP3	SY2SU1	SY2SU2	SY2SU3	SY3CKP1	SY3CKP2	SY3CKP3	SY3CKU1	SY3CKU2	SY3CKU3	SY3SP1	SY3SP2	SY3SP3	SY3SU1	SY3SU2	SY3SU3
Otu1	   38	  149	   71	  139	    9	   44	  176	  236	  171	  717	   45	  161	   79	   57	    1	  120	   16	   99	  112	   49	   24	  244	   31	  257	   63	    2	   31	   10	   37	   15	  113	    2	   78	   58	   52	   31	11950	 7600	12576	   52	   89	  105	11313	 6166	17044	 1545	  328	  899	 6367	 6907	12737	  161	   40	  112	 5192	 6453	 7933	 1992	  121	  203	 1345	 3106	 1949	   48	   24	 1083	 1379	 2292	 3405	  105	   65	 1227
Otu10	   27	  117	  105	  175	   12	   37	   42	  198	   84	  194	    7	   75	  102	  137	    9	  126	   53	  162	   76	  159	   19	   85	   55	  318	   54	   11	   45	   27	  105	   66	   51	    4	   51	   54	   64	  103	  594	  430	  762	  645	  842	 2488	 1125	  827	 1402	 2918	  894	12341	  850	  777	 1084	  590	 1038	 2921	 1628	 2122	 1464	 4937	  941	 5935	  594	  433	  372	   29	  250	  626	 1283	 1761	  799	  336	  427	 5430
Otu100	  3	 17	 12	  9	  0	  0	160	635	243	115	  0	  1	  7	 17	  0	  8	  0	  0	149	183	 46	 14	  5	  0	  4	  2	  5	  2	  0	  0	 48	  7	 83	 14	  0	  0	  2	  1	  0	  1	  5	  0	  1	 56	  0	  0	 41	  1	  1	  0	  1	  0	  6	  1	  1	  0	  0	  0	 18	  6	  2	  0	  0	  0	  1	  0	  1	  0	  0	  2	 10	  0
Otu1000	 47	257	205	477	 19	 92	 56	274	127	592	 20	 55	142	390	 27	440	 56	207	136	304	 31	200	 38	112	 96	 38	 60	 95	155	 62	 54	 14	 97	119	 86	 56	 15	 46	 19	 10	 36	 15	  7	 28	  8	  4	 42	  8	  3	 33	 16	 18	 46	 15	  6	 28	  4	  5	 27	  3	  6	 21	  3	  0	 18	  8	  0	 25	  0	  0	 19	  5
Otu1001	 0	 0	 1	10	 0	 0	 0	 4	 0	 4	 0	 0	 0	 0	 0	 3	 0	 3	 1	 0	 0	 3	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 3	 0	 0	 1	 0	 0	 0	 1	 0	 2	 1	 2	 0	 2	 0	16	30	10	 0	 1	 1	41	26	14	 1	 3	13	50	66	39	 0	 8	 0	47	60	62	 0	 4	15
Otu1002	 46	 81	148	 34	  0	  0	 61	 79	119	 49	  0	  0	166	101	 20	 35	  3	  0	110	102	 13	 12	  3	  0	 53	 13	 62	  6	 10	  1	 76	  6	 88	 11	  0	  0	  6	  5	  2	  0	  4	  2	  6	  0	  0	  0	  6	  0	  2	  1	  1	  1	  2	  1	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  1	  0	  1	  0	  0	  0	  3	  0
Otu1003	21	55	55	 5	 0	 0	14	31	26	 4	 0	 0	35	47	 2	 1	 0	 0	19	32	 3	 1	 0	 1	26	 5	18	 0	 0	 0	12	 1	 9	 1	 0	 0	16	12	16	 2	 4	 0	 5	 5	 5	 1	 0	 0	14	12	18	 0	 3	 0	 0	 4	10	 0	 0	 1	11	 8	 4	 0	 0	 2	 5	 8	 7	 0	 1	 0
Otu1004	24	87	47	 5	 0	 0	22	55	48	 5	 0	 0	89	20	 3	 9	 1	 0	43	34	 5	 1	 0	 0	31	 2	14	 0	 0	 0	22	 1	17	 0	 0	 0	 1	 2	 0	 0	 3	 0	 0	 1	 0	 0	 3	 1	 2	 1	 0	 0	 6	 0	 0	 0	 0	 0	 3	 0	 0	 1	 0	 0	 0	 1	 1	 0	 0	 0	 1	 0
Otu1005	 2	 6	14	 0	 0	 0	 2	 7	12	 5	 0	 0	 5	 7	 2	 1	 0	 1	 7	 7	 2	 0	 0	 0	 5	 2	 4	 0	 0	 0	 5	 1	 9	 0	 1	 0	14	23	19	 0	 0	 1	 6	15	21	 0	 5	 0	31	41	46	 1	 1	 0	32	42	16	 0	 1	 0	22	17	 4	 0	 0	 0	 7	16	 6	 0	 0	 0
Otu1006	 0	 1	 1	 0	 0	 1	 0	 1	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	37	 3	21	 1	 1	 0	17	 2	10	 0	 3	 1	80	37	66	 0	 1	 5	33	10	25	 3	 0	 0	52	 8	24	 0	 0	 4	44	 0	24	 0	 0	 0
Otu1007	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	45	28	77	 0	 3	 0	22	 5	38	 1	 1	 0	40	34	90	 0	 0	 0	22	23	43	 0	 0	 1	15	20	23	 0	 0	 4	 7	14	29	 0	 0	 3
Otu1009	35	22	48	 0	 0	 0	20	13	22	 0	 0	 0	74	27	 3	 0	 0	 0	45	11	 5	 0	 0	 1	39	 0	14	 1	 0	 0	25	 1	19	 0	 0	 0	 8	24	 7	 0	 1	 3	 0	 5	 2	 1	 0	 2	 3	19	 5	 2	 3	 1	 5	13	 3	 1	 1	 0	 0	10	 3	 0	 0	 0	 1	10	 2	 1	 1	 2
Otu101	 48	 37	 50	 19	  0	  0	 38	 14	 28	 22	  0	  1	112	 32	  0	  9	  1	  1	 62	 17	  4	 10	  0	  0	 65	  1	 13	  4	  2	  0	 22	  3	 20	  9	  1	  0	250	340	174	  3	 20	 16	 70	 94	 64	  0	  4	  4	193	486	156	 11	 41	 20	 88	201	 66	  4	  8	  4	 69	162	 46	  1	  9	  7	 49	135	 32	  0	  6	  7
Otu1010	19	27	49	 2	 0	 0	53	61	62	 1	 0	 0	56	26	 3	 3	 0	 0	97	45	 9	 1	 1	 1	31	 0	21	 0	 0	 0	47	 0	43	 1	 0	 0	 0	 9	 0	 1	 1	 0	 1	18	 1	 0	 3	 1	 0	 2	 0	 1	 1	 2	 0	12	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 3
Otu1011	  9	 22	 22	110	  0	  1	  2	 13	 11	149	  0	  0	 32	 17	  3	154	  1	  2	 14	 19	  5	 77	  1	  3	 21	  3	 12	 42	  0	  1	 17	  2	 19	 76	  1	  2	  8	  5	  1	  2	 27	 10	  2	  3	  2	  8	 14	 10	103	 12	  2	  2	 27	 17	 13	  7	  3	  8	 23	  1	146	 26	  1	  0	 11	  4	 17	 15	  1	  0	  9	  1
Otu1013	  0	  1	  0	  5	  0	  0	  0	 17	  7	 51	  0	  0	  1	  2	  0	  3	  0	  1	  0	  5	  0	  4	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  2	  0	  1	  0	  2	 37	  2	  1	 10	  2	  0	 15	  2	  0	224	  9	  1	 30	  1	  2	  2	  5	  0	  7	  2	  2	 36	  1	  0	 10	  0	  0	  1	  6	  0	  1	  1	  0	  1	  3
Otu1014	  0	  0	  1	  0	  0	  0	  1	 10	  6	  9	  0	  0	  0	  0	  0	  0	  0	  0	  1	  2	  1	  2	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  1	  0	  0	  1	  0	  2	  0	  0	 23	  2	  0	  0	  0	  0	194	  1	  0	  0	  0	  0	 51	  0	  0	  0	  0	  0	 34	  0	  0	  2	  0	  0	  4	  0	  0	  0	  0	  1	  4	  0
Otu1015	136	219	479	  1	  0	  1	108	158	233	  3	  1	  1	434	320	 54	  1	  5	  0	277	135	 34	  2	  0	  1	176	 13	101	  0	  0	  0	102	 10	 78	  0	  0	  1	 20	 51	  4	  1	  2	  0	 13	 26	 43	  3	  4	  0	  1	  2	  2	  2	  2	  0	  1	  0	  0	  0	  0	  0	  5	  0	  0	  0	  1	  1	  0	  0	  0	  0	  2	  2
Otu1016	  2	 16	  5	 53	  3	 12	  0	  6	  2	 67	  4	 12	  1	 17	  1	 41	 10	 48	  3	 14	  0	 18	  1	 37	  1	  4	  1	 14	 19	 25	  0	  0	  1	  8	  6	 17	 56	 50	 48	  8	 91	 57	 13	 18	 19	  6	 51	 37	 32	 85	 72	 15	134	 80	 21	 32	 18	  5	 52	 25	 25	 42	 13	  0	 30	 32	 18	 27	 20	  0	 34	 24
Otu1017	  0	  6	  1	 79	  2	  1	  0	 10	  1	120	  8	 10	  1	 14	  0	 57	 12	  9	  1	  5	  1	 64	 19	  7	  1	  2	  1	 10	 29	  5	  0	  1	  2	 32	 38	  4	  1	  0	  0	  1	  1	  0	  0	  1	  0	  1	  1	  2	  0	  2	  2	  0	  6	  0	  0	  0	  1	  1	  4	  0	  1	  1	  0	  0	  2	  0	  0	  2	  0	  0	  1	  0
Otu1018	  1	  0	  0	  1	  0	  0	  0	  0	  0	  2	  0	  1	  2	  0	  0	  0	  0	  1	  1	  0	  0	  0	  0	  1	  0	  0	  1	  1	  3	  0	  0	  0	  0	  0	  0	  1	  1	  1	  0	115	 60	 27	  1	  0	  1	 39	 15	 11	  1	  0	  2	150	 77	 46	  1	  1	  1	 79	 20	  4	  0	  1	  0	  5	 23	 14	  0	  2	  1	  9	 17	  0
Otu1019	 14	 74	109	 73	  1	  1	 28	 47	 61	 73	  0	  0	 95	106	  6	 83	  2	  2	 51	 55	  9	 30	  1	  1	 45	 11	 33	 19	  4	  1	 25	  1	 40	 20	  2	  1	  2	  0	  1	  0	  2	  0	  1	  0	  1	  0	  4	  0	  1	  0	  0	  2	  1	  1	  0	  0	  0	  2	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0
Otu102	 20	161	130	150	  5	 22	127	527	563	454	  4	 63	 49	288	 16	151	 11	 68	120	541	 77	170	 22	 96	 39	 11	 81	 41	 39	 14	111	 28	317	112	 30	 26	 20	132	 48	  4	 50	 68	106	411	410	 15	177	868	 21	105	 53	 10	 63	 83	 73	449	214	 26	169	 94	 10	 90	 10	  1	 22	 15	 15	176	108	  0	136	103
Otu1020	 21	130	121	  6	  0	  0	 16	 65	 95	  4	  0	  0	 72	130	 14	  1	  0	  1	 48	 76	  8	  0	  0	  1	 27	  9	 33	  0	  2	  0	 12	  3	 39	  0	  0	  0	  3	  0	  2	  0	  3	  1	  0	  1	  1	  1	  1	  1	  3	  1	  1	  1	  0	  5	  2	  0	  2	  0	  2	  1	  1	  0	  0	  0	  1	  0	  0	  0	  0	  1	  0	  0
Otu1021	  0	  4	  2	  1	  2	 34	  0	  3	  0	  5	  0	 20	  1	  4	  0	  3	  1	 82	  0	  3	  0	  0	  4	 62	  0	  0	  0	  1	  7	 38	  0	  0	  0	  2	  5	 35	  8	  5	  3	 33	  7	 73	  6	  4	  4	 12	  0	 33	  9	  5	  4	 24	 12	118	  1	  6	  1	 25	  4	 24	  4	 13	  1	  2	  4	 34	  3	  0	  1	  6	  2	 24
Otu1022	  0	  0	  0	  1	  0	  0	  0	  1	  1	  1	  0	  0	  0	  0	  1	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  1	  0	  1	  0	  1	  0	  0	  0	  0	  0	 90	 14	 36	  0	  0	  0	 20	 16	 18	  1	  0	  2	100	 36	 87	  0	  0	  0	 64	 12	 10	  0	  0	  0	  5	  7	 16	  0	  2	  0	 10	 12	 12
Otu1023	  3	  3	  2	 50	 13	 81	  3	  4	  1	102	 17	116	  0	  2	  0	 46	 24	180	  0	  4	  1	 35	 33	313	  0	  0	  0	  9	 43	 58	  1	  0	  1	 33	 59	102	  2	  1	  0	 70	 14	 77	  9	  1	  1	133	 12	242	  3	  1	  0	 58	 17	101	  7	  3	  2	146	 10	 78	  1	  2	  0	  1	  3	 23	  0	  1	  0	  7	  5	 59
Otu1024	 30	 50	120	 61	  0	  0	 24	 23	 95	 86	  0	  4	 96	 44	 13	 59	  3	  3	 47	 23	 16	 38	  2	  1	 54	  4	 39	  8	  3	  1	 40	  0	 43	 24	  1	  0	  8	  4	 12	  1	  4	  2	  3	  3	  7	  4	  5	  4	  5	 12	 12	  0	  1	  7	  3	  6	  9	  1	  1	  1	  2	  4	  0	  0	  0	  0	  0	  2	  2	  0	  1	  0
Otu1025	31	76	44	 7	 0	 0	29	48	38	11	 0	 0	52	64	 3	 8	 0	 0	73	42	 6	 1	 0	 0	31	 3	11	 1	 0	 0	22	 0	15	 2	 0	 0	 0	 0	 0	 0	 3	 0	 0	 2	 0	 0	 5	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu1026	 1	 2	 1	 2	 0	 0	 0	 7	 2	11	 2	 0	 1	 0	 0	 2	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	14	 2	 1	 5	 2	 5	33	 5	 1	37	 6	 0	 6	 0	 2	11	 2	 3	29	 4	 2	13	 2	 1	 2	 0	 0	 4	31	 0	 5	 3	 0	 4	 1
Otu1027	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 1	17	32	48	 0	 0	 0	 6	12	32	 1	 0	 0	14	63	85	 0	 0	 0	18	27	15	 0	 0	 0	 0	20	16	 0	 0	 0	 1	14	10
Otu1028	 7	27	32	13	 2	 0	23	51	38	19	 1	 1	31	29	 3	 3	 1	 2	25	26	 9	 4	 3	 1	 9	 1	 7	 1	 2	 1	 9	 2	12	 1	 5	 1	11	20	 5	 2	 4	 3	23	 6	 2	 0	27	 6	 2	 6	 3	 0	45	 3	 9	 7	 0	 0	11	 1	 2	 2	 0	 1	 2	 1	 7	 1	 2	 0	 3	 5
Otu1029	17	39	45	10	 0	 1	21	18	36	 9	 0	 1	70	14	 3	 6	 1	 3	30	16	 7	 9	 0	 3	28	 2	10	 0	 3	 0	15	 1	11	 2	 0	 1	63	78	44	 0	15	10	14	15	10	 2	 9	 2	18	87	32	 7	23	 8	 8	34	12	 5	 4	 1	 6	29	 7	 0	 6	 6	 4	18	 2	 0	 5	 2
Otu103	132	206	326	 49	  2	  4	271	596	391	201	  7	 54	268	197	 31	 37	 11	 27	285	154	 26	 37	 13	 53	 95	  9	 72	  8	 20	  9	 83	  8	 93	 24	 15	 17	  6	  5	  6	  2	  0	  3	  1	  9	  4	  0	 10	  2	  1	  1	  3	  1	  0	  8	  1	  2	  1	  0	  1	  5	  1	  1	  1	  1	  1	  2	  1	  1	  1	  0	  1	  0
Otu1030	  1	 12	  0	  4	  0	  3	  1	  3	  2	  7	  0	  1	  1	  4	  0	  6	  0	 16	  1	  3	  0	  1	  0	  2	  0	  0	  0	  0	  1	  3	  2	  0	  1	  3	  0	  1	  0	  0	  0	  0	  5	 14	  0	  0	  0	  0	  6	126	  0	  1	  1	  0	  4	 27	  0	  1	  0	  0	 19	 85	  0	  1	  1	  0	  1	  4	  1	  1	  0	  0	  1	 70
Otu1031	  0	  0	  2	  1	  0	  0	  0	  0	  0	  1	  0	  0	  2	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  1	102	 24	 62	  3	  1	  1	 25	  7	 21	  0	  1	  0	133	 28	123	  0	  0	  1	 49	 12	 14	  0	  3	  0	  2	  3	 36	  1	  0	  0	  2	  4	  4
Otu1032	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 17	 11	 80	  0	  0	  0	  6	  7	 39	  3	  0	  0	 18	 24	149	  0	  0	  0	 11	 14	 24	  0	  0	  0	  1	  5	 34	  0	  0	  1	  3	  5	 24
Otu1033	  3	 23	  1	146	 11	 48	  2	 22	  2	183	  9	 50	  3	 39	  0	155	 17	117	  2	 21	  0	 58	 31	118	  1	  3	  2	 39	 66	 44	  0	  1	  2	 64	 39	 30	 47	 51	 42	  4	  2	 14	 15	 10	 12	  1	  2	  7	 71	 37	 36	  7	  0	 12	 11	 25	 23	  2	  0	  7	 21	 44	 19	  2	  5	  8	  2	 27	 10	  1	 11	  3
Otu1034	 41	 27	234	  2	  0	  0	 28	 13	124	  5	  0	  0	119	 16	 11	  0	  0	  1	109	  7	 18	  3	  0	  1	 62	  1	 60	  0	  1	  0	 22	  0	 47	  0	  0	  0	  4	  7	  0	  0	  1	  0	  0	  2	  2	  0	  2	  1	  1	  0	  0	  0	  0	  4	  1	  0	  2	  3	  0	  0	  0	  0	  0	  0	  1	  1	  0	  0	  0	  0	  0	  0
Otu1035	  3	107	 45	 84	  0	  0	  7	 68	 34	 95	  0	  0	 23	158	  5	 81	  2	  1	  8	143	  3	 29	  2	  0	 19	 19	 30	 23	  7	  0	 11	  7	 33	 26	  1	  0	  1	  1	  0	  0	  9	  1	  1	  3	  1	  0	  5	  1	  0	  1	  0	  1	  8	  2	  0	  2	  0	  1	  3	  2	  0	  0	  0	  0	  2	  0	  1	  1	  0	  0	  2	  0
Otu1036	 7	57	19	46	 1	 1	 6	29	19	46	 0	 0	22	37	 0	33	 5	13	 8	28	 2	26	10	 1	12	 2	 8	 8	37	 3	10	 4	 7	21	20	 2	37	 6	16	 5	12	20	 6	 3	12	 1	 8	11	31	 4	22	 4	24	22	 9	 1	 5	 6	 9	 4	17	10	10	 1	 2	 9	 6	 1	 5	 0	 4	 2
Otu1037	 43	112	218	 40	  0	  2	 65	 84	137	 36	  0	  0	198	146	 18	 49	  0	  3	123	118	 12	 21	  2	  2	121	 11	 85	  6	  3	  0	 57	  8	101	 11	  1	  0	  9	 16	  4	  2	 35	  6	  2	  6	  0	  3	 11	  1	  3	  7	  4	  6	 27	 15	  8	  3	  4	  4	  3	  4	  2	  4	  1	  0	 13	  2	  0	  2	  1	  0	  4	  1
Otu1038	31	21	67	 1	 0	 0	24	14	33	 2	 0	 0	90	20	 4	 0	 1	 1	78	10	 3	 0	 0	 0	40	 0	25	 0	 0	 0	35	 2	15	 0	 0	 0	 0	 2	 0	 0	 1	 0	 1	 0	 0	 0	 5	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu1039	 2	 3	 2	42	 5	21	 1	 5	 0	56	10	20	 1	 7	 0	40	19	69	 0	 3	 0	35	21	43	 1	 0	 1	 5	43	27	 1	 0	 4	12	29	17	 1	 0	 0	 1	 6	 5	 0	 0	 3	 1	 1	 6	 0	 0	 1	 0	 9	11	 1	 2	 0	 1	 8	 2	 1	 1	 0	 0	 1	 6	 2	 1	 0	 0	 3	 0
Otu104	  9	 42	 20	 88	  3	  6	 44	121	 42	420	 18	 32	 20	 19	  1	101	  8	 26	 37	 65	  8	 81	 14	 28	 11	  3	  7	 12	 21	  3	 13	  5	 22	 60	 15	 16	  2	  6	  7	  4	 35	 14	152	 41	 54	264	265	113	  2	  5	  5	 16	 81	  7	 69	 75	 33	134	210	 32	  0	  4	  3	  0	 12	  5	  8	 18	  4	  8	 56	 22
Otu1040	  1	  2	  0	155	  0	  0	  2	  3	  2	171	  0	  0	  0	  1	  0	122	  0	  1	  0	  6	  0	 80	  2	  1	  0	  0	  0	 23	  1	  0	  0	  0	  1	 85	  4	  0	  0	  0	  0	  2	  4	 41	  3	  0	  0	  3	 11	 41	  0	  0	  0	  1	  3	 62	  2	  0	  0	 20	  9	 23	  0	  0	  0	  0	  0	 14	  3	  1	  0	  1	  9	 28
Otu1041	 0	 0	 1	 0	 0	 0	 1	 1	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	17	35	56	 0	 0	 1	 8	10	47	 0	 0	 1	14	55	76	 0	 0	 0	 7	23	21	 0	 0	 0	 1	18	18	 0	 0	 0	 0	11	11
Otu1043	 29	 57	248	  1	  0	  3	 16	 23	109	  0	  0	  2	 87	 37	 12	  0	  0	  2	 80	 33	 17	  1	  1	  0	 58	  1	 48	  1	  1	  0	 18	  1	 38	  0	  0	  0	  9	 14	  1	  0	  2	  2	  0	  5	  5	  0	  1	  2	  0	  5	  2	  1	  0	  6	  1	  5	  0	  0	  0	  0	  1	  0	  2	  0	  0	  1	  1	  1	  0	  0	  0	  0
Otu1044	 0	 9	 7	 0	 0	 0	 0	 4	 2	 0	 0	 0	 7	15	 1	 0	 0	 1	 4	 5	 0	 0	 0	 0	 3	 2	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	69	59	66	 0	 0	 0	31	20	33	 0	 0	 0	33	26	29	 1	 0	 1	10	 4	14	 1	 0	 0	 3	 8	 0	 0	 0	 2	 3	 3	 2	 0	 3	 1
Otu1045	 0	 3	 0	 1	 0	 0	 0	 5	 0	 1	 0	 0	 0	 2	 0	 8	 0	 0	 0	 1	 0	 3	 0	 0	 3	 0	 1	 1	 1	 0	 3	 0	 0	 3	 0	 0	 0	 2	 1	 0	 0	 1	 1	 1	 1	 0	 1	 1	18	29	11	 0	 3	 1	52	14	17	 0	 6	15	41	47	42	 0	 2	 0	53	78	68	 0	 4	 9
Otu1046	  1	  9	  2	103	  4	 26	  3	 28	  1	250	 20	 83	  2	  8	  0	 56	  6	 24	  3	 20	  0	 36	 22	 83	  0	  0	  3	  9	  9	 12	  3	  0	  4	 21	 14	 17	  1	  0	  1	  0	  0	  1	  4	  1	  1	  0	  6	  4	  0	  0	  0	  1	  1	  0	  3	  1	  3	  2	  3	  1	  0	  0	  0	  0	  0	  0	  5	  1	  0	  0	  2	  0
Otu1047	 1	 2	 9	 2	 1	 0	15	 3	45	 1	 0	 0	 1	 1	 0	 1	 0	 0	 9	 2	 3	 0	 0	 0	 4	 0	 5	 0	 0	 0	 7	 0	 4	 0	 0	 0	 3	 4	 3	 0	 7	 0	 3	 7	10	 0	23	 1	 1	 1	 4	 0	15	 1	 0	 8	 3	 1	12	 1	 1	 1	 1	 0	 2	 0	 1	 8	 8	 0	 3	 0
Otu1048	  0	  1	  0	  1	  0	  1	  0	  1	  0	  0	  0	  1	  0	  0	  0	  0	  0	  1	  0	  0	  0	  1	  1	  1	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  1	  3	  0	  0	  1	 18	 60	115	  0	  1	  0	  6	 21	 38	  3	  1	  1	 13	 94	163	  0	  0	  0	 11	 19	 19	  0	  1	  0	  2	 20	 33	  0	  0	  0	  0	 16	 21
Otu1049	   1	   1	   1	  10	   0	   3	   2	   6	   4	  68	   3	   5	   2	   0	   1	  18	   0	   2	   2	   3	   1	  24	   1	   6	   2	   0	   0	   2	   1	   0	   2	   0	  13	  10	   5	   2	   6	   6	  16	 301	  12	  47	  21	   9	  23	1488	  29	 687	   1	   0	   6	  34	   6	   8	   3	  12	  47	1129	  11	 100	   1	   6	   0	   3	   0	   3	   0	   3	  11	  42	   4	  35
Otu105	178	366	704	623	  9	 15	185	204	514	682	  6	  9	739	424	 89	679	 19	 80	382	256	 93	307	 18	 35	324	 39	269	155	 92	 22	188	 14	286	253	 25	 15	425	316	403	 36	110	156	157	 99	165	 17	 58	 61	564	440	617	 34	161	245	234	221	191	 33	 52	 22	459	293	197	  5	 38	 83	211	235	145	  6	 30	 54
Otu1050	  9	 24	 32	  0	  0	  0	  1	 21	 13	  1	  0	  0	 17	 22	  3	  0	  0	  0	  8	  5	  2	  0	  0	  0	  2	  0	  9	  0	  0	  0	  4	  0	  8	  0	  0	  0	 45	 29	  8	  0	  0	  2	118	 33	 18	  0	  1	  3	  8	 13	  5	  0	  0	  0	 59	 26	  5	  1	  0	  0	  0	  2	  0	  0	  0	  1	  6	  6	  1	  0	  0	  4
Otu1051	  1	 13	  1	 72	  2	  0	  0	  8	  0	127	  7	  1	  2	 18	  0	 69	  8	  7	  1	  9	  0	 62	 16	  8	  0	  1	  0	 19	 40	  4	  1	  0	  1	 34	 22	  4	  0	  0	  0	  0	  5	  0	  1	  1	  0	  0	  5	  0	  0	  0	  0	  0	  7	  0	  0	  1	  0	  0	  2	  0	  0	  3	  0	  0	  3	  0	  0	  1	  0	  0	  2	  0
Otu1052	10	48	42	69	 3	 3	 9	35	42	95	 3	 1	40	53	 2	82	15	20	27	44	 7	64	 6	13	24	 0	14	12	26	 3	13	 2	24	33	14	 7	 1	 4	 1	 0	27	 9	 1	 3	 0	 2	14	 1	 2	 5	 2	 3	42	10	 1	 6	 0	 3	16	 4	 0	 7	 0	 0	 5	 0	 1	 2	 1	 0	17	 0
Otu1053	  5	 61	 26	120	 12	  3	  5	 55	 16	125	 16	  3	 11	 69	  3	126	 22	 13	  7	 69	  7	 78	 29	  7	  4	  9	 11	 29	108	  5	  4	  3	 23	 67	 35	  2	  1	  1	  2	  0	 17	  2	  2	  1	  0	  1	 11	  5	  4	  3	  3	  1	  6	  1	  2	  0	  2	  0	  1	  1	  0	  2	  0	  0	  3	  1	  1	  3	  1	  0	  1	  1
Otu1054	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  1	  0	  1	  2	 69	 17	  0	  0	  0	  0	 27	  5	  0	  0	  2	  1	111	 18	  0	  0	  0	  0	 22	  1	  0	  1	  0	  0	 26	 16	  0	  0	  0	  0	 21	  4
Otu1055	 0	 2	 1	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	30	 8	20	 1	 1	 5	 9	 0	 7	 0	 3	 0	57	26	59	 4	 0	 0	32	 9	30	 0	 0	 0	64	 9	21	 0	 0	 1	43	 2	14	 0	 0	 1
Otu1056	  1	  0	  2	  2	  0	  0	  0	  0	  3	  5	  0	  0	  3	  1	  0	  1	  0	  3	  4	  1	  0	  2	  0	  3	  4	  1	  2	  1	  0	  1	  3	  0	  1	  0	  0	  3	 36	 18	 69	 91	  2	 81	  8	  3	 29	 34	  3	 19	 49	 22	 66	129	 11	114	 18	  5	 30	 59	  4	 25	 49	  5	 20	  6	  4	 33	 21	 11	 17	 11	  0	 28
Otu1058	 16	  8	 38	  0	  0	  0	 41	 13	 44	  2	  0	  0	121	 17	  0	  2	  0	  2	179	 16	  4	  0	  4	  2	 80	  0	 12	  0	  0	  0	 87	  1	 26	  0	  0	  0	  2	  0	  1	  0	  0	  1	  0	  2	  0	  1	  0	  2	  0	  1	  0	  0	  1	  0	  2	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
