# Constructed from biom file																																				
#OTU ID	HL1HFP1	HL1HFP2	HL1HFP3	HL1HFU1	HL1HFU2	HL1HFU3	HL2HFP1	HL2HFP2	HL2HFP3	HL2HFU1	HL2HFU2	HL2HFU3	HL3HFP1	HL3HFP2	HL3HFP3	HL3HFU1	HL3HFU2	HL3HFU3	SY1HFP1	SY1HFP2	SY1HFP3	SY1HFU1	SY1HFU2	SY1HFU3	SY2HFP1	SY2HFP2	SY2HFP3	SY2HFU1	SY2HFU2	SY2HFU3	SY3HFP1	SY3HFP2	SY3HFP3	SY3HFU1	SY3HFU2	SY3HFU3
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Humicola	0.371864205	0.548012071	0.04151153	0.215609401	0.224968626	0.446480337	0.168228054	0.472655599	0.070929691	0.243098672	0.346867135	0.623185547	0.173537886	0.536315142	0.043553118	0.251946788	0.257091194	0.442855099	0.03856213	0.035389486	0.010016362	0.005116347	0.010401344	0.008552455	0.003935921	0.034709717	0.006398543	0.003635328	0.014987977	0.018432673	0.00350172	0.009387382	0.004053156	0.003722795	0.018018894	0.015888892
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Taifanglania	1.01E-05	6.19E-05	3.67E-05	4.42E-05	5.46E-05	7.61E-05	6.89E-05	0.000142915	0.000155207	4.33E-05	2.21E-05	3.42E-05	2.92E-05	0	6.38E-05	5.41E-05	0	0	2.35E-05	0	2.53E-05	2.59E-05	0.004782689	0.000290063	2.35E-05	3.15E-05	2.58E-05	6.57E-05	0.007202933	0.000109897	0.000107195	0	0.000598007	0	0.005364849	7.43E-05
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Thielavia	1.01E-05	1.13E-05	1.38E-05	2.21E-05	0	8.45E-06	0	0.000166734	0	0	0	1.32E-05	8.77E-05	0	0	2.70E-05	0	0	0	7.32E-05	0.000597289	8.63E-06	8.04E-06	0.000101082	2.94E-05	0.000982944	0.000167873	0	1.63E-05	0.00015985	8.93E-06	0.000182871	0.022790698	0	1.94E-05	7.43E-05
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__unclassified_Chaetomiaceae	0.008640744	0.00172276	0.003525863	0.004064143	0.001254979	0.003296118	0.004236412	0.008896458	0.001552072	0.004285502	0.002870137	0.001985739	0.004972432	0.009027493	0.002614462	0.002487562	0.000893207	0.036761551	0.128956782	0.221138539	0.409009296	0.244247345	0.056934095	0.065435512	0.01811111	0.153708844	0.150633721	0.072969363	0.054843483	0.062624466	0.024726428	0.13422737	0.181993355	0.052119129	0.033763558	0.05377647
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;f__Lasiosphaeriaceae_unclassified	0.021773065	0.026826632	0.035212722	0.075771966	0.054564304	0.004377921	0.00319166	0.014767882	0.024833152	0.030276795	0.012628604	0.001207224	0.002500841	0.008617152	0.022637419	0.02809323	0.029366912	0.001239689	0.000216971	0.00078684	0.000123078	0.000172558	0.00021703	0.000145031	0.000152737	0.000283088	0.000626295	0.000109498	0.000272014	0.000246435	0.000107195	0.000426699	0.000199336	0	0.000136065	0.000125739
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Apodus	0.000483398	0.000349056	0.000151502	0.012474047	0.002455394	0.000152129	0.000206654	0.002822571	0.000155207	0.005565587	0.007263655	9.21E-05	0.000321746	0.01436192	0.000127535	0.005299589	0.001590345	0.000476804	0.000246291	0.000182986	5.43E-05	4.31E-05	8.04E-05	5.71E-05	4.11E-05	0.000204452	9.68E-05	4.38E-05	7.07E-05	5.00E-05	2.68E-05	0	0	0	1.94E-05	6.29E-05
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Cercophora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Cladorrhinum	0.000322266	0.006913558	0.001785886	0.001021558	0.011349375	0.000397224	0.00058552	0.001000405	0.009778054	0.003289881	0.012628604	0.001633304	0.000482618	0.001231022	0.001976789	0.007219338	0.021197333	0.007342774	0.000363572	7.32E-05	0.000166517	0.000176872	0.000329563	0.000303247	7.05E-05	0.000408905	0.000109763	0.000175197	0.003073759	0.000995731	0.000250123	0.000365742	0	0	0.000447071	0.000165747
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Podospora	0.120406457	0.067626758	0.110734142	0.131328135	0.094941889	0.01919355	0.307375261	0.157408951	0.247865901	0.065469859	0.035722171	0.006996115	0.32111675	0.088633566	0.418058921	0.05826844	0.030913686	0.012015448	0.010596376	0.005800655	0.0045032	0.004240615	0.006382278	0.003709287	0.003601074	0.006589656	0.003596356	0.001861463	0.006343369	0.004835455	0.004618339	0.010423651	0.002192691	0.001145475	0.003323874	0.004406596
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium	0.001681823	1.69E-05	1.38E-05	5.52E-06	0	8.45E-06	0.011756332	1.19E-05	0.000155207	2.47E-05	8.83E-05	2.10E-05	0.01026661	0	0.000701441	0	0	4.77E-05	2.35E-05	1.83E-05	2.53E-05	0	1.61E-05	0	5.87E-06	0	2.58E-05	0	6.53E-05	9.99E-06	0	0	0	0	0	1.71E-05
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Zopfiella	0	0	0	0	0	0	0	0	0	0	0	0	1.46E-05	0	0	0	0	0	0.000222835	0	1.81E-05	0	8.04E-06	0	3.52E-05	2.36E-05	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__unclassified_Lasiosphaeriaceae	0.004139098	0.00418867	0.00232303	0.006410964	0.001909751	0.000135225	0.000700328	0.002227092	0.00496663	0.001236797	0.000529872	8.15E-05	0.000804364	0.001231022	0.004591251	0.001351936	0.000544639	9.54E-05	0.000422213	0.000695347	3.62E-05	3.45E-05	3.22E-05	3.52E-05	5.87E-06	0.000471813	4.52E-05	2.19E-05	1.63E-05	4.00E-05	0	0	6.64E-05	0	0	5.72E-05
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariaceae;g__Neurospora	3.02E-05	5.63E-06	0.000105592	1.10E-05	0	3.38E-05	1.15E-05	1.19E-05	0	1.24E-05	0	7.63E-05	2.92E-05	0	0	0	0	4.77E-05	9.38E-05	0.000146389	0	0.00032786	7.23E-05	0	0	0.000503267	0.00023244	2.19E-05	1.63E-05	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_family_Incertae_sedis;g__Diplogelasinospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__unclassified_Sordariales;g__unclassified_Sordariales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;o__Sordariales_unclassified;o__Sordariales_unclassified	0.017644038	0.003231582	0.000500415	0.001060211	0.000163693	0.00037187	0.070997222	0.00171498	0.002328108	0.001447053	0.010663664	0.000520763	0.034090411	0.005744768	0.003252136	0.003677266	0.011197769	0.006389167	0.002234211	0.000292778	0.000220816	0.000159616	0.024677068	0.018858471	0.002508415	0.000314542	0.000238896	0.000350393	0.013753033	0.00525173	0.00199205	0.002804023	6.64E-05	0	0.006842126	0.002028977
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_order_Incertae_sedis;f__Annulatascaceae;g__Conlarium	0.000221558	0.000202678	0.000192821	0.000646066	0.003601244	0.000312709	0.000252577	0.000250101	0.000310414	0.001762436	0.020267585	0.006059793	0.000204747	0.000820681	0	0.000973394	0.009106357	0.004624994	0.00018765	9.15E-05	0.000108598	6.90E-05	0.000160763	7.03E-05	5.29E-05	0.000754901	0.00017433	0.000175197	0.001066295	0.001098967	0.000125061	0.003047851	0.002392027	0.000572738	0.000933017	0.002240448
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_order_Incertae_sedis;f__Glomerellaceae;f__Glomerellaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_order_Incertae_sedis;f__Glomerellaceae;g__Colletotrichum	0	0	0	0	0	0	0	0	0	0	0	1.84E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_order_Incertae_sedis;f__Magnaporthaceae;f__Magnaporthaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_order_Incertae_sedis;f__Magnaporthaceae;g__Magnaporthiopsis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_order_Incertae_sedis;f__Magnaporthaceae;g__Mycoleptodiscus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000138046	0	0	0	0	0	0	0	0	0	0	0	0	0	5.72E-06
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_order_Incertae_sedis;f__Plectosphaerellaceae;f__Plectosphaerellaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_order_Incertae_sedis;f__Plectosphaerellaceae;g__Lectera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_order_Incertae_sedis;f__Plectosphaerellaceae;g__Verticillium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_order_Incertae_sedis;f__Sordariomycetes_family_Incertae_sedis;g__Myrmecridium	0.001148071	0.000129488	0.000105592	0.004533507	0.000818465	3.38E-05	0.000103327	7.15E-05	0.000155207	0.002331363	0.000728573	2.10E-05	7.31E-05	0.000410341	6.38E-05	0.003487995	0.000261427	0	0.000140738	0.000109792	3.62E-05	1.73E-05	0	0.000355986	4.11E-05	0.00095149	1.94E-05	6.57E-05	5.44E-06	7.33E-05	0	0	0	0.000286369	0	6.86E-05
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_order_Incertae_sedis;f__Sordariomycetes_family_Incertae_sedis;g__Savoryella	0	0	0	1.66E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_order_Incertae_sedis;o__Sordariomycetes_order_Incertae_sedis_unclassified;o__Sordariomycetes_order_Incertae_sedis_unclassified	0	0	4.13E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Trichosphaeriales;f__Trichosphaeriales_family_Incertae_sedis;g__unclassified_Trichosphaeriales	0	0	4.59E-06	1.10E-05	0	2.54E-05	0.001205483	1.19E-05	0.000620829	6.18E-06	2.21E-05	7.89E-06	1.46E-05	0	0.000892743	0	0	0.000953607	1.76E-05	0	1.81E-05	4.31E-06	0	0	0	6.29E-05	0	0	5.44E-06	3.33E-06	0	0	0.000332226	0	0	0.000114309
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Amphisphaeriaceae;g__Seimatosporium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Hyponectriaceae;g__unclassified_Hyponectriaceae	0	0	9.18E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17E-05	0	0	0	0	0	0	7.86E-05	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Coniolariella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Xylaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__unclassified_Xylariaceae	0	0	0	0.000127004	0	0	0	1.19E-05	0.000155207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.72E-06
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales_family_Incertae_sedis;g__Microdochium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.59E-05	0	0	0	2.19E-05	5.44E-06	0.000249765	0	0	0	0	0	1.14E-05
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__unclassified_Xylariales;g__unclassified_Xylariales	0	0	0	0.00014357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;o__Xylariales_unclassified;o__Xylariales_unclassified	2.01E-05	2.81E-05	0.000179048	5.52E-06	5.46E-05	0.00053245	2.30E-05	2.38E-05	0	6.18E-06	0	7.89E-05	1.46E-05	0	6.38E-05	0	0	0.000381443	0.000123145	1.83E-05	1.09E-05	9.92E-05	6.43E-05	0.000175796	1.76E-05	0.000196589	6.46E-06	2.19E-05	0.000261134	0.000213133	8.93E-06	0	0	0	0.000349881	0.000388649
k__Fungi;p__Ascomycota;p__Ascomycota_unclassified;p__Ascomycota_unclassified;p__Ascomycota_unclassified;p__Ascomycota_unclassified	0.005538939	0.006969857	0.013699448	0.005544021	0.007693567	0.004099019	0.011044523	0.011766667	0.007294738	0.003908279	0.008720802	0.002025191	0.012679702	0.010668855	0.007397016	0.003866537	0.007494227	0.003480666	0.088271858	0.012754122	0.004448901	0.006863498	0.012169733	0.011448687	0.051654555	0.020563188	0.012106225	0.006635569	0.01254529	0.01345069	0.049327795	0.00798537	0.005315615	0.00257732	0.009971621	0.015248764
k__Fungi;p__Basidiomycota;c__Agaricomycetes;c__Agaricomycetes_unclassified;c__Agaricomycetes_unclassified;c__Agaricomycetes_unclassified	4.03E-05	0.004442017	0.000247912	0.000110439	5.46E-05	2.54E-05	0.000206654	0.000154825	0.000155207	4.95E-05	0.000198702	6.31E-05	0.000175498	0	6.38E-05	0.000270387	0.000108928	9.54E-05	0.000123145	0	1.09E-05	2.16E-05	0.000972614	0.000773501	7.05E-05	5.50E-05	4.52E-05	0	0.000353618	0.000885834	2.68E-05	6.10E-05	6.64E-05	0	3.89E-05	0.000114309
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;f__Agaricaceae_unclassified	0	0	4.59E-06	5.52E-06	0	0	0	0	0	0	2.21E-05	0	0	0	0	0	0	0	5.86E-06	0	0	0	0	0	1.17E-05	0	0	0	0	0	0.000133994	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Bovista	0	0	2.30E-05	0	0	0	0	0	0	6.18E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Calvatia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Chlorophyllum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Coprinus	0.040877368	0.000191418	5.97E-05	2.21E-05	5.46E-05	2.54E-05	0.012066313	0.000250101	0.000155207	2.47E-05	0	4.73E-05	0.000716615	0	6.38E-05	0	0.000413925	0	1.76E-05	5.49E-05	1.45E-05	8.63E-06	1.61E-05	8.79E-06	1.17E-05	2.36E-05	6.46E-06	2.19E-05	0	9.99E-06	0.000178659	0.000914355	0	0	0	5.72E-06
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Cyathus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Lycoperdon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricales_family_Incertae_sedis;g__Panaeolus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae;g__Bolbitius	0	1.13E-05	1.38E-05	1.10E-05	0	0	2.30E-05	1.19E-05	0	0	2.21E-05	2.63E-06	1.46E-05	0	0	0	0	0	5.86E-06	0	0	0	0.002186372	4.39E-06	0	3.93E-05	6.46E-06	0	5.44E-06	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae;g__Conocybe	0.000493469	0.000354686	0.000399414	0.000425189	0.000272822	0.000177483	0.015372781	0.000547841	0.000465622	0.009059539	0.000198702	6.05E-05	0.000892113	0.000410341	6.38E-05	0.00781419	0.000130713	4.77E-05	0.000580543	0.00012809	4.34E-05	7.33E-05	9.65E-05	0.000298852	0.000129239	0.000212316	8.39E-05	2.19E-05	6.53E-05	0.000119887	0.000205458	6.10E-05	0	0	0.000136065	0.000120024
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cyphellaceae;g__unclassified_Cyphellaceae	8.06E-05	0.000157638	0.000133138	0.000121483	5.46E-05	4.23E-05	0.000183693	0.000309649	0.000155207	4.95E-05	0.00011039	2.63E-05	0.000233997	0	6.38E-05	5.41E-05	0	0.009965193	8.80E-05	5.49E-05	1.45E-05	3.88E-05	2.41E-05	2.20E-05	5.87E-05	7.86E-05	1.94E-05	2.19E-05	4.35E-05	2.66E-05	5.36E-05	0	0	0	3.89E-05	1.71E-05
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;f__Entolomataceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Clitopilus	1.01E-05	0	0	5.52E-06	0	0	0	1.19E-05	0	0	0	0	0	0	0	0	0	0	0	0.001848158	0	0	0	0	0	0.000283088	1.29E-05	0	0	3.33E-06	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma	0	0	0	0	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	3.52E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hydnangiaceae;f__Hydnangiaceae_unclassified	0	0	4.59E-06	0	0	8.45E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.44E-06	0	0	0	0.000332226	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe	0	0	0	1.10E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	9.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Tubaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lyophyllaceae;g__Lyophyllum	0	0	1.38E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pleurotaceae;f__Pleurotaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pleurotaceae;g__Nematoctonus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pleurotaceae;g__Pleurotus	1.01E-05	5.63E-06	0	0	0	0	1.15E-05	1.19E-05	0	0	0	2.10E-05	0	0	0	0	0.00019607	0	1.17E-05	1.83E-05	0	0	0	4.39E-06	2.94E-05	0	0	0	5.44E-06	6.99E-05	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pluteaceae;g__Pluteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus	3.02E-05	0.000275867	5.97E-05	0.000127004	5.46E-05	8.45E-06	0.00013777	0.002227092	0	7.42E-05	0.00011039	0.000126246	4.39E-05	0	0.000573906	0	0	4.77E-05	2.93E-05	0	0	4.31E-05	0.000136648	1.32E-05	1.17E-05	7.86E-06	6.46E-06	8.76E-05	0	3.33E-06	0.000509179	0	0.000199336	0	0	5.72E-05
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis	1.01E-05	0.000304016	0	0	0	8.45E-06	0.000103327	0	0	0	0	2.63E-06	0	0	0	0	0	0	0.000580543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Parasola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Schizophyllaceae;g__Schizophyllum	5.04E-05	5.07E-05	6.43E-05	1.10E-05	0	0	6.89E-05	3.57E-05	0.000155207	3.71E-05	0.000353248	2.63E-06	1.46E-05	0	0	2.70E-05	0	0.000143041	5.28E-05	0	3.62E-06	8.63E-06	3.22E-05	8.79E-06	1.17E-05	3.93E-05	0	0	1.09E-05	3.33E-06	0	0	0	0	3.89E-05	5.72E-06
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;f__Strophariaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Gymnopilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Pholiota	0	0	1.38E-05	0	0	0	0	0	0	0	0	0	0	0	0.000127535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Psilocybe	2.01E-05	3.94E-05	5.51E-05	0.000104917	0	0.000228193	0.000126289	0.000416835	0	6.80E-05	0.000176624	8.94E-05	0.000146248	0	0.000191302	8.11E-05	0.000130713	0	4.69E-05	1.83E-05	1.45E-05	1.73E-05	4.82E-05	8.79E-06	2.35E-05	3.93E-05	1.29E-05	0	7.62E-05	3.33E-06	0.000160793	0	0.000465116	0	1.94E-05	5.72E-06
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Stropharia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Lepista	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.86E-06	0	0	0	8.04E-06	0	0	7.86E-06	0	0	0	0	0	0	0	0	0	5.72E-06
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Typhulaceae;g__Typhula	3.02E-05	2.81E-05	2.75E-05	2.76E-05	0	0	0	0	0	0	0	1.32E-05	0	0	0	0	0	0.000143041	0.000263883	0	0	0	0	0	0	0.00024377	0	0	0	0	0	0	0	0	1.94E-05	5.72E-06
