# Constructed from biom file																																				
#OTU ID	HL1HFP1	HL1HFP2	HL1HFP3	HL1HFU1	HL1HFU2	HL1HFU3	HL2HFP1	HL2HFP2	HL2HFP3	HL2HFU1	HL2HFU2	HL2HFU3	HL3HFP1	HL3HFP2	HL3HFP3	HL3HFU1	HL3HFU2	HL3HFU3	SY1HFP1	SY1HFP2	SY1HFP3	SY1HFU1	SY1HFU2	SY1HFU3	SY2HFP1	SY2HFP2	SY2HFP3	SY2HFU1	SY2HFU2	SY2HFU3	SY3HFP1	SY3HFP2	SY3HFP3	SY3HFU1	SY3HFU2	SY3HFU3
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Tetraplosphaeriaceae;f__Tetraplosphaeriaceae_unclassified	0	5.63E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17E-05	0	0	0	0	0.000118662	0	0	0	0	3.81E-05	0.000223124	0	0	0	0	0	8.00E-05
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Tetraplosphaeriaceae;g__Triplosphaeria	0.000231628	1.69E-05	2.75E-05	3.31E-05	5.46E-05	3.38E-05	3.44E-05	0.000107186	0	3.71E-05	0	2.89E-05	0.000146248	0	0	2.70E-05	0	0.000429123	0.015657069	0.016212556	0.006830819	0	0.000120572	0.000373566	0.003877176	0.003145421	0.004564854	0	1.09E-05	0.000279737	0.002653089	0.003840293	0.005448505	0	0	6.29E-05
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Tubeufiaceae;f__Tubeufiaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Tubeufiaceae;g__Tubeufia	0	0	0	5.52E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00034598	0	5.07E-05	0	0	0	0	4.72E-05	0	0	0	0	1.79E-05	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Venturiaceae;g__Venturia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unclassified_Pleosporales;g__unclassified_Pleosporales	4.03E-05	0.000168898	0.000573871	0.005118832	0.002619087	0.005763981	0.000688848	0.000357287	0.000465622	0.003574344	0.001435069	0.001141471	2.92E-05	0.000410341	0	0.003893576	0.00121999	0.000905927	0.002210755	0.001628575	3.62E-06	0.000146674	0.001020843	0.000184585	0	0.002555654	5.17E-05	0	0.000168649	0.000123218	8.93E-06	0	0.000199336	0	0.000563698	0.000234333
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;o__Pleosporales_unclassified;o__Pleosporales_unclassified	0.002598266	0.000669962	0.000858511	0.01913902	0.004910787	0.006304882	0.002801313	0.000500202	0.002328108	0.007414599	0.003333775	0.000833748	0.001725726	0.000820681	0.000956511	0.016385464	0.001111063	0.000762886	0.003307336	0.002561804	0.00055747	0.000267465	0.000554631	0.000228534	0.001456878	0.002311884	0.000303463	0.000197096	0.000353618	0.00016318	0.000616374	0.00286498	0.00192691	0	0.000136065	0.000285771
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Sympoventuriaceae;g__unclassified_Sympoventuriaceae	0	0	0	0	0	0	0	1.19E-05	0	0	0	0	0	0	0	0	0	0	2.93E-05	0	8.33E-05	0	0	0	6.46E-05	0.000157271	4.52E-05	0	0	0	0	0	0	0	0	5.72E-06
k__Fungi;p__Ascomycota;c__Eurotiomycetes;c__Eurotiomycetes_unclassified;c__Eurotiomycetes_unclassified;c__Eurotiomycetes_unclassified	0	0	9.18E-06	0	0	0	1.15E-05	1.19E-05	0	0	0	0	1.46E-05	0	0	0	0	0.000190721	5.86E-06	0	0	0.00014236	0.000490326	0.001630504	5.87E-06	0	6.46E-06	8.76E-05	0.000168649	0.000859192	0	0	0	0	0.000758076	0.000554397
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriaceae;g__Cyphellophora	0	0	5.05E-05	0	0	5.92E-05	0	0	0	0	8.83E-05	3.16E-05	0	0	0	0	0.000435711	0.000524484	2.35E-05	0	3.62E-06	0	6.43E-05	4.39E-06	0	0.000251634	0	0.000197096	0	8.33E-05	0	0	0	0	0.000447071	5.72E-06
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriales_family_Incertae_sedis;g__Coniosporium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011622	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;f__Herpotrichiellaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora	1.01E-05	0	3.67E-05	0.000138048	5.46E-05	0.000304257	2.30E-05	9.53E-05	0	0.000136048	0.000507794	0.000239341	0	0	0	0.000189271	0	0.000143041	0.000175922	3.66E-05	3.62E-06	2.59E-05	0.000176839	0.000250509	1.17E-05	0.000180862	0	0	3.81E-05	0.000139869	0	6.10E-05	0	0	0.000233254	8.00E-05
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala	3.02E-05	5.63E-05	0.000234139	0.002054159	0.001036722	0.001022642	1.15E-05	0.000131005	0	0.003339352	0.00381949	0.001154622	2.92E-05	0	0.000127535	0.004839931	0.002265696	0.000619845	0.000656776	0.000695347	3.62E-06	8.63E-06	8.04E-06	4.39E-06	2.35E-05	0.000503267	6.46E-06	0	1.09E-05	6.66E-06	1.79E-05	6.10E-05	0	0	0	5.14E-05
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;o__Chaetothyriales_unclassified;o__Chaetothyriales_unclassified	1.01E-05	0	1.38E-05	0	0	0	0	0	0	0	0	2.63E-06	0	0	0	0	0	0	1.17E-05	3.66E-05	0	0.000211384	0.00086008	0	0	0.000188725	6.46E-06	0.000350393	5.98E-05	5.66E-05	0	0	0	0	3.89E-05	5.72E-06
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Eurotiales_family_Incertae_sedis;g__Thermomyces	0	0	4.59E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Thermoascaceae;g__Thermoascus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;f__Trichocomaceae_unclassified	0.002739257	0.000208308	0.004921517	0.019078279	0.011185682	0.010015128	0.000367385	0.004382726	0.001241658	0.025985109	0.017551994	0.007230196	0.00255934	0.01436192	0.001721719	0.060783041	0.011306697	0.016592762	0.017715358	0.007868396	0.174770496	0.004033545	0.008415925	0.000711972	0.044199804	0.004608041	0.259060299	0.004511311	0.005706856	0.00163513	0.040234044	0.006095703	0.456478405	0.003436426	0.004451269	0.001897522
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus	0.000422974	0.000185788	0.001276289	0.000115961	0.000327386	0.000185935	0.000126289	0.000714575	0	8.04E-05	0.000375326	0.000263012	0.000307121	0.002872384	0.000446372	8.11E-05	0.001633916	0.000333762	0.000175922	0.005727461	0.001342996	0.064661829	0.003601084	0.002905022	7.05E-05	0.000259497	0.001149284	0.209491273	0.001501518	0.001015712	0.000107195	0.000182871	0.001528239	0.163802978	0.000933017	0.001097362
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Eurotium	5.04E-05	0	0	0	0	0	0	1.19E-05	0	0	0	0	0	0	6.38E-05	0	0	0	0	0	0	0	0	0	0	0	0	8.76E-05	0	0	0	0	0	0.000286369	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Paecilomyces	0.000704956	0.000292757	0.000394823	0.0036003	0.000218257	0.000735288	0.000562559	0.000357287	0.000155207	0.013066762	0.000551949	0.000355066	0.000643491	0.003282725	0.000828976	0.015952844	0.00019607	4.77E-05	0.000674368	0.000329375	0.000372853	0.001164767	0.003199177	0.019979168	0.000199733	0.000369587	0.0001937	0.001730066	0.004379427	0.017693368	0.00015186	0.000121914	0	0.000286369	0.002915679	0.019609636
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium	0.000332336	0.000135118	0.001308426	0.004467244	0.002291701	0.018956905	0.000160731	0.000369197	0.002638522	0.005435724	0.003179229	0.007122361	0.000526493	0.001641362	0.000637674	0.009490591	0.002134983	0.004338912	0.00495514	0.002305623	0.002606354	0.001622046	0.0011173	0.009409459	0.003589325	0.004466497	0.00657933	0.001905262	0.000614752	0.00787593	0.001759793	0.002499238	0.003853821	0.003722795	0.000524822	0.008773183
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Phialosimplex	4.03E-05	5.63E-05	0.000202003	0.000115961	0	0	0	0	0	3.09E-05	4.42E-05	7.63E-05	0	0	6.38E-05	0	0.000501067	4.77E-05	0.000768193	0.001665172	0	0	0	5.71E-05	5.87E-06	0.000165135	6.46E-06	0	0	3.33E-06	6.25E-05	0	0	0	1.94E-05	1.14E-05
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Rasamsonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces	0	0	0	1.10E-05	0.000163693	3.38E-05	0	0	0	0	0	5.26E-06	0	0.000410341	0	0	0	4.77E-05	0.000193514	0	5.79E-05	0	8.04E-06	0	0.000828306	0	0.005940121	0.000284694	0	0	0	0.000121914	0.000598007	0.000572738	1.94E-05	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__unclassified_Eurotiales;g__unclassified_Eurotiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;o__Eurotiales_unclassified;o__Eurotiales_unclassified	0	0	1.84E-05	0	0	0	0	0	0	0	0	3.42E-05	0	0	0	0	0	0	1.17E-05	9.15E-05	0	0	0	0	0	7.86E-05	0	0	0	0	0	0	0	0	0	2.29E-05
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiomycetes_order_Incertae_sedis;f__Eurotiomycetes_family_Incertae_sedis;g__Sarcinomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000223052	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Ajellomycetaceae;g__Spiromastix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Gymnoascaceae;g__Gymnascella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Gymnoascaceae;g__Gymnoascus	0	0	0	0	0	8.45E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Gymnoascaceae;g__unclassified_Gymnoascaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Chrysosporium	0	0	0	0.000364448	0	8.45E-06	1.15E-05	0	0	0.000488535	0	0	0	0	0	2.70E-05	0	0	0	0	2.17E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Uncinocarpus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__unclassified_Onygenaceae	0	0	2.30E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_family_Incertae_sedis;g__Arthropsis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_family_Incertae_sedis;g__Myceliophthora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__unclassified_Onygenales;g__unclassified_Onygenales	0	0	7.35E-05	0	0	1.69E-05	6.89E-05	0	0	0	0	0	0	0	0	0	2.18E-05	0	4.10E-05	0	0	0	0	4.39E-06	0	0.000306679	0	0	0	0	1.79E-05	0	0	0	0	6.29E-05
k__Fungi;p__Ascomycota;c__Leotiomycetes;c__Leotiomycetes_unclassified;c__Leotiomycetes_unclassified;c__Leotiomycetes_unclassified	1.01E-05	2.25E-05	0	0.00014357	0	0	2.30E-05	0	0	1.86E-05	0	0	0	0	0	0	0	0	0.000170058	1.83E-05	0	8.63E-06	8.04E-06	0	8.81E-05	0	0	0	0	0	0.000518112	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Dimorphospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Neobulgaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Tricladium	0	6.76E-05	5.05E-05	0	0	3.38E-05	0	0	0	0	0	0	0	0	0	0	0.000152499	0	0	0	0	0	0	0	0	0	0	0	0	3.33E-06	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_family_Incertae_sedis;g__Cadophora	0.000936584	0	0	0	0	0	0	0	0	0	0	1.32E-05	0.000248622	0	0	0	0	0	4.10E-05	0	0	0	8.04E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_family_Incertae_sedis;g__Cystodendron	0	0	1.84E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.86E-05	0	0	0	0	0	0	7.86E-05	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_family_Incertae_sedis;g__Glarea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_family_Incertae_sedis;g__Scytalidium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.33E-05	0	0	0	0	0	3.43E-05
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_family_Incertae_sedis;g__Tetracladium	0.000171204	0.000135118	0.000964103	6.07E-05	0.001036722	0.000109871	0.000229616	2.38E-05	0	2.47E-05	0.000176624	0.000163067	0.000131623	0	6.38E-05	0.000243348	0.000239641	4.77E-05	0.003090365	0.003055866	3.62E-06	2.59E-05	5.63E-05	1.32E-05	5.87E-06	0.002783697	2.58E-05	0	1.09E-05	9.99E-06	0.000214391	0.000426699	0	0	5.83E-05	0.000177178
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_family_Incertae_sedis;g__Xylogone	0	0	1.38E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59E-05	0	0	0	0	6.46E-06	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Cistella	0.001691894	0.003473669	0.014939009	0.004384415	0.000163693	5.92E-05	0.002215793	0.000202463	0.005121838	0.002442674	0.000176624	0.000181478	0.004665311	0	0.000191302	0.001514168	0.000152499	0.000333762	0.000123145	0.000365972	2.53E-05	1.29E-05	4.82E-05	2.20E-05	1.76E-05	0.000212316	9.68E-05	6.57E-05	3.81E-05	3.00E-05	1.79E-05	0.000182871	0	0	0	1.14E-05
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Rutstroemiaceae;g__Poculum	0	3.38E-05	0.000468279	2.76E-05	0.000163693	0	0	0	0	0	0.002450656	7.63E-05	0	0	0	0	0	0	0.001020348	0.000988124	0	0	0	0	0	0.000998671	1.94E-05	0	0	0	0	0	0	0	0	0.000108593
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Botrytis	0	1.13E-05	0	0	0	0	1.15E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;o__Helotiales_unclassified;o__Helotiales_unclassified	0	1.13E-05	0.000133138	5.52E-05	0	8.45E-06	0	2.38E-05	0	0.000129864	6.62E-05	5.26E-05	0	0	0	0	0	0	0.000387029	0	0	0	0	8.79E-06	5.87E-06	0.000613357	1.29E-05	0	5.44E-06	0	8.93E-06	0	0	0	0	1.14E-05
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Thelebolaceae;g__Antarctomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Thelebolaceae;g__Pezizella	0	5.63E-06	1.84E-05	0	0	0	0	1.19E-05	0	2.47E-05	0	3.16E-05	0	0	0	0	0	0	0.000134874	0	0	0	0	0	5.87E-06	6.29E-05	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;f__Orbiliaceae_unclassified	6.04E-05	5.63E-05	0.000105592	1.66E-05	0	7.61E-05	6.89E-05	0.000131005	0	3.09E-05	6.62E-05	1.05E-05	2.92E-05	0.000410341	0.000637674	0.000108155	0	0.000190721	5.86E-05	1.83E-05	0.000307695	0.003390766	0.018736888	0.004131196	5.87E-05	6.29E-05	0.001330071	0.000656987	0.001621204	0.000339681	4.47E-05	0	0.00013289	0	0.014461766	0.000702998
k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Arthrobotrys	0.000684814	0.000202678	0.000270867	0.001750453	0.001855186	0.002180509	0.000298501	0.001381512	0.000465622	0.001045094	0.000176624	0.000326135	0.000424119	0.004103406	0.000191302	0.000189271	0.000871422	0.006341487	0.017469067	0.00430017	0.079037676	5.61E-05	0.001270025	0.001538211	0.001674235	0.00347569	0.034717425	2.19E-05	0.000413461	0.00033302	0.002599491	0.004937519	0.008571429	0	0.00054426	0.000148601
k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Dactylellina	4.03E-05	0	0	0	0	0	0	0	0	0	0.000176624	0	0	0	0	0	0.001154634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__unclassified_Orbiliaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Ascobolaceae;f__Ascobolaceae_unclassified	0.003252868	0.000951459	0.00550457	0.000872465	0.000709336	0.000557805	0.001492503	0.002072267	0.001862486	0.000476167	0.000927275	0.000260382	0.001754976	0.001641362	0.001084045	0.00043262	0.000544639	0.000381443	0.044801501	0.1238632	0.000847065	0.000220012	0.018704735	0.000364776	0.030476951	0.056916387	0.001995106	0.000218996	0.002633096	0.001418666	0.030747242	0.07314843	0.000598007	0	0.019301792	0.00366359
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Ascobolaceae;g__Ascobolus	0	5.63E-06	1.84E-05	0	0	0	1.15E-05	0	0	0	0.000353248	5.26E-06	1.46E-05	0.000410341	0	0	0	0	0	0	3.62E-06	0	8.04E-06	8.79E-06	5.87E-06	0	0	0	1.09E-05	0	8.93E-06	0	0	0	0	1.71E-05
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Ascobolaceae;g__unclassified_Ascobolaceae	0	0	0	5.52E-06	0	0	0	0.00029774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.87E-06	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;f__Pezizaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Peziza	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18E-05	4.77E-05	0	1.83E-05	0	0	0.000313487	0	0	0	0	0	0	3.33E-06	8.93E-06	0	0	0	0	5.72E-06
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__unclassified_Pezizaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizales_family_Incertae_sedis;g__Cephaliophora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;f__Pyronemataceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Cheilymenia	1.01E-05	0.000140748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43E-05
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Geopora	0	0	0	0	0	0	4.59E-05	0	0	0	0	2.63E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pseudaleuria	0	0	9.18E-06	0	0	0	1.15E-05	0.000166734	0	0	0	0	0	0	0	0	0	0	1.17E-05	3.66E-05	0	0	0	0	0	0	0	0	5.44E-06	3.33E-06	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Scutellinia	0	0	4.59E-06	5.52E-06	5.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.69E-05	0.000201285	0	0	0	4.39E-06	0	0.000283088	0	0	0	0	0	0	0	0	0	1.14E-05
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__unclassified_Pyronemataceae	4.03E-05	1.69E-05	3.21E-05	2.76E-05	0	0	0	0	0	6.18E-06	0	0	0	0	0	0	0	0	1.76E-05	0	0	0	0.000337602	0	1.17E-05	0	0	0	0.000272014	0.001485271	0	6.10E-05	0	0	0.000136065	0.000268625
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Sarcoscyphaceae;g__Pithya	0	0	0.000679463	0	0	0	0	0	0	0	0	0	1.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000149407	0	0	0	0	8.93E-06	0	0	0	0	5.72E-06
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;o__Pezizales_unclassified;o__Pezizales_unclassified	0	0	0	0	0	0	0	0	0	0	2.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__unclassified_Pezizomycetes;f__unclassified_Pezizomycetes;g__unclassified_Pezizomycetes	0	0	0	9.39E-05	0	8.45E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.46E-06	0	5.44E-06	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Meyerozyma	6.04E-05	3.38E-05	2.75E-05	2.76E-05	0	1.69E-05	0	4.76E-05	0	1.24E-05	4.42E-05	0.000255121	4.39E-05	0	6.38E-05	2.70E-05	2.18E-05	0	7.62E-05	7.32E-05	3.62E-06	8.63E-06	8.04E-06	4.39E-06	5.29E-05	3.93E-05	1.94E-05	0	1.09E-05	9.99E-06	8.93E-06	0	0.000199336	0	1.94E-05	5.72E-06
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Torulaspora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Vanderwaltozyma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
