Otu	HL1CKP1	HL1CKP2	HL1CKP3	HL1CKU1	HL1CKU2	HL1CKU3	HL1SP1	HL1SP2	HL1SP3	HL1SU1	HL1SU2	HL1SU3	HL2CKP1	HL2CKP2	HL2CKP3	HL2CKU1	HL2CKU2	HL2CKU3	HL2SP1	HL2SP2	HL2SP3	HL2SU1	HL2SU2	HL2SU3	HL3CKP1	HL3CKP2	HL3CKP3	HL3CKU1	HL3CKU2	HL3CKU3	HL3SP1	HL3SP2	HL3SP3	HL3SU1	HL3SU2	HL3SU3	SY1CKP1	SY1CKP2	SY1CKP3	SY1CKU1	SY1CKU2	SY1CKU3	SY1SP1	SY1SP2	SY1SP3	SY1SU1	SY1SU2	SY1SU3	SY2CKP1	SY2CKP2	SY2CKP3	SY2CKU1	SY2CKU2	SY2CKU3	SY2SP1	SY2SP2	SY2SP3	SY2SU1	SY2SU2	SY2SU3	SY3CKP1	SY3CKP2	SY3CKP3	SY3CKU1	SY3CKU2	SY3CKU3	SY3SP1	SY3SP2	SY3SP3	SY3SU1	SY3SU2	SY3SU3
Otu1	 1099	 4392	 1070	 9048	 1631	14251	 6849	24678	 3647	 8942	 1789	13225	 1381	 2546	  438	 4921	 4182	27551	 4597	16974	  752	 6761	 4674	42874	 1176	  535	  537	 2607	10495	12288	 4643	 6007	 1411	 4775	 6308	12934	  233	  233	  228	  194	  429	 1570	  805	  583	  865	  656	  520	  791	  129	  383	  158	  258	  587	  455	  490	 1117	  478	  496	  853	 1182	  142	  306	   99	   11	  358	  598	  137	  436	  290	   34	  538	  818
Otu10	  175	  142	  116	  743	  151	  111	  158	   65	  296	  499	  122	   98	  212	  224	   34	  698	  371	  286	   95	  281	   42	  428	  151	  161	  177	   42	   96	  271	  989	  317	  346	   56	   71	  228	  350	  103	 1502	 2686	 7963	   99	   90	  833	  851	  686	 8862	   40	   50	  135	  604	 2754	 4831	   94	  119	  978	32992	 1326	11404	   68	   59	  169	  864	 1815	 1880	    8	   38	  678	 3204	  794	14484	    2	   30	  109
Otu100	  53	 175	  42	 974	  39	 588	  42	  67	  72	 663	  53	 279	  64	 309	  38	 424	 156	1253	  44	  67	  25	 286	  70	 747	  48	 139	  45	 267	 313	 597	  56	  12	  41	 139	 164	 202	  16	  20	  14	  18	  48	 118	  37	  17	  21	  21	  27	  50	   9	  28	   6	  23	  63	  39	  24	  36	  16	  13	  28	  32	  10	  42	   8	   0	  36	  55	  10	  16	  14	   0	  10	  31
Otu1000	  0	 37	  1	 21	  0	 21	  0	  0	  0	  6	  4	  1	  1	  0	  0	  7	 13	287	  0	  2	  6	  5	  6	 24	  0	  0	  1	  6	 25	 15	  0	  3	  6	  3	  9	 13	  0	  0	  0	  0	  0	  2	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  1	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  1	  0
Otu1001	  0	  0	  4	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  5	271	  0	  0	  0	  0	  2	 33	  2	  0	  0	  0	  2	161	  2	  1	  0	  0	  0	 47	  0	  0	  0	  0	  0	 14	  0	  0	  0	  0	  0	  3	  0	  0
Otu1002	  0	  0	  1	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 25	149	  9	  0	  0	  1	  0	  5	  1	  0	  0	  2	 20	471	  7	  0	  0	  2	 30	166	  1	  0	  0	  3	 10	 90	  3	  2	  1	  7	  7	 11	  0	  0	  0	  9
Otu1003	  9	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	217	263	 40	  0	  0	  0	  2	 26	  0	  0	  0	  0	 14	111	 16	  0	  0	  0	 14	 33	  2	  0	  0	  0	 14	 33	  1	  0	  0	  1	  7	 13	  0	  0	  0	  0
Otu1004	0	5	0	1	1	1	0	0	1	0	0	0	1	4	0	0	4	0	0	3	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	1	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1005	  1	  3	  0	  0	  0	  0	  2	  3	 11	  5	  0	  1	  5	  0	  0	  0	  0	  0	  2	  7	  1	  4	  2	  6	  0	  0	  0	  0	  0	  1	  4	  2	  4	  0	  1	  0	  4	  8	 33	  1	  0	  0	  6	  0	  4	  1	  2	  0	  1	 66	  3	  0	  2	  1	  3	  4	  2	  3	  6	  3	  0	 94	  2	  0	  1	  0	  1	240	  3	  0	  1	  4
Otu1006	 3	11	15	22	 0	 3	 5	12	15	11	 1	 4	13	11	 4	20	 3	 5	13	 7	 4	 8	 1	15	11	 2	 5	13	 2	 2	 3	 2	 4	 5	 3	 2	 7	 5	 8	 5	 6	 5	 8	 4	 1	 3	 3	 6	 5	 4	 1	 2	13	 6	 4	 6	 2	 3	 4	 4	 5	 6	 1	 0	 4	 3	 4	 3	 2	 2	 0	 2
Otu1007	  0	 57	  2	  0	  0	195	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 20	  0	  1	  0	  0	  0	  0	  1	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0
Otu1008	  2	367	 19	 87	  0	 13	  1	  6	  1	  9	  1	  4	  1	 90	  1	 22	  8	 56	  1	  3	  0	  4	  6	 18	  0	  5	 15	 11	 66	  8	  0	 12	  5	  1	  1	  4	  0	  0	  1	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  1	  1	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
Otu1009	  0	  0	  0	  0	  0	  1	  0	  0	  1	  0	  0	  0	  0	  2	  0	  0	  0	  3	  2	  1	  1	  0	  0	  2	  0	  0	  0	  0	  1	  0	  0	  0	  1	  0	  0	  0	  0	  0	  1	  0	221	 14	  0	  0	  0	  0	111	  7	  1	  4	  0	  2	238	 10	  0	  0	  0	  0	 52	  2	  0	  0	  1	  0	122	  4	  0	  0	  1	  0	 39	  1
Otu101	   0	   0	   0	   0	   0	   0	  10	   1	   1	   5	   0	   3	   0	   0	   0	   0	   0	   0	   2	   0	   0	   3	   0	   3	   0	   0	   0	   0	   0	   0	   2	   1	   2	   0	   2	   0	   0	   0	  10	   0	   0	   0	5306	   0	   1	   2	   2	   0	   0	   0	   0	   0	   0	   0	   5	   2	   3	   1	   2	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   1	   1
Otu1010	11	37	46	30	 3	12	 4	11	16	 6	 2	 1	35	36	16	16	 5	16	 8	 8	 2	 4	 8	 6	17	 2	16	10	16	19	11	 4	 9	 2	 5	 3	37	28	53	10	 6	19	15	 2	 2	 1	 2	 2	 6	26	24	 9	10	16	 3	 8	10	 0	 5	 3	19	18	10	 0	 3	24	 2	 7	 3	 0	 0	 2
Otu1011	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	56	22	48	 0	 0	 0	 2	25	 3	 0	 0	 0	14	14	40	 0	 0	 1	 8	17	12	 0	 0	 0	24	23	27	 0	 0	 1	 0	14	15	 0	 0	 0
Otu1012	  2	 12	  0	211	  0	  0	  0	  2	  0	 54	  0	  0	  0	 40	  0	188	  0	  1	  0	  6	  0	 32	  0	  0	  0	 21	  0	 48	  2	  0	  0	  2	  0	 15	  3	  0	  0	  1	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  1	  0	  3	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0
Otu1013	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	229	  1	  0	  0	  0	  0	 87	  0	  4	  1	  1	  1	198	  0	  0	  1	  0	  0	106	  0	  0	  0	  0	  0	 81	  0	  0	  0	  0	  0	 38	  0
Otu1014	   8	   0	   0	   1	   0	   0	   6	   0	   1	   3	   0	   0	   1	   0	   0	   0	   0	   0	   9	   1	   0	   0	   2	   0	   2	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   3	 590	   0	   0	   0	   0	 205	 558	   0	   0	   0	   0	   0	 114	   0	   0	   0	   1	 122	 351	   1	   0	   0	   0	   0	  33	   2	   0	   0	   4	  83	1083	   0	   0	   0	   3
Otu1015	  0	  0	  0	  0	  0	  0	  4	  7	 15	  5	  1	  2	  0	  0	  0	  0	  0	  0	 11	 10	  4	  2	  2	  9	  0	  0	  0	  0	  0	  0	  8	  0	  8	  2	  6	  4	  0	  0	  0	  0	  0	  0	  7	  9	  2	  0	  8	  9	  0	  0	  0	  0	  0	  0	 12	 20	  4	  3	  6	  1	  0	  0	  0	  0	  0	  0	  1	  7	  1	  0	173	  8
Otu1016	 2	10	 5	 9	 1	 7	 1	 1	 7	 4	 1	 0	 6	 5	 2	 6	 2	20	 5	 1	 1	 1	 4	 4	 8	 2	 6	 2	 8	 6	 4	 0	 1	 1	 2	 6	 4	 5	 2	 3	 3	 5	 3	 4	 1	 0	 1	 0	 0	 0	 0	 2	 3	 7	 1	 4	 2	 1	 5	 1	 4	 2	 0	 3	 1	 2	 2	 1	 0	 0	 1	 2
Otu1017	  2	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  1	  0	  2	  6	122	  1	  0	  0	  4	  1	  7	  0	  0	  0	  0	  9	449	  5	  0	  0	  0	  0	 91	  0	  0	  0	  0	  0	 10	 11	  0	  0	  0	  0	 13	  0	  0
Otu1018	  1	 10	  2	 48	  9	 94	  0	  2	  0	106	 18	349	  1	  5	  0	 18	 17	258	  0	  2	  1	 57	 36	394	  0	  3	  0	 11	 42	141	  0	  3	  0	 18	 58	 93	 30	 11	 33	  0	  3	  0	  2	  0	 31	  0	  0	  0	  9	 15	  1	  0	  1	  2	  3	  3	 57	  3	  0	  6	  1	  0	  1	  0	  1	  1	  1	  5	 42	  0	  0	  1
Otu1019	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  1	  0	  0	  0	  0	  4	 25	 56	  0	  0	  0	 10	 15	  2	  0	  0	  0	  0	  0	  6	  0	  0	  0	  0	144	104	  0	  0	  1	  0	  0	  4	  0	  0	  0	  0	  0	  1	  0	  0	  2
Otu102	  19	  26	  22	  44	   0	  20	  21	  23	  31	  21	   6	  24	  29	  26	  10	  23	  12	  34	  21	  15	   7	  15	   4	  44	  14	   0	  11	  17	  24	  27	  21	   8	  24	  11	  15	  16	   8	   5	   6	   7	 144	1251	  23	   8	   5	   8	 513	 856	   4	  10	   1	  13	 338	1229	  10	  19	   8	  15	 242	 233	   2	   9	   7	   2	 125	1670	   4	   9	   7	   0	  69	  92
Otu1020	  3	  0	  0	  1	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  1	  0	  0	  0	  0	  1	  1	  0	  0	  0	  0	  0	105	 23	 60	  0	  0	  0	 19	 28	 10	  0	  0	  0	 16	 88	 69	  0	  0	  0	 20	 33	 17	  0	  0	  0	 49	 42	 46	  0	  0	  1	  4	 26	 14	  0	  0	  0
Otu1021	 36	 91	  0	 10	 25	 76	 11	 25	  7	  7	  6	 12	 64	135	  8	  8	 18	110	 14	 12	  0	  2	 12	 24	 40	 69	  7	  4	 63	 17	 14	 10	  1	  1	 46	 16	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
Otu1022	 7	16	13	27	 1	 6	 6	 5	13	 4	 0	 4	10	16	 7	14	 6	16	 7	 5	 3	 7	 6	 3	 9	 4	 9	 3	 5	 9	 1	 2	 3	 4	 8	 8	 5	 8	 8	 3	 9	15	 7	 3	 3	 1	 2	 8	12	 7	 4	 4	17	17	 0	 2	 2	 1	 8	 2	 8	 7	 1	 1	16	18	 1	 4	 0	 0	 8	 2
Otu1023	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  4	  0	  0	  0	  0	  0	  0	 14	  0	408	  0	  0	  0	  0	 10	 11	  0	  0	  0	  0	 12	 37	  0	  0	  0	  0	  1	 11	  0	  0	  0	  1	  0	  5	  0	  0	  0	  0	  0	  9	  0	  0	  0
Otu1024	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	92	23	78	 0	 0	 1	21	12	 2	 0	 0	 0	10	29	 4	 0	 1	 0	12	25	 3	 0	 0	 1	10	15	 3	 0	 0	 0	 5	 3	 2	 0	 0	 0
Otu1025	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	38	16	96	 0	 0	 0	 0	 1	 3	 0	 0	 0	36	12	73	 0	 0	 0	 6	 6	 7	 0	 0	 0	50	 2	15	 0	 0	 2	 2	 3	 4	 0	 0	 0
Otu1026	15	23	36	26	 2	 8	 0	 0	 2	 0	 0	 1	50	22	 8	14	 2	11	 0	 0	 0	 0	 0	 1	23	 9	27	 4	10	 5	 0	 0	 0	 0	 1	 0	15	17	54	 1	 6	11	 0	 0	 0	 2	 0	 0	 6	21	18	 2	10	 5	 0	 1	 1	 0	 0	 0	13	 9	 8	 0	 2	18	 0	 0	 0	 0	 0	 1
Otu1027	  1	  0	  0	  6	  9	  1	  2	  0	  0	  2	  4	  1	  0	  3	  0	  1	 24	  0	  0	  0	  0	  0	 11	  2	  0	  9	  0	  1	 78	  0	  0	  0	  1	  0	288	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  1	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0
Otu1028	 19	 81	  2	 10	 24	 69	 11	 31	  9	  2	  3	  8	 40	177	 15	 19	 19	 73	 28	 29	  2	  5	  8	 22	 33	 71	 12	  5	 67	 14	 13	 11	  1	  0	 28	  3	  3	  2	  4	  0	  0	  2	  1	  2	  0	  0	  0	  1	  0	  3	  1	  0	  2	  0	  1	  1	  0	  0	  0	  0	  3	  4	  1	  0	  2	  8	  0	  2	  0	  0	  0	  2
Otu1029	 8	 4	 6	12	 0	 4	12	 8	15	14	 0	 3	 5	 9	 0	 2	 2	 6	 9	10	 6	11	 1	 9	 5	 0	 2	 1	 3	 5	 9	 5	 8	 4	 3	 3	16	17	 8	 2	 2	 9	 7	10	 4	 1	 1	 2	 2	13	 5	 2	10	 7	 7	12	11	 6	10	 4	 6	 5	 1	 0	 1	 9	 3	 9	 4	 0	 2	 2
Otu103	  70	 144	2105	 873	  12	  34	 116	 188	 815	 477	  13	  39	  75	 406	 133	 447	  17	  48	 109	 347	 349	 239	  19	  75	 153	1041	 277	 252	  58	  51	 109	 136	1045	 107	  31	  42	   9	  21	  21	  17	  18	  76	  16	  11	  32	  37	  32	  40	  10	  30	  22	  15	  35	  10	  21	  42	  12	  20	  38	  42	  19	  13	   4	   1	  26	  29	   5	  18	  10	   1	  20	  28
Otu1030	  0	  0	  1	  0	  0	  0	  2	  2	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  1	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  1	  0	  0	119	  0	  0	  0	  0	  0	  1	  0	  0	  1	  0	  0	 10	  0	  0	  0	  0	  0	505	  0	  0	  1	  1	  0	  0	  0	  0	  0	  0	  1	  5	  0	  0	  0
Otu1031	  0	  0	  2	  1	  0	  0	  0	  0	  2	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  2	  0	  0	  1	  1	  3	  2	  3	  0	  0	  0	  2	 31	  5	145	  0	  1	  0	  7	  6	 12	  0	  0	  0	  5	  2	 69	  2	  0	  0	  6	  2	 36	  0	  1	  0	  4	  3	 55	  0	  0	  2	  0	  1	 14	  0	  1	  1
Otu1032	  1	  0	  2	  2	  0	  0	  0	  0	  1	  0	  0	  0	  1	  0	  0	  5	  0	  0	  1	  3	  0	  0	  0	  0	  2	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  1	 12	 34	164	  0	  1	  0	  5	  7	 12	  0	  2	  0	  1	 38	 37	  0	  1	  0	  2	 26	 28	  1	  0	  0	  2	  4	 15	  0	  0	  0	 10	 26	 15	  0	  0	  1
Otu1033	   3	   4	   1	  82	  68	 586	  10	  18	  41	  88	  71	 588	   2	  11	   3	  42	 204	1271	   0	  11	   0	  88	 232	1798	   0	   4	  10	  20	 362	 413	   2	   0	   8	  49	 258	 598	   0	   0	   0	   2	   2	   2	   0	   4	   9	   0	   1	   3	   0	   0	   1	   0	   1	   9	   2	   3	   4	   2	   4	  18	   0	   4	   1	   0	   0	   2	   1	   7	   0	   0	   0	   2
Otu1035	  5	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	 50	  9	156	  0	  0	  0	  6	  3	  3	  0	  0	  0	 11	148	 21	  0	  0	  0	 17	  0	 23	  0	  0	  0	 47	  2	 69	  0	  0	  0	 10	 12	  2	  0	  0	  0
Otu1036	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  1	  3	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	134
Otu1037	 0	 0	 0	 0	 0	 0	 7	 5	22	 8	 0	 7	 0	 0	 0	 0	 0	 0	12	 7	 1	 6	 2	12	 0	 0	 0	 0	 0	 0	 4	66	 5	 5	 8	 1	 0	 0	 0	 0	 0	 0	 4	 1	 4	 2	 1	 2	 0	 0	 0	 0	 0	 0	 7	 8	 3	 3	 4	 4	 0	 0	 0	 0	 0	 0	 5	 6	 0	 0	 1	 4
Otu1038	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  1	  0	  0	  2	  0	  0	  1	  0	  0	  0	  0	  0	 12	  4	  0	  0	  4	  0	 78	  0	  0	  0	  2	  0	  0	  0	284	  0	  0	  0	137	  0	  2	  0	  0	  0	  1	  2	 56	  0	  0	  0	 27	  1	  0	  0	  0	  0
Otu1039	  4	  6	  8	 16	  0	  3	  1	  1	  1	  3	  2	  0	  1	  8	  3	  7	  1	  2	  2	  0	  2	  3	  2	  2	  2	  3	  2	  1	  1	  1	  2	  2	  1	  0	  1	  0	193	169	 30	  0	  0	  3	  6	 15	  0	  0	  0	  0	 11	127	 11	  3	  6	  2	  6	 21	  0	  0	  1	  1	 17	 26	  0	  0	  3	  2	  1	 14	  4	  0	  1	  1
Otu104	   2	   3	   1	   1	   1	   1	   7	   1	   1	   3	   1	   0	   1	  12	   0	   0	   1	   1	   0	   7	   0	   1	   0	   0	   0	   0	   1	   0	   3	   1	   0	   3	   0	   0	   0	   1	   1	   2	   0	   1	 184	1515	   2	   0	   1	   5	 727	1139	   4	   0	   2	   1	 350	1318	   1	   0	   0	   8	 293	 430	   0	   1	   0	   1	 114	1160	   0	   0	   0	   0	 105	 110
Otu1040	 6	15	14	27	 4	11	 6	11	20	 8	 1	 6	25	13	 6	20	 3	19	 2	 3	 5	 6	 2	 7	 6	11	20	19	13	14	 5	 2	 8	 3	 5	 2	 7	10	 5	 3	 6	 4	 4	 3	 3	 2	 4	 4	 7	12	 1	 2	17	 7	 4	 4	 1	 1	 5	 6	 8	 3	 4	 1	 3	17	 0	 1	 1	 0	 1	 0
Otu1042	  1	 41	  6	 44	  2	 15	  5	  2	  2	  4	  2	  3	  7	  2	  0	  7	 16	236	  0	  3	 10	  9	  4	 16	  9	  0	  4	  3	 12	 12	  1	  3	  7	  3	  4	  4	  6	  3	  3	  3	  2	 11	  1	  0	  0	  1	  0	  0	  0	  4	  1	  1	  3	  1	  3	  2	  2	  0	  6	  2	  3	  0	  3	  0	  1	  4	  0	  2	  0	  0	  0	  1
Otu1043	  6	  9	  6	  8	  1	  7	  3	  6	 16	  9	  2	  6	  3	  6	  3	  7	  1	  9	 10	  5	  3	 12	  3	  6	  2	  2	  9	  4	  2	  0	  1	  2	  3	  3	  2	  1	 13	 10	  2	  1	  7	  4	 49	  1	  1	  0	  5	  4	  4	  6	135	  0	  4	  2	 59	  9	  3	  0	  3	  5	  0	  4	 23	  0	  1	  7	 14	  0	  1	  0	  3	  4
Otu1044	  0	  0	  0	  0	  0	 89	  0	  0	  0	  0	  0	 30	  0	  0	  0	  0	  1	117	  0	  1	  0	  0	  0	 82	  0	  0	  0	  0	  6	 54	  0	  0	  0	  0	  0	 18	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0
Otu1045	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 2	58	 0	 0	 0	 1	49	 5	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 6	23	 0	 0	 0	 0	37	33	 0	 0	 0	 0	 9	35
Otu1046	  1	  1	  0	  3	  1	  0	  2	  0	  1	  1	  0	  0	  0	  3	  0	  0	  0	  1	  0	  0	  0	  1	  0	  0	  2	  2	  1	  0	  0	  0	  0	  0	  1	  0	  0	  0	 65	250	 82	  0	  0	  0	  3	 10	  2	  0	  1	  0	  0	 70	  7	  0	  0	  1	  0	 29	  4	  0	  0	  0	  0	 11	  2	  0	  0	  0	  0	  4	  0	  0	  0	  0
Otu1047	 0	 2	 0	 1	 0	 2	 9	13	20	10	 1	 5	 0	 1	 0	 3	 1	 1	12	 5	 4	 3	 2	12	 0	 0	 2	 0	 1	 0	12	 3	 9	 5	 1	 3	 1	 1	 2	 1	 1	 0	 7	 5	 3	 3	13	36	 0	 1	 0	 2	 2	 3	 6	10	 2	 5	11	40	 1	 1	 0	 0	 0	 1	 3	 4	 2	 0	 1	35
Otu1048	11	28	24	33	 1	 7	 4	 2	 6	 9	 0	 1	22	22	 6	19	 8	22	 6	11	 0	 5	 1	 2	11	 4	17	 3	12	 6	 4	 1	 6	 2	 4	 1	13	27	16	 5	 5	17	 1	 6	 2	 3	 1	 6	 7	71	 4	 9	15	12	 6	11	 1	 2	 6	 2	10	10	 5	 0	 4	19	 1	 3	 0	 0	 4	 1
Otu1049	  1	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 14	  3	 68	 11	  4	  0	  3	  7	140	 23	  4	  0	  0	  5	106	  2	  0	  1	  1	  5	207	 10	  0	  0	  0	  0	  0	 10	  0	  1	  0	  0	  4	  2	  0
Otu105	   7	   2	   0	   6	   0	   2	   1	   0	   1	   1	   1	   0	   0	   4	   0	   0	  35	   2	   0	   3	   0	   0	   0	   0	   7	   1	   0	   1	   0	   1	   2	   0	   0	   0	   0	   3	  29	 403	 126	   3	  32	  12	   3	  80	  31	   0	  16	   1	  15	 119	 146	   1	  68	  20	 224	 437	 175	   0	 144	  58	   8	8524	 190	   0	   9	  15	  15	 398	  69	   0	  30	  12
Otu1050	  3	 13	 42	  1	  0	  0	  2	  4	  0	  0	  0	  0	  0	  6	  0	  0	  0	  0	  1	  0	  1	  0	  0	  0	  7	  3	  2	  0	  0	  0	  0	  1	  0	  0	  0	  1	123	 55	138	  0	  0	  0	 13	  9	 11	  0	  0	  0	 60	 13	 61	  0	  0	  0	 14	 11	 11	  0	  0	  0	 60	  9	 27	  0	  0	  0	  5	  7	 14	  0	  0	  1
Otu1051	  0	  0	  0	 52	  2	 74	  1	  0	  0	  0	  5	  3	  1	128	  1	  8	  0	131	  0	  0	  0	  1	  1	384	  0	  0	  0	  1	  0	 66	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
Otu1052	  1	  0	  1	  0	  0	  1	  2	  0	  1	  0	  0	  0	  0	  0	  0	  4	  0	  1	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  1	  0	  0	  0	 37	  6	154	  0	  0	  0	  8	  1	  1	  0	  0	  0	 22	153	 17	  0	  0	  1	 21	  0	 16	  0	  0	  0	 44	  1	 55	  0	  0	  3	  4	  7	  1	  0	  0	  0
Otu1053	 13	 30	 37	 30	  3	  7	  0	  1	  2	  1	  1	  0	 31	 22	 12	 13	 11	 31	  0	  1	  0	  0	  0	  0	 16	  9	 15	  5	 20	 20	  0	  0	  0	  0	  1	  0	 15	 12	 31	  3	  6	 20	  0	  0	  0	  0	  0	  0	 28	 12	209	  3	  7	 19	  1	  0	  0	  0	  0	  0	 31	  8	  0	  0	  7	 21	  0	  0	  0	  0	  0	  0
Otu1054	  1	  6	  7	  8	  0	  3	  0	  1	  1	  1	  1	  1	  5	  2	  2	  4	  0	  5	  0	  0	  0	  0	  0	  3	  5	  0	  0	  2	  5	  3	  1	  0	  0	  0	  0	  0	 43	 18	  8	  1	  0	 11	  0	  0	  2	  0	  0	  0	  2	  2	  5	  2	  9	  4	  9	  3	  2	  0	  0	  0	  1	  0	  0	  0	277	  3	  0	  0	  3	  0	  0	  0
