Otu	HL1CKP1	HL1CKP2	HL1CKP3	HL1CKU1	HL1CKU2	HL1CKU3	HL1SP1	HL1SP2	HL1SP3	HL1SU1	HL1SU2	HL1SU3	HL2CKP1	HL2CKP2	HL2CKP3	HL2CKU1	HL2CKU2	HL2CKU3	HL2SP1	HL2SP2	HL2SP3	HL2SU1	HL2SU2	HL2SU3	HL3CKP1	HL3CKP2	HL3CKP3	HL3CKU1	HL3CKU2	HL3CKU3	HL3SP1	HL3SP2	HL3SP3	HL3SU1	HL3SU2	HL3SU3	SY1CKP1	SY1CKP2	SY1CKP3	SY1CKU1	SY1CKU2	SY1CKU3	SY1SP1	SY1SP2	SY1SP3	SY1SU1	SY1SU2	SY1SU3	SY2CKP1	SY2CKP2	SY2CKP3	SY2CKU1	SY2CKU2	SY2CKU3	SY2SP1	SY2SP2	SY2SP3	SY2SU1	SY2SU2	SY2SU3	SY3CKP1	SY3CKP2	SY3CKP3	SY3CKU1	SY3CKU2	SY3CKU3	SY3SP1	SY3SP2	SY3SP3	SY3SU1	SY3SU2	SY3SU3
Otu1491	0	3	5	3	1	5	0	2	2	0	0	2	2	8	1	6	2	8	1	3	0	3	1	5	2	1	3	1	3	2	0	0	3	0	1	1	5	2	4	2	1	2	1	1	0	0	2	1	1	1	1	0	2	2	1	1	1	0	1	2	4	2	0	0	0	4	0	0	1	0	0	1
Otu1492	 3	11	21	11	 0	 1	 3	 4	 8	 2	 0	 0	13	18	 6	 5	 0	 3	 4	 5	 1	 1	 0	 2	 6	 1	 3	 0	 2	 6	 2	 0	 0	 1	 1	 0	14	 4	 1	 1	 2	 3	 1	 1	 1	 0	 1	 0	 5	 4	 1	 0	 7	 1	 2	 2	 2	 1	 3	 0	 1	 5	 5	 0	 1	 7	 0	 1	 1	 0	 1	 1
Otu1493	 0	 4	14	 8	 0	 5	 0	 0	 0	 0	 1	 1	 8	 8	 0	 5	 1	 5	 2	 0	 0	 0	 0	 0	 7	 1	 2	 3	 4	 0	 1	 0	 0	 0	 0	 1	 6	 3	16	 2	 2	 2	 4	 1	 0	 0	 0	 0	 3	 2	 2	 0	 6	 1	 0	 2	 0	 0	 0	 1	 9	 1	 4	 0	 1	 0	 0	 0	 0	 0	 0	 0
Otu1494	 0	 1	 2	25	 6	 5	 0	 1	 4	 3	 4	 4	 0	 2	 1	10	 4	 5	 0	 2	 1	 1	 4	18	 0	 0	 1	 1	 7	 1	 0	 2	 1	 4	 5	 1	 0	 0	 1	 2	 0	 0	 1	 1	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 2	 1	 0	 0	 0	 0	 0	 3	 0	 1	 0	 0	 0	 0
Otu1495	 3	 6	 3	 1	 0	 0	 0	 0	 1	 0	 0	 0	 3	 0	 0	 3	 0	 5	 1	 0	 2	 1	 1	 1	 0	 1	 2	 2	 3	 1	 0	 0	 0	 0	 0	 0	10	17	 7	 6	23	41	 0	 1	 1	 0	 3	 5	 1	 9	 0	 1	21	51	 0	 4	 0	 0	 9	 2	 3	 2	 0	 2	10	 7	 0	 8	 0	 0	10	 7
Otu1496	  0	  0	  0	  0	  0	  0	  4	175	  2	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  1	  1	  0	  2	  0	  0	  0	  0	  0	  0	  0	  0	  2	  2	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  2	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  1	  0	  0	  0
Otu1497	 0	20	 0	 8	 1	 1	 1	 9	16	 6	 1	 1	 1	 0	 2	13	 7	 9	 1	 9	 0	 0	 0	 0	 8	 0	 4	 0	 1	 3	 2	 1	 4	 0	 0	 0	 3	 0	 2	 0	 0	 0	 1	 0	 0	 0	 0	 1	 1	 2	 3	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu1498	 1	 0	 0	13	 1	32	 0	 0	 0	 1	 1	 3	 3	 0	 1	 3	 5	38	 0	 3	 0	 3	 2	 4	 0	 0	 1	 5	 2	 8	 0	 0	 0	 0	 0	 4	 0	 0	 1	19	 1	 2	 0	 0	 0	 0	 1	 1	 0	 1	 3	68	 8	 5	 0	 0	 0	 0	 0	 0	 0	 2	 3	 0	 1	 0	 0	 1	 0	 0	 0	 0
Otu1499	 1	 0	 1	 0	 0	 0	 0	 1	 2	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 3	 7	14	13	 4	14	 0	 9	 9	28	 0	 1	 1	 2	 8	23	 0	 6	 0	17	 5	23	 0	 0	 2	 8	 7	 6	 0	 6	 0	 2	 3	 2	 0	 0	 0
Otu15	10714	  216	 1538	   49	    1	   13	 4230	   89	 3415	   23	    5	    7	13612	  212	 4157	   16	   32	   59	 6956	 1095	 1463	    7	   25	   62	 8671	    9	 5170	   10	   22	   48	 9471	  196	 7247	   10	    8	   67	   21	   20	   19	   21	   21	   20	   18	    7	   11	   15	    8	   15	    9	   13	   70	   15	  100	   16	   33	   19	   57	   17	  102	   34	    6	   24	    8	    0	   14	   19	    4	   14	   10	    1	    7	    9
Otu150	 40	 57	 49	263	162	 34	 33	 77	 72	189	 33	 30	 72	 94	 17	499	365	162	 21	 87	 10	360	121	 83	 40	 17	 26	603	363	 54	 41	 14	 41	126	355	 53	  9	 11	 18	 22	 23	116	 27	 16	 21	 13	 21	 25	  7	 29	 11	 21	 40	 24	 25	 37	 14	 14	 18	 37	  4	 39	  7	  2	 31	 37	  8	 26	 13	  2	 19	 27
Otu1500	23	17	 0	 0	 0	 0	 5	 5	 0	 0	 0	 0	16	26	 0	 0	 0	 1	10	 3	 2	 0	 0	 0	12	 6	 1	 0	 0	 0	 5	 5	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0
Otu1501	 6	37	19	29	 1	 3	 7	 8	 5	 4	 0	 2	17	24	 3	20	 3	14	 6	 6	 3	 3	 2	 0	 9	 7	10	 3	11	16	 4	 2	 9	 1	 2	 0	 9	 9	10	 7	 5	16	 2	 0	 2	 0	 4	 1	 2	 5	 4	15	 7	 9	 2	 7	 2	 0	 3	 1	 7	 7	 2	 2	 3	13	 4	 0	 0	 0	 2	 3
Otu1503	 0	 7	 8	 2	 0	 1	 4	11	14	 9	 3	 5	 2	 5	 2	 2	 4	 0	 7	12	 4	 6	 3	 8	 6	 0	 0	 3	 2	 2	 8	 6	 4	 1	 4	 3	 3	 4	 5	 3	 0	 1	 4	 3	 8	 2	 2	 6	 3	 4	 0	 2	 2	 5	 8	 7	 3	 2	 4	 1	 3	 1	 0	 0	 0	 4	 4	 3	 0	 0	 0	 5
Otu1504	 1	 0	 0	 8	 1	 2	 0	 0	 1	 3	 1	10	 0	 0	 0	 3	15	19	 2	 2	 0	 4	41	50	 1	 1	 0	 1	32	 9	 0	 0	 1	 0	92	 9	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0
Otu1505	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	208	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  5	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1
Otu1506	 2	 0	 0	12	 1	 3	 0	 3	 0	27	13	 8	 0	 1	 0	 4	 4	11	 0	10	 0	16	12	 7	 0	 0	 0	 6	 4	 0	 0	 0	 0	 4	18	 2	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0
Otu1507	 9	 8	14	12	 0	 2	 2	 0	 0	 0	 0	 1	10	 9	 3	 6	 1	12	 3	 0	 0	 0	 0	 2	 8	 4	 8	 6	 5	 3	 3	 0	 2	 0	 0	 1	 6	10	 8	 1	 1	 4	 1	 2	 1	 0	 0	 1	 2	 7	 5	 3	 6	 8	 2	 2	 0	 0	 0	 0	 2	 4	 2	 0	 3	 5	 1	 0	 0	 0	 1	 0
Otu1508	  5	  2	  4	  4	  0	  1	  1	  0	  0	  0	  0	  0	  2	  4	  1	  2	  1	  1	  0	  0	  0	  0	  0	  0	  1	  0	  1	  0	  2	  2	  0	  0	  0	  0	  0	  0	  1	  0	  4	  0	  1	  2	  1	  2	  0	  0	  3	  7	  2	  2	  1	  2	  1	  5	  0	  0	  0	  1	  0	  1	  0	  1	  0	  0	  1	356	  0	  0	  0	  0	  2	  1
Otu151	  19	   1	   0	   3	   0	   0	  22	   0	   1	   4	   0	   1	   1	   9	   0	   3	   0	   0	   0	   5	   0	   4	   4	   0	   1	   0	   0	   0	   1	   7	   4	   2	   1	   0	   0	   8	 287	 593	1171	   0	   3	  53	 752	 612	 869	   4	   4	 206	 133	 301	 229	   0	 109	 235	 355	 375	 418	   2	   4	  37	 302	 152	 183	   0	   1	 183	  90	 283	 182	   0	   2	  25
Otu1510	 0	 0	 0	 0	 0	19	 0	 0	 0	 0	 0	 5	 0	 0	 0	 0	 0	44	 0	 0	 0	 2	 0	17	 0	 0	 0	 1	 0	 5	 0	 0	 0	 0	 0	 8	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu1511	  0	 16	  0	  0	  0	  4	  0	  2	  0	  0	  0	  0	  3	  1	  1	  0	  0	 18	  0	 12	  4	  0	  0	  1	  1	  0	  0	  1	  0	  1	  0	  1	  1	  0	  0	  0	  0	  0	  1	  1	134	  1	 14	  3	  0	  0	  0	  0	 41	 32	  0	  0	  0	  0	  6	  1	  0	  0	  0	  2	  0	 11	  0	  0	  0	  1	  0	  2	  0	  0	  0	  0
Otu1512	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	92	 0	 0	 0	 0	 0	39	 0	 0	 0	 0	 1	32	 0	 0	 0	 0	 0	51	 0	 0	 0	 0	 0	23	 0	 0	 0	 0	 0	13	 0
Otu1513	 10	 16	101	 10	  1	  6	  4	 10	 41	  7	  0	  2	 26	 10	 28	  7	  1	  3	 14	  4	 22	  1	  7	  6	 23	  6	 35	  2	  2	  3	  7	  1	 28	  1	  2	  2	 26	 36	 21	  0	  2	  3	  4	  2	  7	  0	  0	  2	  7	  2	  4	  0	  3	  4	  1	  4	  4	  0	  3	  4	  7	  8	  5	  0	  1	  6	  0	  1	  1	  0	  0	  3
Otu1514	  0	  0	  0	  9	  0	  3	  0	  0	  0	  2	  0	  1	  0	  0	  0	131	  0	  2	  0	  0	  0	  0	  0	  9	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  1	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
Otu1515	 9	14	22	16	 0	14	 3	 5	 5	 1	 2	 2	 5	 7	 3	 8	 3	16	 2	 1	 0	 4	 1	 8	 6	 2	 9	 3	11	 5	 1	 0	 1	 1	 2	 0	 6	 7	17	 1	 8	 7	 1	 1	 1	 1	 2	 0	 1	 5	 5	 4	 8	10	 3	 5	 3	 0	 1	 0	11	 3	 5	 0	 7	10	 0	 0	 1	 0	 1	 2
Otu1516	35	 0	 0	 0	 0	 0	88	 0	 0	 0	 0	 0	11	 0	 0	 0	 0	 0	10	 0	 0	 0	 0	 0	 7	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu1517	  8	  8	182	  3	  2	  2	 10	  0	  2	  3	  0	  0	  4	  0	  2	  1	  0	  1	  5	  0	  3	  1	  1	  1	  6	  1	  2	  0	  5	  2	  1	  0	  0	  0	  0	  0	  0	  1	  0	  0	  2	  0	  1	  1	  0	  0	  0	  0	  2	  1	  0	  1	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	  0
Otu1518	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 3	67	 0	 1	 0	 0	 0	 5	 0	 0	 4	 3	 4	88	 1	 1	 0	 0	 0	 7	 1	 0	 0	 0	 5	13	 0	 1	 0	 0	 0	 2	 0	 0
Otu1519	 0	22	 1	27	16	 6	 0	 2	 2	23	 3	 2	 0	 1	 1	19	 7	50	 2	 1	 0	 9	12	 8	 1	 1	 0	11	 9	10	 0	 0	 0	 4	13	 2	 0	 0	 0	 0	 0	 3	 1	 2	 0	 2	 0	 0	 0	 1	 0	 1	 0	 2	 0	 0	 0	 0	 3	 0	 0	 2	 3	 0	 1	 0	 0	 0	 0	 0	 1	 0
Otu152	   2	   3	   3	  11	   0	   2	   4	   4	  10	  18	   1	   5	   5	   6	   3	   8	   3	   3	   8	   6	   4	   9	   1	   5	   7	   3	   4	   0	   2	  12	  10	   3	   7	   5	   3	  10	 327	 549	1187	   2	   6	  57	 894	 645	 874	   5	  11	 188	  71	 302	 200	   0	 118	 198	 361	 433	 424	   1	   4	  32	 371	 130	 166	   0	   5	 317	  79	 245	 185	   0	   3	  30
Otu1520	 0	 0	 0	 0	 0	 0	 0	 0	 4	 1	 0	 0	 0	 0	 0	 0	 0	 0	 2	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 2	 1	 1	 0	 0	 0	 0	 0	 0	48	 6	 0	 2	 0	 0	 8	44	 1	 0	 3	 0	 6	 8	 0	 0	 7	 0	 6	 7	 5	 0	 0	 0	 3	 2	10	 0	 1	 0	 1	 7	 0
Otu1521	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	13	 6	 0	 7	 8	 0	 0	 0	 0	 1	10	 0	 0	 0	 0	17	15	 0	37	 0	 0	 4	 7	 0	 0	 0	 1	10	35	 2	 3	 0	 0	 1	 7
Otu1522	 4	 0	 5	 0	 0	 0	37	 0	 0	 0	 0	 0	37	 0	 0	 0	 0	 0	11	 0	 0	 0	 0	 0	11	 0	 0	 0	 0	 0	24	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu1523	 1	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	65	26	32	 0	 1	 2	 2	 1	 3	 0	 0	 0	15	36	21	 0	 0	 0	 2	 8	 7	 0	 0	 0	 7	10	11	 0	 0	 0	 0	 3	 2	 0	 0	 0
Otu1524	 0	 5	14	 3	 5	 8	 0	 5	 5	 7	 1	 2	 2	 2	 2	 1	11	42	 3	 7	 0	 1	 4	 5	 0	13	 1	 0	34	 5	 0	 1	 1	 0	 3	 4	 0	 0	 0	 1	 1	 0	 0	 0	 1	 1	 1	 0	 0	 1	 0	 2	 2	 4	 0	 0	 0	 1	 1	 0	 0	 1	 1	 0	 0	 6	 0	 0	 0	 0	 1	 0
Otu1525	 0	 1	 4	 0	 0	 2	 0	 1	 0	 0	 1	 0	 0	 1	 1	 1	 0	 1	 2	 1	 0	 0	 0	 0	 0	 0	 4	 0	 4	 1	 2	 0	 1	 0	 0	 0	 0	60	 1	 0	 1	 2	 2	11	 0	 0	 0	 0	 5	48	 3	 1	 1	 1	 1	11	 0	 0	 0	 0	 2	29	 2	 0	 0	 2	 0	 5	 0	 0	 0	 1
Otu1526	 0	 0	 0	 4	 0	 0	 0	 0	 0	49	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 2	 0	 1	 0	 0	 0	 1	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu1527	  1	  4	  7	  0	  0	  2	  8	196	 10	  0	  2	  3	  1	  1	  2	  1	  3	  0	 29	140	  7	  2	  3	  3	  0	  0	  0	  0	  1	  0	  3	 13	  7	  1	  0	  0	  0	  1	  0	  0	  0	  0	  0	  5	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  3	 33	  0	  3	  0	  4	  0	  0	  0	  0	  0	  1	  1	 20	  1	  0	  1	  2
Otu1528	 18	 36	 17	329	 34	137	 40	 10	197	336	 26	 76	 55	100	  5	110	257	307	 11	 42	 26	161	 12	 98	 31	 32	  4	133	131	142	 11	 10	  6	 49	 39	 34	  1	 19	  0	  0	  5	  2	  4	  2	  1	  0	  0	  5	  0	  0	  4	  1	 11	  1	  1	  3	  4	  1	  0	  7	  0	  7	  0	  0	  4	  3	  0	  0	  1	  0	  0	  1
Otu1529	 0	18	 0	 7	 0	 0	 0	13	22	10	 1	 0	 0	 0	 0	18	 7	 1	 0	 8	 0	 0	 0	 0	 2	 0	 6	 0	 0	 1	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu153	  99	 256	 225	 465	  21	  97	  36	  67	 121	 104	   6	  27	1752	 209	  63	 502	  83	 179	  51	  58	  29	  81	  41	  65	 124	  70	 108	 103	 326	 101	  69	  30	  70	  49	  39	  37	 115	  97	  97	  43	  84	 112	  70	  36	  24	   9	  29	  36	  98	  77	  43	  51	 148	  89	  43	  50	  29	  13	  39	  24	 147	  44	  24	   2	  44	 151	  11	  35	  11	   0	  22	  33
Otu1530	 0	 2	 1	 0	 1	 0	 0	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	11	 9	 7	 6	34	57	 0	 1	 0	 1	 4	 5	 1	 3	 1	 0	22	66	 1	16	 0	 0	15	 3	 0	 7	 1	 2	17	 6	 0	10	 0	 0	 2	 4
Otu1531	  0	  0	  0	  0	  0	  0	  1	  0	  4	  4	  0	  1	  0	  0	  0	  0	  0	  0	  6	  5	  1	  0	  0	  5	  0	  0	  0	  0	  0	  0	  1	  1	  1	  2	  1	  1	  0	  0	  0	  0	  0	  0	  2	  1	  3	  0	142	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  3	  2	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  2	  0
Otu1532	 5	15	16	 7	 3	 3	 1	 2	 4	 2	 0	 0	16	14	 3	 8	 4	 8	 5	 2	 3	 1	 1	 1	 4	 2	 4	 1	 7	 3	 2	 2	 1	 2	 1	 0	 9	11	16	 1	 5	 5	 0	 2	 0	 0	 0	 2	 4	 9	 4	 2	 2	 4	 3	 1	 0	 0	 2	 0	 7	 4	 0	 0	 1	11	 1	 2	 2	 0	 3	 1
Otu1533	 1	 3	 1	 3	 0	 1	 4	 5	16	 8	 2	 1	 3	 2	 0	 0	 0	 1	 6	10	 3	 6	 5	 8	 0	 0	 1	 0	 1	 1	 4	 4	 8	 2	 5	 2	 1	 1	 0	 0	 2	 1	 1	 8	 2	 0	 6	 7	 0	 4	 0	 0	 0	 1	 4	15	 5	 3	 8	 3	 1	 3	 0	 0	 1	 1	 1	 5	 2	 0	 4	 4
Otu1534	  4	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	216	  6	 56	  0	  3	  0	  3	  0	  2	  1	  0	  0	 36	  0	 10	  0	  0	  1	  0	  0	  1	  2	  0	  0	 17	  0	  9	  0	  0	  2	  0	  0	  2	  0	  0	  0
Otu1535	 12	  4	 93	109	  0	  0	  3	  2	 32	 13	  0	  0	 27	 21	 13	 31	  0	  1	  5	  7	  2	 12	  0	  0	 16	 21	  2	 13	  0	  0	  8	  1	  3	  3	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  1	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
Otu1536	 1	 4	19	 3	 1	 1	 1	 3	15	 2	 1	 0	 7	 4	 9	 4	 3	 7	 5	 5	 0	 1	 1	 1	 1	 0	 8	 0	 4	 2	 3	 2	 2	 0	 1	 1	 3	 3	 8	 0	 1	 2	 7	 1	 0	 1	 3	 0	 4	 4	 2	 2	 3	 5	 2	 4	 1	 3	 4	 1	 1	 2	 0	 0	 1	10	 1	 1	 0	 0	 1	 3
Otu1538	 1	 9	 8	13	 1	 1	 1	 6	 0	 2	 0	 1	 1	29	13	 6	 6	 1	 2	 0	 1	 1	 0	 3	 2	 9	 0	 1	10	 5	 3	 4	 1	 0	 1	 2	 0	 2	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 2	 0	 0	 1	 1	 0	 0	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0
Otu1539	 0	 0	 0	 1	 0	14	 1	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	27	 1	 0	 0	 2	 1	14	 0	 1	 2	 0	 0	 5	 1	 0	 0	 0	 4	 4	 0	 0	 1	 0	 0	 2	 0	 0	 0	 0	 1	 1	 0	 1	 0	 0	 3	 0	 0	 0	 0	 0	 0	 3	 0	 1	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0
Otu154	   0	   0	   0	   0	   0	   0	  16	   0	   2	   8	   0	   0	   0	   0	   0	   0	   0	   0	   0	   5	   1	   7	   0	   2	   0	   0	   0	   0	   0	   0	   0	   2	   1	   0	   1	  11	   7	   5	  10	   0	   0	   0	1526	 410	1236	   0	   0	   0	   0	   4	   2	   0	   0	   0	 555	 121	 211	   1	   0	   5	   0	   8	   1	   0	   0	   0	 116	  56	  58	   0	   0	   0
Otu1540	  0	  2	  0	 57	  1	  0	  1	  0	  0	  6	  1	  2	  0	  1	  0	116	 54	  0	  0	  0	  0	  4	  0	  0	  0	  0	  0	 26	  3	  0	  0	  0	  0	 11	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  5	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
Otu1541	  0	  0	  1	  1	  0	  1	  0	  0	  1	  0	  0	  0	  0	  1	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  1	  0	  0	  0	  1	  0	  0	  0	  0	  0	  6	  1	  5	165	  2	  0	  0	  2	  2	  0	  0	  2	  4	175	 21	 22	  2	  0	  0	  0	  1	  0	  0	  0	  1	  0	 18	  3	  0	  0	  0	  0	  6	  3
Otu1542	 0	 0	 0	 0	71	 0	 0	 0	 0	 0	 0	45	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 5	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu1543	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	14	 0	 6	 0	 0	 0	 0	 1	 5	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 2	 0	 0	 0	 0	 1	 2	 0	 0	 0	 0	 0	24	 0	 0	 0
Otu1544	 0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	69	 8	 0	 0	 1	 0	 3	79	 0	 0	 1	 0	 6	10	 0	 0	 9	 0	11	10	 0	 0	 0	 0	 0	 2	 6	 0	 2	 0	 0	 7	 1
Otu1545	11	27	38	 4	 0	 0	 4	 4	14	 0	 0	 0	50	 4	11	 0	 0	 0	 8	 0	 3	 0	 0	 0	19	 0	44	 3	 0	 0	 5	 1	 8	 0	 0	 0	 6	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 5	 0	 0	 0	 0	 1	 5	 0	 0	 0	 0
Otu1546	 4	28	31	 0	 0	 0	 3	12	 7	 0	 0	 0	14	43	 6	 0	 0	 0	 5	15	 5	 1	 0	 0	 1	20	 3	 0	 0	 0	 1	 3	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu1547	 0	 2	 0	 5	 0	 5	 0	 1	 0	 3	 2	 2	 0	 0	 1	 5	 1	80	 3	 0	 0	 5	 2	 3	 1	 0	 1	 0	19	 3	 0	 0	 0	 0	 3	 0	 1	 0	 0	 1	 2	 3	 0	 0	 0	 0	 0	 3	 1	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 2	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0
Otu1548	  0	  0	  1	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  4	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  1	  0	  0	  0	  0	  1	  0	  0	  0	  0	337	  0	  0	  0	  0	  0	  2	  0	  0	  0	  1	  0	  2	  2	  0	  0	  0	  0	  1	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
Otu1549	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  8	  8	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	103	  6	  0	  0	  0	  0	 25	  0	  0	  0	  0	  0	 32	  2	  0	  0	  0	  2	 61	  5	  0	  0	  0
