,Control,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Level 8
Otu110,7.247947426,5.482241888,6.197127196,7.281825241,7.623104636,8.088469277,8.112143127,8.03536252,7.836433137
Otu1100,6.327128669,4.401618003,5.28251505,6.250880496,6.585092026,7.151909146,6.998740156,7.00358889,6.961967575
Otu110085,5.372886179,3.932535233,4.806273713,5.507585024,6.314677639,6.624629586,6.886228464,6.615919862,6.355792776
Otu1101,6.327128674,4.84452277,5.340290911,6.544636134,6.867103644,7.291832569,7.3728639,7.091062564,7.137218749
Otu1102,6.071856175,4.456987575,5.159093391,6.41349532,6.735083583,7.033293471,6.704158037,7.153489612,6.363996021
Otu11028,6.185799529,4.439942368,5.121145212,6.146900873,5.945759052,6.404360884,7.09286325,6.497429546,6.65540958
Otu110303,5.770826188,4.255026342,4.523881924,5.985769801,5.826590396,6.490471403,6.957493007,6.598100154,6.661524863
Otu11031,5.372886179,3.87405501,4.461040055,5.714882941,0,6.204011809,6.002402206,0,6.367899516
Otu11035,5.673916175,3.798133138,4.93353987,5.556494393,6.075104621,6.405655825,0,6.020429755,6.355792776
Otu1104,6.804249928,5.000101187,5.925738743,6.905202438,7.183350368,7.662727879,7.804293482,7.65246626,7.472012877
Otu110420,6.548977423,4.78499551,5.706725488,6.619553972,7.049614614,7.456687639,7.318889831,7.116332213,7.356286078
Otu110431,5.916954224,3.975475316,4.763345513,5.582701082,6.487505757,6.370994124,6.447149995,6.676622122,0
Otu11052,5.770826188,4.265203077,4.413817826,5.791041035,6.257982367,6.921229085,7.041615182,6.022012108,6.355792776
Otu11053,5.071856184,0,4.021707361,0,0,5.871602456,6.609580699,6.020429755,0
Otu110582,6.185799515,4.470979506,5.223027969,5.788103936,6.318049402,6.853686424,7.065856978,6.900704811,6.367899516
Otu110583,5.071856184,3.068562942,4.656016658,5.435255004,5.759364157,6.178573646,6.069174194,6.308157328,6.363996021
Otu1106,6.247947437,4.181535783,5.423980788,6.340395649,6.856837209,7.08682132,7.461027348,6.964930436,6.833296895
Otu1107,6.185799515,4.283990198,5.18608313,6.341500801,6.720520373,7.195806926,7.278793992,6.847632886,6.658803691
Otu1108,6.910705257,4.997584457,5.811613802,6.74199927,7.091382484,7.736389981,7.763903157,7.46516893,7.311388969
Otu110835,5.071856184,0,0,0,5.458334162,0,5.894308026,6.284132313,0
Otu110846,5.77082617,4.017845932,4.916972011,5.20276204,0,6.623671813,0,6.30749521,0
Otu110859,6.071856165,3.982646269,4.933562225,5.785409053,6.309920542,6.377461789,6.485463919,6.708678598,6.352961779
Otu110888,0,0,4.330334539,0,0,0,6.262129094,6.020429755,0
Otu110985,6.673916159,4.804965518,5.741996406,6.51330318,6.870855845,7.291699441,7.422328225,7.277146884,6.363996021
Otu111,6.804249927,5.295473787,5.927178213,6.9546952,7.264578923,7.700364854,7.825887747,7.644968076,7.562620859
Otu1110,6.113248852,4.163661077,5.306682813,6.433791583,6.460017787,7.027037669,6.789194896,6.895098144,6.659803504
Otu11102,5.850007419,3.397988309,4.738832189,5.342940743,5.778271101,5.902981813,6.31179725,6.497957785,6.363996021
Otu1111,6.563217857,4.698907452,5.427567194,6.401444606,6.995941292,7.277411489,7.557063856,7.384344245,0
Otu11110,0,3.068562942,4.322737357,5.096958314,5.400342215,5.920867055,0,6.322160719,6.652649697
Otu111151,5.548977438,3.916496759,4.693436227,5.788103936,6.217744639,6.749431321,6.703060388,0,6.841117276
Otu111183,6.84270818,4.952029798,5.734469033,6.847070785,7.294122348,7.659702469,7.576292479,7.511623209,7.440726071
Otu1112,6.864247857,5.16474123,5.95305482,6.928762276,7.278716851,7.766569643,7.896319031,7.720846229,7.700017787
Otu1113,6.217984206,4.204827572,5.381315684,6.310441613,6.554883482,7.086080421,7.059047364,7.127495024,6.961565526
Otu11131,5.548977438,3.687656273,0,5.555250659,5.731335434,6.178573646,6.305802937,6.284132313,6.369850917
Otu11134,0,3.166849484,0,5.20276204,5.536437753,0,6.37020419,6.022012108,0
Otu111364,5.916954224,4.016438557,4.722152917,5.592007965,6.335878335,6.600796443,6.93008736,6.022012108,6.367899516
Otu111391,5.770826188,4.048147508,4.996224214,5.940926671,6.24185607,6.829720332,7.007442755,6.483096903,0
Otu1114,6.275976144,4.467703215,5.337527821,6.363152588,6.712517253,7.234077641,7.385965068,6.858410546,6.663908723
Otu111416,5.071856184,3.87405501,4.188038783,5.891728973,5.837467749,5.883404663,6.002402206,6.322160719,0
Otu111438,5.071856184,3.568250025,4.523881924,5.454104251,5.458334162,6.410078658,6.254815189,6.294434544,6.355792776
Otu11146,5.071856184,3.568250025,4.218002006,5.096958314,6.103110164,6.203569669,6.606571395,6.478830025,0
Otu1115,6.026098673,4.311337355,4.322737357,5.429158417,6.387106127,6.225827344,6.990503752,6.321368656,0
Otu111502,6.452067406,4.618255964,5.438227832,6.438492379,6.786862836,7.26656326,7.173436893,7.208987399,7.310826904
Otu11152,0,0,0,0,0,5.956172913,6.006089386,6.020247546,0
Otu1116,6.534254166,4.955145348,5.638381414,6.589563281,6.915543901,7.448078802,7.439405595,7.530642575,7.260349468
Otu1117,6.503219934,4.714708999,5.601426126,6.27032177,6.725703121,7.237108773,7.345760192,7.007334218,7.265898141
Otu111716,5.548977438,3.634511187,4.188038783,5.957432194,5.458334162,6.504820791,6.018974221,6.497429546,0
Otu111735,5.673916175,3.91135858,4.491003278,5.578368363,6.213347916,5.956172913,6.505272893,6.610003829,6.355792776
Otu111906,5.548977408,3.068562942,4.519032002,5.311221502,5.956729963,6.495392312,6.471614044,6.616693478,6.363996021
Otu11192,6.217984206,4.381443619,4.868033209,6.314872162,6.590989937,6.855023304,7.04465366,6.901867249,6.355792776
Otu111926,7.12107419,5.324086407,6.14396134,6.983129419,7.409591704,7.76428158,7.867201282,7.787104109,7.59000381
Otu112,7.560406883,5.79690195,6.545966081,7.55144171,7.929815178,8.367620764,8.502420924,8.270792262,8.125711874
Otu1120,6.929188664,5.211524312,5.808257476,6.939105112,7.313165323,7.85220765,7.871298881,7.634161104,7.657408816
Otu112023,5.071856184,3.568250025,0,0,5.458334162,6.22234109,6.002402206,6.322160719,6.352961779
Otu11211,0,0,4.021707361,0,0,0,0,0,0
Otu112114,5.071856184,0,4.413817826,5.416164271,5.458334162,6.225827344,0,0,0
Otu112141,5.372886179,3.068562942,4.218002006,4.99306218,6.40192789,5.924797348,6.37020419,6.48876889,0
Otu112235,5.372886179,3.713392147,4.5833832,0,6.096910486,5.924797348,6.018974221,6.604513952,0
Otu112240,6.486829511,4.326467491,5.384106404,6.631350421,6.699711714,7.2226277,7.373692533,6.777385118,6.651222838
Otu112297,5.850007419,3.993805822,4.820061998,6.234985242,6.311519793,6.87821438,6.31179725,6.284830996,0
Otu112321,5.372886179,3.068562942,4.558970737,4.99306218,0,6.200043841,6.002402206,5.993404548,0
Otu11237,5.548977438,3.397988309,4.35270058,5.760869733,6.250423968,0,6.338585362,6.483096903,0
Otu112409,5.372886179,3.516184159,4.188038783,5.507585024,5.939744675,6.514303136,6.37020419,5.973980278,0
Otu112429,5.071856184,3.294092175,4.57454933,5.795875769,0,6.231421186,6.696643867,6.615966096,0
Otu11244,5.071856184,0,0,0,0,0,0,0,0
Otu1126,7.117179145,5.307992694,6.175350386,7.090063455,7.482319004,7.902204177,8.034045797,7.736942261,7.791079108
Otu112638,5.071856184,3.516184159,4.5833832,4.99306218,5.705562541,6.257202908,6.252739493,6.321368656,0
Otu112649,5.372886179,3.258619857,4.579157272,5.210315178,5.975748517,6.610784143,6.291513395,5.99203669,0
Otu1127,6.414278848,4.542429824,5.507860911,6.05958345,6.805531147,7.014095379,6.991291627,7.12068886,6.962962163
Otu112717,5.770826188,4.233227872,5.093238707,6.119836012,6.565791333,7.110867131,7.101298297,6.704813792,0
Otu112785,6.247947431,4.357430694,4.922961102,6.381845706,6.702380284,6.778545928,6.988655602,6.964521672,6.839618715
Otu112866,5.372886179,3.808675822,4.330334539,5.740637835,5.956499802,6.194333537,6.481985055,5.973980278,0
Otu112890,0,3.397988309,4.188038783,5.635413915,5.983708318,6.178573646,5.894308026,6.294434544,0
Otu1129,6.433584004,4.648081749,5.481793087,6.496551893,6.845695109,7.32467898,7.510298848,7.155570248,7.060332665
Otu112953,5.770826188,3.687656273,4.519032002,5.371336114,5.536437753,5.920867055,6.003452495,5.99203669,0
Otu113,7.006354618,5.302690808,6.09249571,7.176235368,7.515483271,7.880860247,8.088324719,7.878898212,8.022702739
Otu113098,6.026098683,3.741493441,4.861678951,5.725376696,6.182915163,6.200043841,6.640884529,6.705041483,6.363996021
Otu113135,6.651639766,4.837864945,5.744816224,6.455980536,6.930618817,7.54368907,7.578397421,7.402804347,7.363718527
Otu1132,0,0,0,5.20276204,0,0,0,0,0
Otu113243,5.673916175,4.064671896,5.129171488,5.349139742,5.514403598,6.610003,6.305279704,6.020429755,0
Otu113264,5.673916175,4.024233312,4.591582669,5.96435101,6.248038819,6.633173559,6.756276131,6.478830025,0
Otu1133,6.247947425,4.498399185,5.302947677,6.374553278,6.700196142,7.36148478,7.275757556,7.041473675,0
Otu11341,5.071856184,0,0,5.20276204,5.458334162,0,0,5.99203669,0
Otu113477,5.916954224,3.995683495,4.7624459,5.86244702,6.140730142,5.920867055,6.345829125,6.321368656,6.352961779
Otu1135,6.302305084,4.362717265,5.334282332,6.008007778,6.526681165,7.12035788,7.048361805,6.851803551,6.352961779
Otu113528,5.673916152,3.753484663,4.491003278,5.026670781,5.458334162,0,6.262129094,5.993404548,0
Otu113585,5.071856184,3.577748075,4.781555001,5.20276204,5.514403598,5.871602456,6.253329969,6.293066686,0
Otu1136,6.79613204,5.097419385,5.82453233,6.694452747,7.068413161,7.745423255,7.693796445,7.469159065,6.964308964
Otu113698,5.372886179,3.739194176,5.18542233,5.69651516,5.973406085,6.741868463,6.002402206,6.786972152,0
Otu1137,5.071856184,3.87405501,4.188038783,5.371336114,5.800169362,5.956172913,6.503603899,0,0
Otu11370,0,0,0,0,0,5.924797348,0,0,0
Otu11375,5.770826188,3.068562942,4.911228765,5.751977698,6.139196394,6.22234109,6.508242847,6.322251648,0
Otu113753,5.770826188,4.355382195,5.241711007,6.166445886,6.64897097,7.055823413,6.887757975,6.898726594,6.656810287
Otu113963,5.673916175,3.858474184,4.675109069,5.416164271,5.400342215,5.956172913,6.313609581,0,0
Otu114,7.154641537,5.422376441,6.223846382,7.199044546,7.535867018,7.94943327,8.080979329,8.023697474,7.86269502
Otu1140,6.372886166,4.86234691,5.34374559,6.357918592,6.750679533,7.091009927,7.110548537,7.124009915,6.959345691
Otu1141,6.433584,4.563387658,5.418810821,6.533403219,6.88041997,7.35396043,7.463101989,7.185646274,7.062750048
Otu11410,5.548977438,3.753484663,4.491003278,5.411477774,0,6.172632452,0,6.020247546,0
Otu1142,6.486829511,4.669704479,5.537948228,6.38820433,6.680334725,7.150000921,7.261211759,6.957950326,6.956439575
Otu114221,5.770826188,3.823228834,4.907233286,5.492875621,5.921446801,6.231421186,6.616716812,6.020429755,6.648436135
Otu114236,5.548977438,3.772452127,4.504308745,5.342940743,5.536437753,0,6.305802937,6.307401139,0
Otu11429,5.850007434,4.193751066,5.033169407,5.430771098,6.139280585,5.924797348,6.307119381,6.608887284,6.355792776
Otu1143,6.302305089,4.746654402,5.423666317,6.306279364,6.762183475,7.217394548,7.211172152,7.051696599,6.661524863
Otu114318,5.548977438,4.228825196,4.916902332,6.220697173,6.216617539,6.607637924,7.007442755,6.498545972,6.652649697
Otu1144,7.01137542,5.207530978,5.925525883,6.956791156,7.320932565,7.772890675,7.880633542,7.614674349,7.435026255
Otu114420,5.770826188,3.707252574,0,5.661409713,6.051710281,6.416277515,6.018974221,6.597632526,6.352961779
Otu11445,5.850007434,3.166849484,4.595689966,5.631578615,6.133093121,6.184434659,6.477310758,6.479276409,0
Otu114467,5.372886179,3.068562942,5.018679886,0,5.778271101,6.682856114,6.776793574,6.321368656,0
Otu11449,5.071856184,3.580976254,4.397370975,5.599275889,6.176570208,5.924797348,6.964387693,6.298759748,6.369850917
Otu1145,6.071856175,4.396105244,4.6573347,5.454104251,6.164965996,6.369591421,6.796511333,6.307401139,6.369850917
Otu11453,6.217984193,4.22063538,5.168536497,6.25098867,6.155711647,6.817341213,6.888031736,6.701704009,6.955187006
Otu114541,5.071856184,3.835039074,4.422738447,5.71223557,5.778271101,6.241798405,6.069174194,0,0
Otu114646,6.519014195,4.628601263,5.546137122,6.359859095,6.684858316,6.983898945,7.3835496,7.154814962,6.962955993
Otu114749,5.071856184,0,4.160010059,0,5.458334162,0,0,0,6.669906308
Otu1148,6.414278852,4.676058541,5.255044814,6.441414389,6.517691308,7.163226226,7.148393087,6.95948216,6.667963331
Otu11481,0,3.634900805,0,5.20276204,0,5.920867055,0,6.308973833,0
Otu11483,5.673916175,3.81796455,4.413817826,5.684973705,5.954960692,6.853666954,6.791980185,6.284830996,6.363996021
Otu114848,0,0,4.653730576,5.487084185,5.458334162,6.400612453,6.006089386,0,0
Otu1149,6.628158667,4.950961558,5.785490724,6.740987043,7.006675757,7.490894574,7.38699827,7.308863536,7.359149399
Otu115,7.16876618,5.361415703,6.16500563,7.178115457,7.589535044,8.001487695,8.071510459,7.902618722,7.938546738
Otu1150,6.59037011,4.70191439,5.562060499,6.550566678,6.830164151,7.395929924,7.372580542,7.326765553,7.2626831
Otu115077,6.026098673,3.068562942,4.188038783,5.458354754,5.458334162,6.22234109,6.452801933,0,0
Otu11512,5.548977438,4.078576871,4.503908141,5.507645826,5.735247663,6.811416267,0,6.711431466,6.66698215
Otu115262,5.071856184,3.595122171,4.665160038,5.635459215,0,5.902981813,6.002402206,5.973980278,0
Otu115264,5.916954211,4.082986376,4.917934751,5.647081298,6.253832403,6.550598949,6.31179725,6.284132313,6.966279413
Otu1153,6.302305084,4.537488928,5.453784676,6.444983331,6.829537661,7.252632962,7.237412606,7.070176353,7.26800075
Otu1154,6.275976144,4.948927363,5.643216746,6.559979482,7.053030076,7.348032712,7.49261047,7.151942937,7.059775141
Otu11540,6.217984206,4.466357495,5.518450037,6.494392722,6.641023711,7.203657829,7.247965239,7.214202448,6.355792776
Otu115463,5.548977438,4.236269323,4.397370975,5.564722407,5.800169362,6.215056542,6.069174194,6.275010273,6.662918327
Otu1155,6.725068679,4.749027889,5.718250348,6.557964509,6.962235156,7.543691657,7.573376852,7.456027393,7.40518745
Otu11556,5.071856184,3.166849484,0,5.551890742,5.731335434,5.871602456,6.069174194,0,6.369850917
Otu11557,5.770826188,0,4.461040055,0,6.207202901,6.225827344,6.003452495,5.993404548,0
Otu1156,6.151037415,4.456149051,5.310015153,5.984581134,6.547024111,6.606053406,6.955522403,6.964028445,6.669906308
Otu1157,6.433584,4.655084919,5.610448152,6.348327107,7.013830156,7.275049279,7.393957854,7.229425466,7.261772615
Otu11570,5.673916175,4.360709186,5.014197759,5.757264698,5.800169362,6.511395854,6.018974221,6.622353097,0
Otu115726,6.628158669,4.847335226,5.533451269,6.682865891,6.932096233,7.446036276,7.330668751,7.402014012,7.316110951
Otu115731,0,3.59864776,4.218002006,5.685828925,0,6.178573646,6.305802937,6.020429755,6.367899516
Otu115732,5.77082617,3.713392147,4.607973085,4.99306218,5.408682831,6.188605478,6.303432202,6.321277542,0
Otu1158,6.878036142,5.165887431,5.986382203,6.917638754,7.286295006,7.659493121,7.902712765,7.53588348,7.441781495
Otu11582,6.302305084,4.538884247,5.454089322,6.29051333,6.715969635,6.988164829,7.289471858,7.176784135,7.050826326
Otu1159,6.302305089,4.490941142,5.054635218,6.423926588,6.549387793,7.060358199,7.153929455,6.998977526,7.259335968
Otu115903,5.372886179,3.739194176,4.021707361,5.811220827,5.536437753,5.871602456,0,0,0
Otu115910,6.113248852,4.428273221,4.910140942,6.068240278,6.431491119,6.953980798,6.774239534,6.693604027,6.651222838
Otu116,7.583739528,5.763472646,6.652725783,7.616275146,7.995500666,8.433681575,8.525990054,8.332319541,8.188055453
Otu1160,6.113248844,4.580231426,5.164036786,6.175173341,6.503483807,6.862056223,7.283112375,7.008194062,6.839713287
Otu1161,5.071856184,0,0,0,5.536437753,0,0,0,0
Otu1162,6.662920774,4.927798074,5.767495938,6.583459224,7.075804859,7.52549837,7.48011926,7.438970179,7.315715503
Otu11620,6.185799515,3.59864776,5.001149884,5.951155942,5.897666855,6.802469738,6.705680113,6.789560199,6.659803504
Otu11624,5.071856184,3.568250025,4.160010059,5.20276204,5.95883353,6.205623958,6.307119381,6.020247546,0
Otu116249,5.071856184,3.568250025,4.627883919,5.20276204,0,6.225827344,6.709012401,0,0
Otu11628,5.548977438,3.294092175,4.875647445,5.435255004,6.252650789,6.527934864,6.952158354,6.612552923,6.347406139
Otu116296,5.673916175,4.12271594,4.765221518,5.397988309,6.508933441,6.675778926,6.781960726,6.488229348,6.352961779
Otu1163,6.350609775,4.529258781,5.300560192,6.392179412,6.71677004,7.272677978,7.275153962,7.010981064,6.845672212
Otu11631,5.673916175,3.929382252,4.160010059,5.626353408,5.408682831,6.223866643,6.069174194,0,6.347406139
Otu116336,5.77082617,4.123512409,4.860080165,5.891094805,6.271674094,6.856508493,7.093683698,6.608762391,6.837642588
Otu1164,6.651639764,5.017077443,5.815730913,6.825035021,7.188471528,7.711379876,7.716701607,7.538601384,7.591038356
Otu116424,0,0,0,0,0,0,6.002402206,5.973980278,0
Otu11647,5.673916175,3.068562942,4.021707361,0,5.897666855,6.194333537,6.580833639,6.592929959,0
Otu1165,0,0,4.322737357,0,0,0,6.003452495,0,0
Otu11651,0,0,0,0,0,6.184434659,6.262129094,0,0
Otu116685,5.372886179,4.045733493,4.036771108,5.429158417,6.26743601,6.188605478,0,6.479276409,0
Otu11669,6.026098683,4.343867288,5.061637774,6.26506913,6.384048138,6.750560875,7.12702994,6.299689875,0
Otu1167,0,3.294092175,4.160010059,0,0,0,0,0,0
Otu1168,5.548977438,4.270345276,4.927778947,6.139806102,6.146124005,6.811897323,6.835820806,6.782474402,6.662518438
Otu116890,0,0,0,0,5.458334162,6.204011809,0,0,0
Otu1169,6.350609765,4.439085347,5.374638065,6.098212619,6.820157844,7.277283377,7.33414152,7.15421163,6.958511674
Otu116912,6.071856175,4.092962028,5.45887814,5.728469646,6.523522342,7.090813126,7.064187447,6.909901834,6.669906308
Otu11692,0,3.294092175,0,0,0,5.956172913,6.002402206,0,0
Otu116945,7.33667399,5.491054757,6.320056271,7.295394574,7.708598287,8.195201486,8.282992657,8.097507906,7.903159643
Otu116947,6.247947425,4.398605781,4.953168081,5.875048069,6.251414237,6.905853713,6.965195263,6.308973833,6.663908723
Otu116960,0,3.258619857,0,5.311221502,5.774729367,0,6.490641433,6.020429755,0
Otu117,7.270513254,5.57170892,6.398583232,7.246522353,7.663166582,8.05124479,8.185817663,8.023980827,7.99293784
Otu1170,6.113248861,4.378732436,5.218032971,6.223364465,6.624687487,7.20753724,7.425492998,7.210118664,6.667963331
Otu11701,5.071856184,0,0,0,0,0,0,0,0
Otu117060,5.548977438,3.59864776,4.719331036,5.745811877,5.735247663,6.215056542,6.48667974,0,0
Otu1171,6.185799515,4.572224924,5.149786997,6.217248906,6.759080812,6.612835169,7.214752876,6.993878381,6.842336504
Otu117181,5.548977438,3.516184159,4.188038783,5.763962536,6.41863797,6.592615232,6.580133184,6.463222165,0
Otu1172,6.113248852,4.531237254,5.250273772,6.216332946,5.877463469,6.951286055,6.847383769,6.70133567,6.665026017
