,qPCR,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Level 8,Level 9
Otu2187,3.32832683,0,2.542180187,0,0,3.233391832,0,3.963000483,4.377706554,0
Otu2188,0,0,0,0,0,0,0,0,0,4.96173768
Otu2189,0,0,2.856283991,3.136001276,0,0,3.58728109,3.9656225,0,0
Otu219,5.048572132,3.200993905,4.405321186,4.970566607,4.638253787,4.670144902,4.749282277,5.120437199,5.329595485,5.43607764
Otu2190,0,0,0,3.136001276,3.213300734,0,0,0,0,0
Otu2193,3.792373731,1.926102175,3.367311651,3.981437848,3.532963788,3.710259271,0,3.931143154,4.325009689,0
Otu2199,0,0,0,3.16895382,0,0,0,0,0,0
Otu22,5.883940415,4.185582612,5.168423787,5.786675083,5.760091533,5.725806737,5.799211601,6.087932229,6.414878995,6.574248556
Otu220,0,0,0,0,0,3.251867998,0,0,0,0
Otu221,5.071237927,3.157567199,4.344977903,4.807655753,4.756801789,4.66603328,5.058975579,5.28925109,5.634761755,4.96173768
Otu2213,3.909500634,0,2.549165074,0,0,3.26979646,0,0,4.377706554,0
Otu2216,3.791461074,0,2.719426777,0,0,3.251867998,0,0,0,0
Otu2218,3.32832683,1.885218079,2.549165074,0,3.55022274,3.552882691,3.58728109,3.948983627,0,0
Otu2219,0,0,2.588450085,0,0,0,0,3.948983627,0,0
Otu222,0,0,2.542180187,3.0632147,0,0,0,0,0,0
Otu2220,0,0,0,0,0,0,0,3.931143154,0,4.944317279
Otu2221,3.329231888,0,0,3.51639389,0,0,0,3.948983627,0,0
Otu2223,0,1.807736686,0,3.668962549,0,0,3.842065212,0,0,0
Otu2224,3.32902773,1.774944105,0,3.595713608,0,0,0,0,0,0
Otu2226,0,0,2.719426777,0,0,0,0,0,0,4.959689649
Otu2227,3.327817828,0,2.631645359,0,3.211031744,0,0,0,0,4.944317279
Otu2228,3.32902773,2.186248075,3.169212616,3.140558765,0,3.262051956,4.235469261,0,0,0
Otu2229,4.328776778,2.49456955,3.600127776,4.284128581,4.045964928,4.43522866,4.324885673,3.9513206,4.340145885,4.944317279
Otu223,4.453268178,2.961325846,3.598603365,4.201225415,4.458960207,4.493200024,4.32733152,4.789536063,4.674058149,4.944317279
Otu2230,0,1.506706758,3.438483132,0,3.213300734,3.53128655,3.522902003,0,0,0
Otu2233,0,0,0,0,0,0,0,0,4.382322691,0
Otu2234,0,0,0,0,3.262720171,3.728989252,0,0,0,0
Otu2236,0,0,0,3.109619011,0,0,0,0,0,0
Otu224,5.276228496,3.464170897,4.630409399,5.083220928,5.179325582,5.077780923,5.05487218,5.349057831,5.833487612,5.562429904
Otu2242,4.0467383,0,0,0,0,0,0,3.963000483,0,0
Otu2249,0,0,0,0,0,0,0,0,4.626049958,0
Otu226,4.722847018,2.838454984,3.712251102,4.449406672,4.269856818,4.105213586,4.503264231,4.949252519,4.852473355,5.435587332
Otu2264,3.327233311,0,2.588450085,0,0,0,0,0,0,0
Otu2265,3.327233311,0,2.879334946,0,0,0,0,0,0,0
Otu2268,3.327233311,0,2.719426777,3.833273078,3.262720171,3.262051956,0,0,0,0
Otu2269,3.327817828,1.506706758,3.0537741,3.788284435,0,0,4.238426348,0,4.325009689,0
Otu227,4.497812452,2.134601755,3.493262138,4.141824637,4.054379151,4.073825254,4.158855231,4.545638735,4.377706554,5.265576988
Otu2271,3.329231888,0,0,3.641219377,0,3.22735585,0,0,0,0
Otu2272,0,0,2.631645359,3.16895382,3.523380022,3.26979646,0,0,0,0
Otu2273,0,0,2.843208936,0,0,0,3.825044008,3.9513206,0,0
Otu2276,0,0,2.978780142,3.324975096,3.249192769,3.570825289,3.558502609,0,4.325009689,0
Otu2278,3.327817828,0,0,3.51639389,0,0,0,0,0,0
Otu2280,0,1.625072128,2.588450085,0,0,0,0,0,0,4.947554523
Otu2281,0,0,2.542180187,0,3.213300734,0,0,3.931143154,0,0
Otu2283,0,0,0,3.403503758,0,3.233391832,3.540258269,0,0,0
Otu2284,0,0,0,0,3.211031744,0,0,0,0,0
Otu2285,3.327817828,0,0,0,0,3.22735585,0,0,0,0
Otu2286,0,0,0,0,0,0,0,3.9513206,0,0
Otu229,4.875715929,3.207710472,4.420437964,4.641128502,4.654392169,4.803586263,4.910286461,5.201119788,5.47153914,5.567634834
Otu23,6.655072261,4.91472769,6.068783947,6.619924563,6.52100485,6.512629989,6.594863955,6.993391337,7.23616975,7.404239732
Otu230,5.493638026,3.760509407,4.978976448,5.502684781,5.284690754,5.469057802,5.222239207,5.62921722,6.073291981,6.258921843
Otu2300,0,0,0,3.109619011,0,0,0,0,0,0
Otu231,5.349020653,3.793269284,4.85501471,5.49297179,5.266742348,5.324595476,5.327808163,5.518099832,5.950453298,5.959611147
Otu2314,3.618218846,0,0,0,0,0,0,0,0,0
Otu2319,3.618518043,2.134601755,0,3.582190079,0,3.251867998,0,0,0,0
Otu2323,3.32832683,1.774944105,0,3.51639389,3.213300734,3.574201101,0,0,0,0
Otu2325,0,0,2.517483727,0,3.213300734,3.570825289,0,0,0,0
Otu2327,3.619757025,0,2.631645359,3.493808499,0,3.563079576,3.558502609,4.258229801,0,0
Otu2328,3.619757025,0,3.138195837,3.834971281,0,3.233391832,0,3.938155551,0,0
Otu2329,0,2.186248075,0,3.711678999,3.213300734,3.534168011,0,4.259275384,4.377706554,0
Otu233,5.070363742,3.449140654,4.542241555,5.151139452,4.936393671,5.047091214,5.07740974,5.286869773,5.492930265,5.655928011
Otu2330,0,0,2.631645359,3.87135963,3.514330729,3.540814958,0,3.9513206,0,0
Otu2331,0,0,0,0,0,3.528385858,0,0,4.340145885,0
Otu2332,4.650104684,3.267061849,4.41376704,4.649718498,4.588237704,4.645306029,4.747391294,5.154477573,5.376308967,5.438439462
Otu2334,3.327233311,0,2.542180187,3.16895382,3.509491232,3.26979646,0,0,0,0
Otu2337,0,0,0,3.437031272,0,3.55458512,0,0,0,0
Otu234,4.714298168,2.872582346,3.915685708,4.275803365,4.58900835,4.555551723,4.236173657,4.792388296,5.144297725,5.437696301
Otu235,4.826988801,3.072742137,4.460483877,4.464090582,4.667866656,4.499133529,4.60009606,5.061358701,5.337764881,6.046014448
Otu236,4.839549305,2.963136915,4.265836783,4.981634508,4.543735907,4.433163373,4.667066297,4.987343469,5.142029957,5.561736245
Otu2365,0,2.102193382,0,3.215363894,4.046757079,3.737282163,0,0,4.332713765,4.96173768
Otu2367,3.61924235,1.506706758,0,3.16895382,3.262720171,3.251867998,0,0,4.648224459,0
Otu2368,3.792133391,1.774944105,2.911614531,3.109619011,3.671109763,3.733305206,0,0,0,0
Otu237,5.299240543,3.454344295,4.564973309,5.239863202,5.090314123,5.12179398,5.046967542,5.469404268,5.711545103,5.914841763
Otu2370,3.329768231,0,0,0,0,3.262051956,0,0,0,0
Otu2371,3.32832683,0,0,3.215363894,3.249192769,0,3.524021159,0,0,0
Otu2372,3.791636149,0,0,0,0,0,0,0,0,0
Otu2373,3.618218846,1.774944105,2.517483727,3.469998531,0,3.251867998,0,0,0,0
Otu2374,3.620515284,1.506706758,0,3.136001276,0,0,0,3.9513206,0,0
Otu2375,0,1.807736686,2.631645359,3.660025463,3.262720171,0,3.58728109,0,0,0
Otu2376,3.619502912,1.625072128,3.051214844,3.16895382,3.548283026,3.251867998,0,4.239185546,4.382322691,0
Otu2377,0,1.774944105,0,0,3.233757319,3.22735585,3.838651635,0,0,0
Otu2378,0,0,2.866961101,3.410649003,3.950945915,3.26979646,3.540258269,0,0,0
Otu2379,3.32832683,2.498474431,3.077703258,3.494728459,3.211031744,3.233391832,3.551860032,0,0,0
Otu2382,4.262053273,2.329020693,2.870281625,3.140558765,3.509491232,3.726304313,0,4.429044519,0,5.257998658
Otu2384,0,0,2.549165074,0,3.233757319,0,0,0,0,0
Otu2385,3.909085721,1.774944105,2.870281625,3.736280317,3.211031744,0,3.558502609,3.948983627,0,0
Otu2386,3.786222575,1.774944105,2.542180187,3.387184081,3.211031744,0,3.852890028,0,0,0
Otu2387,0,0,3.159691653,0,3.163510785,3.570825289,0,3.9656225,0,0
Otu2388,0,0,0,3.642648314,0,3.273055324,0,0,0,0
Otu2391,0,0,0,0,0,0,3.58728109,0,0,0
Otu24,6.691278824,4.868890096,5.89163286,6.422078456,6.614879846,6.504112109,6.668558248,6.86433289,7.069033181,7.327039774
Otu240,4.988981294,3.087755203,4.200888268,4.812363602,4.786442789,4.710651615,4.711057536,5.15581647,5.533474915,5.443447494
Otu241,4.669725048,2.809280282,3.898881838,4.668217303,4.622395488,4.207183511,4.337509505,4.64462454,5.40815462,4.947554523
Otu2417,4.047123711,0,2.831036829,3.16895382,0,3.262051956,0,3.931143154,4.340145885,4.944317279
Otu2421,3.618479717,0,2.588450085,3.387184081,0,0,0,0,0,0
Otu2422,3.909190177,1.774944105,2.852853606,0,0,3.262051956,0,3.963000483,0,4.969816412
Otu2424,4.211105216,0,2.931118711,4.077771664,3.688162794,3.22735585,4.249607848,0,0,0
Otu2426,3.329231888,0,2.994604968,3.900428384,3.522270404,3.728989252,0,0,0,0
Otu2428,3.329231888,1.625072128,2.549165074,0,0,0,0,0,0,4.96173768
Otu243,3.618778733,2.345739342,3.175864765,4.063752686,3.901832644,4.100275259,4.061948768,4.252350839,5.073836409,0
Otu2430,0,1.625072128,2.542180187,3.215363894,0,0,4.072542324,3.948983627,0,0
Otu2431,3.792189642,0,3.060029439,0,3.262720171,3.262051956,0,0,4.377706554,0
Otu2434,3.329231888,0,2.549165074,3.776354238,3.233757319,3.570825289,0,0,0,0
Otu2435,3.329768231,1.506706758,2.549165074,3.633146933,3.509491232,3.251867998,0,3.938155551,0,0
Otu2436,3.32832683,0,2.542180187,0,3.233757319,0,3.558502609,0,0,0
Otu2438,3.32832683,0,2.631645359,0,0,0,0,0,0,0
Otu244,4.714142054,2.944257486,3.941174082,4.330984745,4.770829599,4.296416979,4.237572939,4.657994162,4.836237048,4.96173768
Otu2444,0,0,0,0,0,0,0,3.9513206,0,0
Otu2445,3.329231888,0,2.517483727,0,3.211031744,0,0,0,0,0
Otu246,5.047351015,3.074917778,4.289936437,4.795449897,4.85528368,4.887691221,4.755845845,5.061118273,5.588547452,5.649790599
Otu2475,0,0,3.341723677,3.946515584,0,3.55458512,0,4.426698049,0,0
Otu2476,3.618518043,0,0,3.109619011,0,0,0,0,0,0
Otu248,4.58623757,2.920505488,3.77481885,4.533452916,4.472740069,4.400151792,4.33066966,5.230243651,4.960089554,4.959689649
Otu2480,3.620515284,2.075974465,2.890241889,3.711678999,0,0,0,0,0,0
Otu2481,3.909635646,2.220016801,3.102405001,3.494112532,4.065250429,0,3.558502609,4.254647447,0,4.959689649
Otu2483,0,0,0,0,0,0,0,0,4.332713765,0
Otu2485,3.32902773,2.075974465,2.719426777,3.615169682,3.213300734,0,0,0,4.340145885,4.959689649
Otu2486,3.329768231,0,3.469110945,0,0,0,0,0,0,0
Otu2487,0,2.075974465,2.879334946,3.51639389,0,3.566969112,0,4.426057665,0,4.959689649
Otu2488,0,0,2.719426777,0,3.512061739,3.53128655,0,0,0,0
Otu2489,3.61924235,1.774944105,2.542180187,0,3.213300734,3.26979646,3.522902003,0,0,0
Otu249,5.078382899,3.073565747,4.555994991,5.207786713,5.052148411,5.061215341,4.727247289,5.341660279,5.535760137,6.130938909
Otu2491,3.329768231,0,2.631645359,3.109619011,3.233757319,3.730114731,3.558502609,0,4.382322691,0
Otu2492,0,0,2.542180187,0,0,3.273055324,3.524021159,0,0,0
Otu2496,0,0,0,0,0,0,3.540258269,0,0,0
Otu2497,0,1.774944105,0,3.62718341,0,0,0,0,0,0
Otu2499,3.32832683,0,2.588450085,3.919821191,3.163510785,3.273055324,0,0,0,0
Otu25,6.600714551,4.866537665,5.909250066,6.410189289,6.441807537,6.337535356,6.506796186,6.841765612,7.141821079,7.264617134
Otu250,5.182742365,3.474869934,4.691807727,5.104710046,5.150180002,4.935167997,5.130789736,5.41131147,5.755847218,5.860323837
Otu2500,0,0,2.932675355,3.646075074,0,0,0,0,0,0
Otu2502,3.790507267,0,3.084045935,3.626005092,0,0,0,0,0,0
Otu2503,0,0,0,3.136001276,0,0,0,3.948983627,0,0
Otu2504,0,0,0,0,0,3.750177427,0,0,0,0
Otu2505,0,0,0,0,0,0,3.551860032,3.948983627,0,0
Otu252,4.930940549,3.072512634,4.077456191,4.498759474,4.655114755,4.404761868,4.772723332,5.180514459,5.150522857,5.428596764
Otu2528,3.32902773,0,0,0,0,3.251867998,0,0,0,0
Otu254,5.070973343,3.492939951,4.497453389,5.105213103,4.874169302,4.929172962,4.886144458,5.383751828,5.652218622,5.733293566
Otu2549,3.909502387,2.329339731,3.472555318,3.910476034,3.692175865,3.735055209,0,0,0,0
Otu2550,3.909819717,2.292016231,0,3.931938911,3.710525885,3.534168011,3.870961523,4.239185546,0,0
Otu2551,0,1.625072128,2.588450085,3.439315835,3.233757319,0,3.838651635,0,4.325009689,0
Otu2552,0,1.926102175,0,0,0,3.273055324,0,0,4.634651224,0
Otu2558,3.327817828,1.870939467,3.241151437,0,0,0,3.522902003,0,0,0
Otu2559,3.327817828,2.075974465,0,0,0,3.251867998,3.58728109,3.963000483,0,0
Otu256,3.619039267,1.774944105,2.719426777,3.215363894,0,0,3.841288195,0,0,0
Otu2560,3.619966072,2.158096578,0,0,0,0,0,0,0,0
Otu2561,3.619502912,1.506706758,2.588450085,4.068717869,0,0,0,0,0,0
Otu2562,0,1.625072128,2.931118711,3.569553757,0,0,0,0,4.340145885,0
Otu2564,3.618839207,0,2.889480081,0,0,3.233391832,0,0,0,4.967699198
Otu2565,4.047492731,0,3.508460301,3.0632147,3.826795317,0,0,0,0,0
Otu2566,3.792269238,1.774944105,2.517483727,3.0632147,0,0,0,0,0,4.944317279
Otu2567,3.327233311,0,3.060029439,3.646075074,3.55022274,0,0,0,0,0
Otu2569,0,0,0,3.140558765,0,0,0,0,0,0
Otu257,4.047326322,2.693125637,3.821753787,4.324520905,3.914564518,4.076365698,4.395176498,4.266652498,5.067547989,0
Otu2571,3.32902773,0,0,0,3.563738308,3.262051956,0,0,0,0
Otu2572,0,0,2.943616742,3.324975096,0,3.26979646,0,0,0,0
Otu2573,3.32902773,0,0,0,0,0,0,0,0,0
Otu2574,0,0,2.719426777,3.136001276,0,0,0,0,0,0
Otu258,3.620515284,0,0,0,3.249192769,3.233391832,0,0,0,0
Otu26,6.372109128,4.668267283,5.64227896,6.225995728,6.179779672,6.111314393,6.168547547,6.615368805,6.909916092,7.046362472
Otu260,4.714261136,2.974825631,4.134176508,4.770219377,4.524760957,4.686866145,4.535664891,4.953359703,5.552866601,5.658528201
Otu2601,0,0,0,3.0632147,3.233757319,0,0,3.9513206,0,0
Otu261,5.055448192,3.083466109,4.396851687,4.615331095,4.755775009,4.867313647,4.894547619,5.273123001,5.589002448,5.862030657
Otu262,5.127703376,3.336296896,4.169708847,4.821866399,4.797431285,4.665291723,4.792085443,5.207262429,5.474089836,5.270846407
Otu2626,0,2.07536936,3.050688738,3.721620971,0,0,4.072438552,0,0,0
Otu2627,0,0,2.978780142,0,0,3.22735585,0,0,0,0
Otu2629,3.791582124,1.885218079,3.051214844,3.625872235,3.533517818,0,0,0,0,0
Otu2634,3.329231888,0,2.517483727,3.109619011,3.94995189,0,0,3.9656225,0,0
Otu2635,3.329231888,1.625072128,2.932675355,0,3.558241783,0,3.551860032,0,0,0
Otu2636,3.32902773,0,0,3.0632147,3.532963788,3.22735585,0,0,4.377706554,0
Otu2637,3.329231888,0,0,3.109619011,3.211031744,3.720111867,3.855986128,0,4.382322691,0
Otu2639,3.620515284,1.962243586,2.549165074,3.136001276,3.532963788,3.262051956,3.540258269,0,0,0
Otu264,4.798875821,2.951695687,3.951057561,4.41799937,4.39526381,4.400744203,4.461985924,4.953571887,5.340015855,5.558890039
Otu2641,4.04785707,2.498094227,3.74540179,4.33728462,3.709205429,3.233391832,4.1331994,0,4.66036216,0
Otu2642,3.32832683,2.543168023,2.994604968,3.441588601,0,0,3.524021159,0,4.368317423,0
Otu2645,0,0,0,0,3.249192769,0,0,4.433310493,0,0
Otu2646,3.329768231,0,0,0,3.262720171,0,0,0,0,0
Otu2648,3.329231888,2.134601755,2.588450085,0,3.211031744,3.736167158,3.522902003,0,0,0
Otu2649,3.32832683,1.774944105,2.959887403,3.764834869,0,0,0,0,0,0
Otu2650,4.048191472,1.774944105,3.35697347,3.437031272,0,3.273055324,0,3.963000483,0,0
Otu266,4.511401511,2.587133562,4.046160093,4.428077167,4.300957459,4.207567561,4.509456727,4.431285233,4.960125973,4.969816412
Otu267,4.73861806,3.049946355,3.733431589,4.200491247,4.328718949,4.21001915,4.547333616,0,5.152069696,0
Otu2670,0,0,0,0,0,0,0,4.239185546,0,0
Otu269,4.497678151,2.476613362,3.680659656,4.133434011,4.546046558,3.528385858,3.551860032,4.542095453,0,5.433260242
Otu27,3.620515284,0,0,0,3.233757319,0,0,0,4.377706554,0
Otu270,4.618851358,2.333370319,3.982896992,4.511473753,4.493477182,4.464149552,4.162423146,4.913220859,4.842727374,0
Otu2709,3.618839207,1.807736686,3.094875055,3.16895382,3.812378424,3.26979646,0,4.242379043,4.332713765,0
Otu2710,4.085134148,1.885218079,0,3.109619011,3.233757319,3.574201101,3.58728109,0,0,0
Otu2711,3.619220347,0,0,3.625872235,3.538663168,4.066480945,0,3.9656225,0,0
Otu2717,3.909796411,1.870939467,3.191994552,3.600512106,0,0,0,0,4.377706554,0
Otu272,5.048199295,3.369544039,4.412156642,5.04692881,4.876586989,4.902365296,4.874026519,5.063495156,5.673890834,5.862351641
Otu2720,3.909306363,0,0,3.763007102,0,3.262051956,0,0,0,0
Otu2721,3.786597186,1.506706758,2.870281625,0,3.249192769,3.548864335,3.858427317,4.420206107,4.382322691,0
Otu2722,3.619966072,0,0,3.16895382,0,0,0,0,0,0
Otu2723,0,0,0,0,3.211031744,0,0,0,0,0
Otu2725,0,2.048190061,2.943616742,0,3.640631742,0,0,3.931143154,0,0
Otu2726,0,1.625072128,3.055555123,3.453820007,0,0,3.823937731,4.234710275,0,0
Otu2728,0,2.36422102,0,3.945432597,3.249192769,0,0,0,0,0
Otu2732,0,0,3.12709609,3.109619011,0,0,0,3.9513206,0,0
Otu2733,0,1.926102175,2.932675355,0,0,3.22735585,0,0,0,4.969816412
Otu2734,3.329231888,0,2.631645359,3.140558765,3.213300734,0,3.58728109,0,0,0
Otu2735,4.211330302,0,3.072820041,3.441588601,0,3.558018621,3.558502609,0,0,0
Otu2736,3.78614528,0,0,0,0,0,0,4.239185546,0,0
Otu2737,3.32832683,0,2.542180187,3.711678999,0,0,0,3.931143154,0,0
Otu274,4.770321348,2.91125608,3.971528961,4.099746687,4.453729254,4.063877721,4.68857802,4.650651439,5.20099849,5.258283961
Otu2741,0,0,0,0,0,3.251867998,0,0,4.382322691,0
Otu2743,0,0,0,3.437031272,0,3.867156319,3.558502609,4.418899691,0,0
Otu2745,3.32902773,0,2.870281625,3.136001276,0,3.528385858,0,0,0,0
Otu2748,3.79071554,0,0,0,0,0,0,0,0,0
Otu275,3.619502912,2.714314784,3.199168021,3.83841911,3.211031744,3.26979646,4.054675253,0,4.340145885,4.967699198
Otu2750,0,0,0,3.136001276,3.213300734,0,0,0,0,0
Otu276,5.247304,3.347680712,4.282898229,4.813697638,5.188969517,4.9788251,5.0657342,5.412591298,5.441520996,5.654498239
Otu2764,0,0,0,3.136001276,3.233757319,0,0,0,0,0
Otu277,5.171187746,3.328778323,4.291255899,4.614810276,4.930094941,4.632641474,4.946740149,5.179363606,5.353297931,5.655928011
Otu279,4.791894044,3.329636779,4.109027708,4.794405559,4.648839492,4.621604523,4.773777647,4.912313401,5.272193247,5.654630296
Otu2799,4.048126728,2.352872628,2.542180187,4.121377109,3.499848088,3.233391832,4.1331994,4.249754904,4.655544954,4.959689649
Otu28,6.299749929,4.534897524,5.624832902,6.121781517,6.073705499,6.091658921,6.136533891,6.51617448,6.812372619,6.910718947
Otu280,4.538482685,2.836806056,3.820603306,4.393722912,4.554098503,4.20869493,4.078924058,4.42564403,4.680960224,5.43116608
Otu2801,3.786409921,0,2.834643908,0,3.211031744,3.233391832,0,0,0,0
Otu2802,0,2.075974465,0,0,0,3.273055324,3.551860032,0,0,0
Otu2803,0,0,0,0,3.163510785,0,3.58728109,0,0,0
Otu281,4.799318823,2.682724706,4.049681379,4.354338874,4.403434309,4.51477504,4.45096453,5.062004503,5.048612348,0
Otu2847,4.538117605,2.950362902,3.835580318,4.601916841,4.502688248,4.328266747,4.464436663,4.726022136,5.141690836,5.560346214
Otu2848,3.32832683,0,0,3.466746788,0,0,0,0,0,0
Otu2850,3.619528241,0,3.058973337,3.621365265,3.163510785,3.569788377,0,3.931143154,0,0
Otu2851,0,0,0,3.692485149,0,3.534168011,4.07114271,0,0,0
Otu2856,0,2.333370319,0,3.582190079,0,0,0,3.931143154,4.641175881,0
Otu286,4.086080693,2.389560908,3.408435217,3.708691434,3.975610183,4.10652791,3.58728109,0,4.332713765,4.959689649
Otu2863,3.329768231,1.885218079,0,3.624922729,0,3.273055324,0,0,0,0
Otu2864,3.327233311,1.885218079,2.517483727,0,3.827703145,3.26979646,0,3.948983627,0,0
Otu2865,4.210625914,1.962243586,3.048020972,3.999618673,3.832118176,4.111122796,0,3.963000483,4.332713765,0
Otu2866,0,0,0,3.387184081,0,0,0,0,0,0
Otu2867,4.086066953,2.788355769,3.284975603,4.074566149,4.051080955,3.733527166,4.153795393,4.728909576,0,5.557648593
Otu2869,0,1.506706758,2.542180187,3.140558765,3.503975003,0,0,4.252350839,0,0
Otu287,4.851940045,3.32785369,4.400518744,5.092057888,4.778098613,4.992287815,4.70887044,5.155193863,5.540807718,5.859528069
Otu2872,5.078559697,3.331625292,4.431018223,5.09045259,4.922423646,4.953006299,5.071431464,5.368085732,5.550388771,5.808311248
Otu2874,0,1.774944105,0,3.0632147,3.828864923,0,3.540258269,3.938155551,0,0
Otu2875,3.791958522,0,0,0,0,0,0,4.234710275,0,0
Otu2876,3.32832683,0,2.588450085,3.109619011,0,0,0,0,0,0
Otu2878,0,2.134601755,2.866961101,3.441328938,3.249192769,0,3.540258269,4.249964777,0,0
Otu2879,3.909457158,0,0,3.855856171,3.233757319,3.262051956,0,0,0,0
Otu288,4.839688791,3.216479919,3.885529088,4.524225262,4.558092587,4.288411242,4.335054135,4.637231599,4.325009689,5.438926563
Otu2883,3.327817828,0,0,3.6376512,0,0,0,3.9513206,4.332713765,0
Otu2884,3.910208709,0,3.060029439,3.615169682,0,0,3.58728109,0,0,0
Otu2885,3.791782868,1.774944105,2.588450085,3.51639389,3.558241783,0,3.558502609,0,0,0
Otu2886,0,0,0,0,0,3.22735585,3.540258269,0,0,0
Otu289,4.722870632,3.26354902,4.228188242,4.581828631,4.733585268,4.713195509,4.738933643,5.093986643,5.334095233,4.96173768
Otu2891,0,1.625072128,0,3.369923113,3.213300734,0,0,3.938155551,0,0
Otu2895,0,0,2.856283991,0,0,0,3.522902003,0,0,0
Otu291,4.49785922,2.909671377,3.627258957,4.121388881,4.443997606,4.341789898,4.379707082,5.069710696,4.382322691,5.253125719
Otu2914,4.920316284,3.106050975,4.112652308,4.646290772,4.470732248,4.449649944,4.671304452,4.644689574,5.44053574,5.550380463
Otu2916,3.329231888,2.207171316,3.047624379,3.790187586,3.833677473,3.574201101,0,4.637125555,4.655480522,0
Otu292,5.063393834,3.065541836,4.103557976,4.787445013,4.686955099,4.539909994,4.730932956,5.258209988,5.363882849,5.253125719
Otu2924,0,0,2.542180187,0,0,3.233391832,0,0,4.377706554,0
Otu293,3.9106839,0,3.074317127,3.646075074,0,3.251867998,0,0,0,0
Otu2930,3.329231888,0,2.588450085,0,3.464540483,0,0,0,0,0
Otu294,4.714088211,3.045783084,3.932430241,4.371680157,4.76987273,4.507506783,4.709182057,4.658461409,4.655480522,5.433333427
Otu296,3.329231888,0,2.890241889,3.453820007,0,0,3.522902003,0,0,0
Otu297,5.242108621,3.459264871,4.365753015,4.852418878,5.25413048,4.839575712,5.21138193,5.330994519,5.629867958,5.664544201
Otu298,5.047595527,3.073805894,4.168751141,4.6431149,4.803559509,4.549655048,4.816209236,5.065697198,5.352852506,5.667093472
Otu299,5.241933353,3.50399195,4.493255375,4.941248803,5.065400849,5.067673028,5.060447629,5.272954325,5.590503597,5.859731505
Otu2992,0,2.075143847,2.517483727,3.109619011,3.213300734,3.251867998,0,0,0,0
Otu2997,3.618218846,0,2.517483727,3.140558765,3.512061739,0,0,0,0,0
Otu3,7.658193821,5.93883968,7.072320348,7.584571914,7.493002981,7.457760588,7.593908516,7.948483539,8.243370279,8.421415184
Otu30,4.328709418,2.749598507,3.642133428,3.892914267,4.33990557,4.101382148,4.078924058,4.251183681,4.838605072,4.967699198
Otu3003,3.327233311,0,2.588450085,3.0632147,3.694985367,0,3.522902003,0,4.81726714,0
Otu3004,3.791636149,0,2.870281625,0,0,0,0,0,4.626049958,0
Otu3005,3.619777903,1.774944105,2.879334946,0,3.213300734,3.251867998,0,0,0,0
Otu3011,4.497886095,2.744449232,3.853806,4.106865396,4.408434638,4.541906912,4.493530941,4.553047272,0,4.969816412
Otu3012,0,0,2.588450085,3.961050708,0,3.262051956,0,0,0,0
Otu3015,4.619256317,2.961050419,3.802482596,4.341165107,4.260575336,4.203701333,4.397374588,4.549585336,4.833879345,4.959689649
Otu3017,0,1.625072128,3.094118982,0,0,3.26979646,0,0,4.368317423,0
Otu302,4.792052432,2.982780467,4.20870284,4.560816584,4.72692996,4.731036749,4.874239007,5.12443085,5.244958864,5.652424415
Otu3023,0,0,0,3.109619011,0,0,0,0,0,0
Otu3025,0,0,0,0,3.719093673,0,0,0,4.634651224,0
Otu3026,3.329768231,0,0,3.754850003,0,0,0,4.416942803,0,0
Otu3027,0,0,0,0,3.233757319,0,0,0,0,0
Otu3028,3.791582124,0,0,0,0,0,0,0,0,0
Otu303,4.563450394,2.815529632,3.72554555,4.108841346,4.340771829,4.364016325,4.345200865,4.558003715,4.942089103,4.96173768
Otu3031,3.327233311,0,3.190790061,3.469998531,0,0,0,0,0,0
Otu3038,3.61924235,2.407024592,2.866961101,3.493808499,3.824410018,0,4.052014922,3.948983627,4.377706554,0
Otu304,4.93108237,3.106650639,4.119580206,4.562451671,4.960840291,4.697776265,5.049976003,4.942711862,5.200342819,5.263397303
Otu3041,0,0,2.517483727,0,0,3.262051956,0,0,0,0
Otu305,4.687806362,3.106594324,4.151097348,4.338690142,4.395376333,4.728936938,4.692193117,4.949363738,5.202856717,5.561337384
Otu3063,0,1.506706758,0,0,0,0,0,0,4.340145885,0
Otu3069,3.791597827,1.885218079,2.818513709,0,3.548283026,0,0,0,0,0
Otu308,4.979759081,3.336991392,4.12423147,4.789255433,4.791399478,4.790527603,5.091641733,5.326027112,5.523502547,5.996947872
Otu3081,3.327817828,0,2.549165074,3.136001276,0,0,3.524021159,0,0,0
Otu3082,0,0,0,0,0,3.273055324,0,0,0,0
Otu309,4.538320972,3.135368813,4.091994795,4.444218559,4.587337797,4.450150459,4.386542059,4.433157049,5.440813785,5.73394695
Otu310,5.070933002,3.094113347,4.277368842,4.814037279,5.053929735,4.800478657,5.055537435,5.349443182,5.401077619,5.430105664
Otu311,5.165196267,3.325962377,4.25490836,5.053529095,4.861445499,4.925014578,4.92999519,5.376388274,5.775379703,5.801048984
Otu312,4.769877189,2.517955768,3.831219093,4.60120266,4.494388578,4.213194404,4.339309243,4.795261957,0,5.656993025
Otu3134,0,1.625072128,0,0,0,0,0,3.963000483,0,0
Otu314,4.669259664,2.812372849,3.760213297,4.295648699,4.34580709,4.345518467,4.590501828,4.553630002,5.268717207,0
Otu3140,3.327817828,0,0,0,0,3.273055324,0,0,0,0
