,qPCR,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Level 8,Level 9
Otu12363,0,0,0,3.16895382,0,0,3.551860032,0,0,0
Otu12374,3.791958522,1.625072128,0,0,3.249192769,3.22735585,3.58728109,0,0,0
Otu12379,3.329231888,0,2.994604968,3.324975096,0,3.854893149,3.551860032,0,4.368317423,0
Otu1240,3.792119352,0,2.588450085,3.967058507,3.233757319,3.262051956,3.551860032,3.931143154,0,0
Otu1241,3.329231888,2.393420692,3.108766614,3.800590303,3.262720171,3.22735585,0,0,0,4.947554523
Otu1242,0,0,3.492938194,0,0,0,0,0,0,0
Otu12444,3.32832683,1.625072128,2.959887403,3.431146389,3.233757319,3.262051956,0,3.963000483,0,0
Otu12454,3.620252213,1.774944105,2.588450085,3.426394346,3.680730088,3.714701769,0,0,0,0
Otu1246,3.618943958,2.62726186,3.191994552,3.896933123,4.160520066,3.739531758,3.558502609,3.963000483,4.974124052,4.96173768
Otu1247,3.618778733,1.625072128,3.326809589,3.959575271,3.708604536,3.861646193,0,0,4.655544954,4.967699198
Otu1248,4.211103056,2.329339731,2.889480081,3.739205052,0,0,4.077145574,3.938155551,0,0
Otu12487,0,0,0,3.410649003,0,3.22735585,0,0,0,4.967699198
Otu1249,0,2.048190061,2.549165074,3.469998531,3.163510785,3.55458512,3.58728109,3.9513206,0,5.258773647
Otu125,5.50917226,3.844967203,4.815346456,5.34071891,5.507491304,5.353518034,5.461666143,5.682945173,5.909111262,5.86578901
Otu12508,4.152865678,2.651387799,3.746519602,4.047828605,4.062661739,3.944411932,4.2410261,4.638405773,4.676305938,0
Otu1251,0,0,2.843208936,3.0632147,0,0,0,0,4.368317423,0
Otu12525,3.329231888,1.774944105,2.870281625,0,0,3.233391832,0,0,4.669421786,0
Otu1256,4.08685547,2.07536936,3.336885756,3.869909405,3.71943027,3.855421796,3.824484722,3.9513206,0,0
Otu1257,3.617919549,2.252065359,0,3.109619011,3.213300734,3.725273534,0,0,4.340145885,0
Otu1258,3.790507267,0,3.498141607,3.79484546,0,3.741809552,0,4.249754904,0,4.959689649
Otu12581,4.688102102,2.962346592,4.10760646,4.054545177,4.282262917,4.522335944,3.841288195,4.727688642,4.822899874,5.248584518
Otu126,5.324560755,3.599500162,4.657898887,5.287307867,5.222311321,4.982892799,5.158902588,5.44588168,5.791561656,5.959594438
Otu1260,3.327817828,1.506706758,2.542180187,3.215363894,0,3.22735585,0,4.252350839,0,0
Otu1261,3.327233311,1.625072128,3.615890822,3.757270487,3.709805053,3.552882691,0,4.648480578,0,0
Otu12619,3.61924235,1.807736686,3.047094291,3.749551839,3.503975003,3.548864335,3.551860032,0,4.368317423,0
Otu1262,3.32902773,0,0,0,0,0,0,0,0,0
Otu12652,3.327817828,0,0,0,0,0,0,0,0,0
Otu12679,0,0,0,0,3.262720171,0,0,0,0,0
Otu12688,4.421311537,1.506706758,3.333574448,3.844462493,4.168963169,3.722835243,3.522902003,3.9656225,4.683172571,5.260481312
Otu12689,3.327817828,0,0,0,3.512061739,3.22735585,3.524021159,0,0,0
Otu1269,4.085154456,2.325440019,3.364243773,4.083409323,3.909431193,3.550123271,4.145247783,3.931143154,4.817045259,0
Otu127,5.3610541,3.497643183,4.830147055,5.326799845,5.24830245,5.157509556,5.282391405,5.764890716,5.930017119,5.998034248
Otu1270,3.618839207,0,3.616277428,4.253619514,3.815547282,3.233391832,3.824484722,3.963000483,0,4.947554523
Otu12703,3.32902773,1.774944105,3.061148384,3.624397134,3.249192769,0,3.522902003,0,0,0
Otu1271,3.327817828,2.730316119,3.507013623,0,3.213300734,4.078088838,3.558502609,0,0,0
Otu1272,3.619039267,0,2.631645359,3.0632147,3.541326691,0,0,0,4.377706554,0
Otu1276,3.327233311,1.625072128,0,3.917109167,3.464540483,0,3.551860032,0,0,0
Otu12765,0,0,0,3.109619011,0,0,0,0,0,0
Otu1277,3.909501804,0,0,3.771749007,3.713962525,0,0,0,0,0
Otu12770,3.619966072,0,0,3.586740262,3.249192769,0,0,4.408434029,0,0
Otu12771,3.909490418,2.498503335,3.259390603,3.614179673,3.53391958,3.251867998,3.551860032,0,0,0
Otu1278,0,1.625072128,2.931118711,0,3.249192769,0,0,0,4.340145885,0
Otu12789,3.327233311,0,2.549165074,3.494112532,3.836495737,0,0,4.252350839,4.680960224,0
Otu1279,3.792084397,1.625072128,2.932675355,4.054810952,3.710525885,0,0,4.258388784,0,0
Otu12799,4.887533631,3.072298113,3.853291318,4.561324293,4.542627874,4.614065498,5.065204876,4.991839067,5.434503246,5.802591173
Otu1280,0,0,2.549165074,3.140558765,0,0,3.540258269,3.963000483,0,0
Otu12800,3.909685105,2.186248075,2.631645359,3.410649003,3.829068433,3.262051956,3.551860032,3.963000483,0,0
Otu1281,0,1.774944105,2.549165074,3.109619011,3.213300734,0,3.551860032,3.9656225,0,0
Otu12832,4.34934039,2.048190061,3.113754098,3.726248909,4.42688963,3.552897993,4.383359142,4.791895111,4.656726828,4.944317279
Otu12846,4.262440288,2.586843005,2.719426777,3.403503758,3.998556402,3.563079576,4.047408697,4.258229801,0,0
Otu12850,4.497919727,2.636988573,3.581967269,3.494728459,3.913097361,4.069108585,3.838651635,4.4175043,4.680960224,4.96173768
Otu12882,5.852917337,4.092761632,5.218199128,5.759004026,5.635601865,5.553208313,5.788603609,6.110589673,6.33327988,6.45251683
Otu1289,3.791572169,2.419729812,3.283616519,3.441588601,3.213300734,0,3.524021159,4.245935647,0,0
Otu129,4.629665911,3.132857835,3.895385978,4.640406382,4.647498348,4.439255892,4.341768012,4.650013275,5.241612747,5.561080519
Otu1290,4.387202717,2.99070835,3.822251878,4.626046804,4.282362054,4.465133682,3.870961523,4.251183681,4.6531869,4.969816412
Otu1291,3.786597186,1.625072128,2.542180187,3.215363894,0,3.548864335,0,3.931143154,4.332713765,0
Otu12920,0,2.419028337,0,3.753165537,0,0,0,3.9513206,0,0
Otu1293,0,2.134601755,0,3.812365034,0,3.543635209,3.823937731,3.938155551,0,0
Otu1294,3.329231888,1.625072128,3.094118982,3.827138634,3.827703145,3.251867998,3.833334045,0,4.382322691,0
Otu1295,0,0,2.588450085,3.140558765,3.211031744,3.53128655,0,0,0,0
Otu1296,3.32832683,1.983827882,0,3.136001276,3.69130694,0,0,3.9656225,4.340145885,0
Otu12968,0,0,2.940813315,3.51639389,0,3.551836406,4.061213008,0,4.368317423,0
Otu13,6.061890068,4.405149087,5.372022894,5.876092032,5.892076044,5.796739183,5.926688262,6.349023955,6.664546514,6.786192051
Otu130,5.712773128,4.047015439,5.140344349,5.578544218,5.626490495,5.461279333,5.619665489,6.07466514,6.181555657,6.278139698
Otu1300,3.909635802,2.07536936,3.582993073,3.668962549,3.211031744,3.273055324,3.857312659,4.428965701,4.814737342,0
Otu13006,4.497945838,2.348060721,3.246773871,3.723993434,4.067485773,3.852764142,3.524021159,4.251183681,0,5.555900191
Otu1301,4.048121291,2.286498359,3.5032402,4.295371687,3.73537095,3.746915381,4.258722389,4.259560415,0,0
Otu1302,4.722563454,2.874004269,4.149586655,4.852657556,4.61887595,4.510850287,4.465105702,4.546965643,5.414892681,5.426460707
Otu1303,4.086768701,2.179644016,3.542093927,3.618026061,3.900904403,3.933635739,4.334714755,4.251183681,4.340145885,4.96173768
Otu1304,3.329768231,1.506706758,0,3.109619011,0,3.273055324,3.524021159,3.963000483,0,0
Otu13041,3.329231888,1.625072128,2.542180187,3.140558765,3.673805445,0,3.540258269,3.931143154,0,0
Otu1305,0,0,0,0,0,0,0,4.252350839,0,0
Otu13084,0,0,2.517483727,0,3.249192769,0,3.551860032,3.938155551,0,0
Otu13089,3.79150241,1.774944105,0,3.439315835,3.233757319,0,0,0,0,4.96173768
Otu131,5.768610961,3.960191143,5.239921853,5.897315182,5.666755439,5.70891729,5.614700391,6.087670828,6.372698039,6.625993421
Otu13103,0,0,0,0,3.714495457,3.262051956,0,0,0,0
Otu13106,3.32832683,0,3.094875055,3.0632147,0,3.251867998,0,3.938155551,4.332713765,0
Otu1312,3.791772642,2.102193382,3.209820049,3.469998531,3.718641075,3.251867998,3.852890028,0,4.648224459,0
Otu1314,4.56180434,0,0,0,0,0,0,0,0,0
Otu1315,4.152041802,0,0,0,3.262720171,3.739170835,3.825044008,3.938155551,0,0
Otu13157,0,0,2.588450085,3.403503758,4.464735606,4.727452998,5.269969295,5.681219721,6.224693888,6.791361609
Otu1316,0,1.625072128,2.549165074,3.668962549,0,3.22735585,0,4.249964777,0,0
Otu13160,3.792359701,1.625072128,0,3.136001276,3.499848088,0,3.522902003,3.938155551,0,0
Otu13169,3.61924276,2.207171316,3.192469633,3.586740262,4.051874248,3.735055209,3.858330665,4.253136128,0,0
Otu1317,3.791944471,0,3.164688739,3.996710893,3.523380022,3.570825289,3.558502609,3.931143154,4.648224459,0
Otu1318,3.791260181,2.325908627,2.959887403,3.369923113,3.249192769,3.233391832,0,0,0,0
Otu1319,0,2.358157065,2.856283991,4.185805965,3.563738308,0,0,0,4.325009689,0
Otu1320,0,0,0,0,0,0,0,3.948983627,0,0
Otu1321,0,0,0,0,0,0,0,4.547944369,0,0
Otu13213,3.909960674,2.048190061,3.354918609,4.111843227,0,4.053586736,3.558502609,4.241160065,4.332713765,5.265576988
Otu1322,0,0,0,0,0,0,0,0,0,4.947554523
Otu13233,0,0,0,0,0,3.262051956,0,0,0,0
Otu1327,4.086043342,2.07536936,3.209176067,3.87976933,4.162149375,3.26979646,0,4.258229801,4.662681668,0
Otu13272,0,1.774944105,0,3.618198946,4.209290759,4.896670367,5.537724852,5.853869869,6.230243076,6.922422813
Otu13276,3.329768231,0,0,0,0,0,0,0,4.377706554,5.557642062
Otu1328,3.619757025,0,3.32620783,3.569553757,3.711063048,0,3.524021159,0,4.332713765,0
Otu1329,4.152729953,2.549141171,3.46406962,3.441328938,3.994094516,3.742126498,3.86543631,4.440298614,4.66036216,4.944317279
Otu13291,0,0,0,0,0,0,3.551860032,4.435556685,4.340145885,5.65528588
Otu1331,4.152035213,2.186248075,2.549165074,0,3.695731287,3.550123271,0,0,0,4.969816412
Otu1332,0,0,3.418562474,0,3.563738308,0,3.551860032,0,4.340145885,0
Otu1333,3.619502912,1.774944105,3.108766614,3.215363894,3.983282445,0,4.145247783,3.963000483,0,4.947554523
Otu13331,0,0,0,0,0,3.22735585,0,0,0,0
Otu1334,3.617919549,0,2.843208936,0,3.514330729,0,0,4.661769554,0,0
Otu1335,0,0,3.622516764,3.931373418,4.094290785,0,4.054675253,0,0,4.959689649
Otu1339,3.791572169,1.506706758,3.247524471,3.0632147,3.909431193,4.097994339,0,0,0,0
Otu1340,3.618218846,0,2.588450085,0,3.532963788,0,0,0,0,4.96173768
Otu1341,3.909096502,1.885218079,0,0,3.962895603,0,3.522902003,3.938155551,0,0
Otu1342,4.086158011,2.332911514,2.843208936,3.754850003,3.999761846,0,4.067665781,3.948983627,4.340145885,0
Otu1343,3.618479717,2.207171316,3.217293254,3.625872235,3.838484907,0,3.522902003,0,0,0
Otu1345,4.086755415,1.506706758,2.517483727,0,3.213300734,0,3.558502609,0,0,0
Otu1346,0,1.774944105,2.517483727,3.494112532,3.262720171,3.93210802,3.558502609,0,0,0
Otu1347,3.329231888,1.774944105,3.073579767,0,3.673677075,0,3.551860032,0,4.382322691,0
Otu1348,3.792359701,1.774944105,3.156280071,3.788634918,3.945555729,0,4.046343728,0,0,0
Otu1354,0,1.774944105,2.631645359,3.494112532,3.538663168,3.540814958,4.06440227,0,0,0
Otu1355,4.328764698,2.158096578,4.046589456,4.058367473,4.300094873,4.151200192,0,3.9656225,0,5.245347275
Otu1356,4.08612878,0,2.542180187,3.215363894,3.502814598,3.727149468,0,3.948983627,4.382322691,4.96173768
Otu1358,3.327817828,0,0,3.493808499,3.213300734,3.548864335,0,0,0,0
Otu1359,3.79152744,0,2.631645359,0,3.211031744,3.262051956,4.075509118,3.931143154,4.368317423,0
Otu136,5.372207447,3.47440369,4.726496044,5.049017871,5.149782301,5.078329674,5.121402869,5.425281786,5.805468085,5.969017408
Otu1360,3.329768231,2.102193382,3.072820041,4.068979049,0,3.746538899,3.838651635,3.938155551,0,0
Otu1366,3.618518043,0,0,0,0,0,0,0,0,0
Otu1367,3.79152744,2.435631751,3.05160775,3.426394346,3.163510785,3.558018621,0,3.963000483,4.377706554,0
Otu1368,3.32832683,1.506706758,2.856283991,3.749423387,3.522270404,3.251867998,3.558502609,0,0,0
Otu1369,3.786409921,0,0,0,3.711245522,0,0,0,0,0
Otu137,5.411278058,3.654710649,4.788273906,5.272899661,5.331065788,5.077641611,5.330268355,5.711084867,5.915195314,6.133914714
Otu13704,0,0,0,0,0,3.233391832,0,0,0,0
Otu1376,3.619777903,2.207617543,3.068601108,4.229908255,3.718641075,3.852670341,4.075509118,3.948983627,0,0
Otu1377,5.275965017,3.493823115,4.618302189,5.141680544,4.959809867,4.788746158,5.075139474,5.548249631,5.82590077,5.860213496
Otu1378,3.327233311,1.774944105,2.542180187,0,3.163510785,3.528385858,0,0,0,0
Otu1379,4.15286904,0,3.474425262,3.72729064,4.083652087,3.233391832,4.047077508,3.931143154,4.821984704,4.96173768
Otu1384,4.086179462,1.870939467,3.063237514,3.633146933,3.539730481,3.273055324,3.841288195,0,0,0
Otu1385,4.153066867,2.346063935,2.719426777,4.145382652,3.917793789,4.151434736,3.58728109,3.938155551,4.838605072,0
Otu13850,3.329231888,0,2.549165074,0,3.691423897,0,3.558502609,0,0,0
Otu1386,0,0,3.331099096,0,3.522270404,0,0,0,0,0
Otu139,5.262043714,3.542553398,4.516556788,5.073908051,5.04716239,4.969655706,5.340406777,5.573008162,5.909080634,6.104655219
Otu1391,3.791827295,0,3.26040862,3.774751298,3.765570479,3.233391832,0,0,4.634651224,4.969816412
Otu1392,4.512769502,1.807736686,2.631645359,0,0,0,0,0,0,0
Otu1393,3.32902773,0,2.719426777,3.813995237,0,0,0,0,4.655544954,0
Otu1394,3.619757025,2.200426025,3.171311618,3.618026061,3.729583343,3.959755876,3.522902003,0,0,4.944317279
Otu1395,3.327233311,0,3.060029439,0,3.715954193,3.262051956,3.540258269,0,0,0
Otu1396,0,1.885218079,2.542180187,3.136001276,0,3.262051956,0,0,0,0
Otu1397,0,0,0,0,4.277874342,0,0,0,0,4.944317279
Otu1398,0,1.506706758,0,0,3.262720171,0,3.558502609,0,4.368317423,0
Otu1399,0,0,0,0,0,0,0,0,4.377706554,0
Otu14,7.345360818,5.601299021,6.642574433,7.189432714,7.153621766,7.099964611,7.236633895,7.579026217,7.842940838,7.983846423
Otu140,5.048097179,3.297747987,4.531436754,5.2354052,4.990947742,5.045776047,5.067967255,5.469491254,5.790117044,5.433826269
Otu1405,3.910537517,2.566844418,3.276878724,3.748061227,3.91445834,3.572457793,4.255187985,0,4.6531869,0
Otu1406,3.32832683,2.06620741,3.455026141,3.541717958,3.98190321,3.563079576,3.558502609,0,0,0
Otu1407,3.327233311,0,3.238442929,3.16895382,3.833772585,3.730576314,3.58728109,4.426698049,0,0
Otu1408,3.327817828,0,2.517483727,3.469998531,0,0,0,0,0,0
Otu1409,0,1.774944105,2.542180187,3.712639809,0,3.566969112,0,0,0,0
Otu1415,4.152835011,2.092679794,2.866961101,3.136001276,0,3.717186014,0,0,0,4.969816412
Otu1416,3.909111512,2.226466229,3.228942924,3.140558765,3.513197849,3.233391832,3.58728109,0,0,0
Otu1417,0,2.186248075,3.073579767,3.617506716,3.688910646,3.22735585,4.070523039,3.963000483,0,4.967699198
Otu1419,0,0,2.890241889,4.076367268,0,3.273055324,0,0,4.368317423,0
Otu142,4.864477496,3.250994778,4.193018421,4.750719434,4.85544024,4.673338308,4.901374206,5.053560109,5.360778569,4.969816412
Otu1420,4.153396506,1.506706758,3.711916736,0,0,3.26979646,3.58728109,3.963000483,0,0
Otu1421,0,2.709195033,2.911614531,3.136001276,3.833229325,3.251867998,4.057655337,3.948983627,0,0
Otu1425,4.210152883,2.134601755,3.762761915,3.324975096,3.691423897,3.233391832,0,3.963000483,0,0
Otu1426,3.618943958,0,2.719426777,3.136001276,3.233757319,0,0,0,0,0
Otu1427,3.619966072,1.962243586,2.549165074,3.403503758,3.73094275,3.534168011,3.540258269,0,0,4.967699198
Otu1428,3.327817828,0,3.341723677,3.501217028,3.249192769,0,0,0,4.340145885,0
Otu1429,3.32832683,0,2.631645359,0,0,0,0,0,0,0
Otu143,4.421109682,2.954104412,4.053928395,4.377509715,4.332122599,4.06865086,4.737050338,4.547944369,5.349513908,5.270846407
Otu1430,0,0,3.337248445,0,3.512061739,3.233391832,3.841288195,3.9513206,4.340145885,0
Otu1437,3.618518043,1.774944105,3.051214844,3.586740262,0,3.251867998,3.551860032,0,0,0
Otu1438,3.32832683,0,0,0,0,3.273055324,3.852890028,4.553341206,0,0
Otu1439,4.08593947,2.57616654,3.526765127,4.185313851,4.125265756,3.858471794,3.58728109,3.9656225,0,5.260481312
Otu144,4.887219937,3.060050441,4.061268439,4.887138122,4.755461276,4.512624212,4.514492383,4.953115556,5.391918138,5.434084069
Otu1440,4.085235918,1.506706758,0,3.16895382,3.211031744,0,0,3.931143154,0,0
Otu1441,0,0,0,0,0,0,0,3.948983627,4.382322691,0
Otu1442,3.619757025,0,0,0,0,3.710259271,0,0,0,0
Otu1443,4.152856772,2.274430728,3.462245719,3.384607279,3.921390853,4.100086972,4.331409705,3.9513206,4.382322691,4.96173768
Otu1445,3.791636149,0,2.911614531,3.971981251,3.946338821,0,3.524021159,0,0,0
Otu1446,3.329231888,1.885218079,3.334436565,3.456018326,3.709805053,4.24632403,0,0,4.382322691,0
Otu1447,0,0,0,0,3.522270404,0,0,0,0,0
Otu145,5.341215745,3.536431109,4.471558026,5.059182807,5.218110978,5.053596098,5.113534968,5.540564647,5.650624596,5.435029163
Otu1450,4.04774013,2.186248075,3.072820041,3.708970717,0,4.046715377,3.841471126,4.242379043,4.651803836,0
Otu1451,4.046843847,1.926102175,3.360269024,3.646075074,4.045880205,3.930314565,3.873579469,4.252350839,4.332713765,0
Otu1452,3.618839207,0,0,3.660025463,3.262720171,0,0,0,4.340145885,0
Otu1453,3.329231888,2.501331488,0,0,3.249192769,3.251867998,4.180752871,0,4.377706554,0
Otu1454,3.909788774,1.807736686,0,3.215363894,3.51696023,3.22735585,4.078924058,0,4.340145885,0
Otu1455,0,0,2.517483727,0,3.55022274,0,0,3.938155551,0,0
Otu1458,3.329231888,2.497100997,3.367568123,3.324975096,3.262720171,0,3.823937731,0,0,4.969816412
Otu1459,4.262820404,2.551829907,2.588450085,3.747758836,4.065001336,4.061571377,0,4.258229801,4.340145885,4.96173768
Otu146,5.418250147,3.516994913,4.655517011,5.213908522,5.278407556,5.181716287,5.119078681,5.527561744,5.726956502,6.099375134
Otu1460,3.32902773,1.926102175,3.157121063,3.0632147,3.55022274,3.566969112,0,3.963000483,4.332713765,0
Otu1461,0,1.926102175,3.260577497,3.738140643,3.73094275,3.857228813,0,3.9513206,4.683172571,0
Otu1462,3.329231888,1.885218079,2.889480081,0,3.233757319,3.56362086,0,0,0,0
Otu1463,3.329768231,0,2.549165074,3.431146389,0,0,0,0,0,0
Otu1464,0,0,0,0,3.55022274,0,0,0,0,0
Otu1472,4.152630187,2.092679794,3.499114637,3.621365265,3.464540483,3.714868507,3.839815167,4.552478802,4.662681668,0
Otu1473,3.618518043,0,2.588450085,4.094800957,3.710525885,3.719097139,3.852890028,3.948983627,4.382322691,4.969816412
Otu1474,3.909655406,2.435385199,3.185012724,3.754850003,3.930148397,3.867156319,0,4.254647447,0,0
Otu1475,3.32832683,1.885218079,2.843208936,3.136001276,0,0,0,0,0,0
Otu1476,0,2.06620741,0,3.617679703,0,3.251867998,0,0,0,0
Otu1477,3.32832683,1.962243586,3.046326613,3.711678999,3.911399266,3.739170835,3.824484722,3.9513206,0,0
Otu1478,0,0,0,3.627352688,3.213300734,3.540814958,3.540258269,0,0,0
Otu148,3.329231888,1.774944105,2.856283991,3.875705556,4.078152834,4.089029052,3.825044008,3.963000483,4.377706554,0
Otu1480,0,0,0,0,0,3.273055324,3.58728109,0,0,0
Otu1486,3.329768231,1.774944105,0,3.16895382,3.249192769,3.233391832,3.540258269,0,0,0
Otu1487,3.909554834,1.870939467,2.866961101,0,3.55022274,3.262051956,3.551860032,0,0,0
Otu1488,3.32902773,1.774944105,3.060029439,3.469998531,3.53391958,3.736167158,3.86543631,4.408434029,4.332713765,4.969816412
Otu1489,3.79152744,1.885218079,3.117865911,3.369923113,3.509491232,3.273055324,3.540258269,4.244608876,4.340145885,0
Otu149,5.466104176,3.81569178,4.873245669,5.570054111,5.345823462,5.38892075,5.396801531,5.894405988,6.137612387,6.074584863
Otu1490,0,0,2.588450085,3.771749007,0,3.251867998,0,0,0,4.944317279
Otu1492,0,0,0,0,0,0,0,3.9656225,0,0
Otu15,6.409478673,4.619600631,5.642879559,6.215290665,6.229208591,6.144035726,6.271426052,6.631972229,6.911079705,6.94605511
Otu1500,4.210925298,2.60136695,3.920374405,4.709198189,4.265406588,4.516498162,4.395887775,4.791070118,4.859269895,0
Otu1501,3.620251908,1.625072128,3.259031482,3.739044605,3.541326691,3.860498662,3.855986128,0,4.637375636,4.967699198
Otu1502,3.909482193,2.592862452,2.994604968,3.739205052,3.967274687,3.26979646,4.057601112,4.424099333,4.634651224,4.944317279
Otu1504,3.32902773,1.774944105,3.171311618,3.431146389,4.327005602,3.552897993,3.853259604,0,0,0
Otu1505,0,1.807736686,2.818513709,0,0,3.86162696,0,3.9656225,0,0
Otu1506,3.79201409,2.158096578,3.430618581,3.742358941,4.054292276,4.100753596,4.072542324,3.9513206,4.368317423,0
Otu1507,3.619757025,0,2.889480081,3.0632147,3.692175865,0,0,0,0,0
Otu1508,3.786165337,2.07536936,3.212484027,3.741353549,0,0,3.58728109,0,4.377706554,4.967699198
Otu1509,3.32902773,0,3.167990743,3.369923113,0,3.951784823,0,4.249964777,4.807235189,0
Otu151,0,0,0,0,3.211031744,0,0,0,0,0
Otu1510,0,0,3.138195837,3.900428384,0,0,0,0,4.368317423,0
Otu1511,3.91368363,1.506706758,3.400878935,4.2475145,0,3.935774088,4.383513638,4.253136128,5.137083422,0
Otu152,4.38676911,2.048190061,3.766170586,4.125006542,3.831364968,4.215688705,3.540258269,3.9513206,5.203002875,4.959689649
Otu1524,3.791597827,1.807736686,2.866961101,3.678356432,3.687201656,3.273055324,4.072438552,0,4.382322691,0
Otu1525,4.086063967,0,3.197340907,3.369923113,3.943057422,3.22735585,4.062626229,0,4.340145885,0
Otu1526,4.085182269,0,3.345853135,3.856687719,3.558241783,3.971375045,3.522902003,4.435384333,0,0
Otu1527,4.046665382,1.506706758,2.889480081,0,4.096272465,0,3.841288195,0,0,0
Otu1528,3.792119352,0,0,0,0,3.233391832,0,4.550994895,0,4.959689649
Otu1529,3.327817828,0,2.719426777,3.764834869,0,0,0,4.259275384,0,0
Otu153,4.650087579,2.722457302,4.233477975,4.962660371,4.691927141,4.558878459,4.062474569,4.950934973,5.249751512,5.265576988
Otu1530,0,0,3.248380269,0,3.213300734,3.26979646,0,3.9513206,0,0
Otu1531,3.792133391,1.774944105,0,0,3.262720171,0,3.58728109,0,4.332713765,0
Otu1532,0,1.885218079,0,0,3.818787746,3.540814958,3.551860032,0,0,0
Otu1533,5.194269546,3.433224768,4.277704797,4.667699299,5.2487517,4.945657513,5.271593959,5.392974475,5.465336357,5.563756948
Otu1534,3.329768231,1.506706758,2.631645359,3.89531854,3.688162794,0,0,3.9513206,0,0
Otu1535,0,2.186248075,0,3.6376512,3.211031744,3.262051956,0,0,0,0
Otu1536,3.329768231,0,0,0,0,3.572457793,0,0,0,0
Otu1537,4.586874492,2.371842541,3.617162785,4.063378189,4.540781497,4.328302962,4.596176318,4.642252427,4.634692131,4.967699198
Otu1539,0,2.686633009,3.196548032,0,0,3.750177427,0,0,0,0
Otu1540,0,0,0,3.140558765,0,0,0,0,0,0
Otu1545,3.617919549,0,0,0,3.211031744,0,0,0,0,0
Otu1546,4.153092977,2.092679794,3.053781924,3.619759062,4.06525033,3.251867998,3.522902003,3.931143154,4.368317423,0
Otu1547,0,0,3.455339015,3.0632147,3.55022274,3.551836406,0,4.414276468,0,0
Otu1548,3.79226056,1.885218079,3.197340907,3.912971875,3.691423897,3.750177427,0,0,0,4.959689649
Otu1549,0,1.885218079,2.831036829,0,3.262720171,0,4.052380831,0,0,0
Otu155,5.437967045,3.744708399,4.661761086,5.118523695,5.274447527,5.191831516,5.363829625,5.686836735,5.980056945,5.864430807
Otu1550,3.329231888,1.506706758,0,0,3.262720171,0,0,0,0,0
Otu1551,3.78614528,0,3.144442272,3.136001276,3.249192769,3.710259271,0,4.252350839,4.6531869,0
Otu1553,3.791110711,2.075974465,3.433815683,3.788634918,3.233757319,0,0,0,4.325009689,0
Otu1554,3.792189642,0,0,0,0,0,3.551860032,0,0,0
Otu1555,3.32832683,0,3.065354006,3.586740262,3.249192769,0,0,4.252350839,0,0
Otu156,5.522355348,3.616147962,4.857299285,5.27211931,5.25842636,5.158023336,5.162485889,5.67417323,6.060264733,6.158879153
Otu1564,3.791582124,2.102193382,3.526752325,4.050062453,3.910281804,3.864643439,3.58728109,0,4.368317423,0
Otu1565,0,0,2.549165074,3.995502379,4.057563851,3.540814958,3.58728109,4.649504107,5.084700777,0
Otu1567,3.909214592,0,2.542180187,3.109619011,3.211031744,0,0,3.938155551,0,0
Otu1568,4.511851944,2.207171316,3.063237514,3.8333039,3.996497423,3.552897993,0,4.729133311,4.368317423,4.959689649
Otu1569,3.791461074,1.885218079,2.517483727,0,3.558241783,0,3.524021159,0,0,5.248584518
Otu157,5.271578226,3.493645017,4.41715995,5.048566552,5.137248188,4.953407452,5.12207865,5.249425199,5.800290016,6.135695833
Otu1570,0,2.171969462,3.263262976,3.591060865,0,3.855692493,3.522902003,4.424175932,4.970405292,0
Otu1571,3.329768231,0,0,3.136001276,0,0,0,0,4.377706554,0
Otu1572,3.327233311,0,2.631645359,3.624397134,3.262720171,0,0,0,4.377706554,0
Otu158,4.421188543,2.624471705,3.969295392,4.546032527,3.687201656,4.534274886,4.061159184,4.945105847,5.069821723,5.260481312
Otu1580,3.909085721,1.774944105,0,0,3.901868115,0,3.88831103,0,0,0
Otu1582,0,0,0,3.51639389,0,0,0,4.266652498,0,0
Otu1583,4.086125503,2.274430728,0,0,4.102541122,3.720960889,3.540258269,4.259275384,4.340145885,0
Otu1584,3.792133391,0,2.719426777,4.069472519,3.823571731,4.062291341,3.540258269,4.235945829,4.626049958,4.967699198
Otu1585,3.791998402,0,3.425140219,3.993057388,3.211031744,4.048490613,4.258294511,0,4.332713765,0
Otu1586,0,0,2.588450085,3.441328938,3.233757319,3.22735585,0,0,0,0
Otu1587,0,0,0,0,3.464540483,3.273055324,0,3.963000483,0,0
Otu1589,0,0,0,0,3.512061739,3.572457793,0,3.9656225,0,0
Otu1595,4.047810451,2.473914109,3.520770985,0,4.066600474,3.714868507,0,3.948983627,0,0
Otu1596,4.047017039,1.885218079,3.19069444,3.925769429,3.503975003,3.574201101,3.524021159,3.9513206,0,0
Otu1597,3.327233311,1.774944105,3.460287984,3.0632147,4.057992107,0,3.551860032,0,0,0
Otu1598,4.086044966,2.328619992,0,3.431146389,4.200916654,3.572457793,3.870961523,3.9513206,0,0
Otu1599,3.329231888,0,0,0,3.533517818,3.55458512,0,0,0,0
Otu16,6.946165344,5.157559193,6.171894253,6.715387249,6.872921987,6.723712117,6.882386989,7.119572579,7.41180729,7.563900646
Otu1600,4.688284826,2.422906261,3.32602146,4.045814872,4.538600936,4.290998307,4.546275033,4.540228061,4.676305938,4.969816412
Otu1601,4.920517309,2.998224156,4.073862559,4.808500544,4.859116635,4.809184639,4.950352275,5.150740211,5.561856712,4.947554523
